,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
42,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-06-13 05:39:41.000000,2022-06-13 05:39:41,1390,83.0,3093.0,275.0,236.0,57.0,453.0,19066,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",76.0,38,True,2022-04-03 22:14:28,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],3307.0,3307.0,https://pypi.org/project/timm,3374409.0,3410919.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,19305.0,,,,,1.0,1319838.0,,,,,,,,,,,,,,
43,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-06-16 04:49:58.000000,2022-06-16 04:48:41,2193,54.0,4396.0,330.0,1070.0,560.0,2859.0,17239,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,388.0,38,True,2022-06-13 15:07:55,0.12.1,15.0,fairseq,conda-forge/fairseq,,,['pytorch'],828.0,828.0,https://pypi.org/project/fairseq,67924.0,68599.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,15455.0,,,,,1.0,238.0,2.0,facebookresearch/fairseq,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-06-15 20:53:19.000000,2022-06-13 17:49:37,6156,328.0,1652.0,402.0,754.0,590.0,665.0,16652,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",117.0,38,True,2022-06-13 18:21:02,2.5.1,83.0,dash,conda-forge/dash,,,,195.0,195.0,https://pypi.org/project/dash,890131.0,900093.0,https://anaconda.org/conda-forge/dash,2022-06-14 01:55:09.921,488143.0,,,,,1.0,,,,,,,,,,,,,,,
45,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-06-15 15:23:51.000000,2022-06-14 19:22:27,5509,117.0,2112.0,273.0,1363.0,1126.0,1202.0,11652,The interactive graphing library for Python (includes Plotly Express).,201.0,38,True,2022-06-10 16:45:47,5.8.2,84.0,plotly,conda-forge/plotly,,,,10.0,10.0,https://pypi.org/project/plotly,7648967.0,7733257.0,https://anaconda.org/conda-forge/plotly,2022-06-10 21:16:29.949,2712257.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,45544.0,,,,,,,,,
46,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-14 01:08:39.000000,2022-06-02 00:19:11,2691,20.0,2127.0,278.0,3073.0,87.0,2431.0,11046,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 21:48:50,2.9.3,57.0,allennlp,conda-forge/allennlp,,,['pytorch'],2549.0,2549.0,https://pypi.org/project/allennlp,76900.0,78511.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,67692.0,,,,,1.0,46.0,,,,,,,,,,,,,,
47,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-06-15 21:29:24.000000,2022-06-07 17:39:32,14532,82.0,903.0,147.0,3169.0,554.0,1748.0,9277,The easiest way to automate your data.,332.0,38,True,2022-05-24 22:38:41,1.2.2,106.0,prefect,conda-forge/prefect,,,,891.0,891.0,https://pypi.org/project/prefect,286181.0,293217.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,274437.0,,,,,1.0,,,,,,,,,,,,,,,
48,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-08 09:57:34.000000,2022-06-03 15:43:48,1006,58.0,1295.0,154.0,413.0,107.0,465.0,9104,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8165.0,8165.0,https://pypi.org/project/pandas-profiling,1212056.0,1215097.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,212878.0,,,,,1.0,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-14 03:30:50.000000,2022-03-25 20:01:52,3150,10.0,638.0,150.0,980.0,207.0,1403.0,7562,Declarative statistical visualization library for Python.,136.0,38,True,2021-12-29 13:30:58,4.2.0,20.0,altair,conda-forge/altair,,,,28276.0,28276.0,https://pypi.org/project/altair,8892428.0,8909433.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1207379.0,,,,,1.0,,,,,,,,,,,,,,,
50,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-16 10:10:38.000000,2022-06-16 10:10:38,25263,420.0,573.0,120.0,5078.0,354.0,1356.0,6081,NumPy & SciPy for GPU.,306.0,38,True,2022-05-26 07:35:42,10.5.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1059.0,1059.0,https://pypi.org/project/cupy,26987.0,76110.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1526629.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54830.0,1.0,32331.0,,,,,,,,,,,,,,
51,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-06-16 14:18:32.000000,2022-06-16 05:01:01,36282,1010.0,3376.0,257.0,17967.0,3727.0,196.0,5593,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1287.0,38,True,2022-05-25 18:47:33,2.39.0,22.0,apache-beam,conda-forge/apache-beam-with-aws,,,,,,https://pypi.org/project/apache-beam,6839798.0,6841294.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-27 15:46:39.689,13465.0,,,,,1.0,,,,,,,,,,,,,,,
52,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-16 13:59:22.000000,2022-06-01 14:14:31,2091,112.0,6614.0,357.0,2207.0,522.0,5403.0,20088,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 14:16:46,2.25.0,34.0,mmdet,,,,['pytorch'],415.0,415.0,https://pypi.org/project/mmdet,35032.0,35032.0,,,,,,,,1.0,,,,,,,,,,,,,,,
53,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-06-16 09:59:56.000000,2022-06-16 09:59:56,2834,278.0,2679.0,274.0,3780.0,786.0,1479.0,12055,Open source platform for the machine learning lifecycle.,434.0,37,True,2022-05-28 01:18:34,1.26.1,54.0,mlflow,conda-forge/mlflow,,,,,,https://pypi.org/project/mlflow,11139384.0,11155138.0,https://anaconda.org/conda-forge/mlflow,2022-05-28 13:03:41.958,598689.0,,,,,1.0,,,,,,,,,,,,,,,
54,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-06-16 14:01:06.000000,2022-06-16 13:59:32,2800,245.0,5884.0,363.0,3807.0,564.0,1798.0,11805,"Datasets, Transforms and Models specific to Computer Vision.",487.0,37,True,2022-03-10 18:28:39,0.12.0,28.0,torchvision,conda-forge/torchvision,,,['pytorch'],,,https://pypi.org/project/torchvision,5709798.0,5714827.0,https://anaconda.org/conda-forge/torchvision,2022-03-29 18:28:29.092,265591.0,,,,,1.0,6883.0,,,,,,,,,,,,,,
55,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-16 10:28:10.000000,2022-06-14 11:59:38,8084,37.0,2642.0,477.0,555.0,43.0,2001.0,11201,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,37,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,,,14846.0,14846.0,https://pypi.org/project/dlib,137497.0,144017.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,429432.0,,,,,2.0,24972.0,,,,,,,,,,,,,,
56,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-06-16 07:29:07.000000,2022-06-14 18:51:46,8712,191.0,1529.0,231.0,3121.0,186.0,2529.0,6701,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,387.0,37,False,2022-06-03 15:55:47,4.0.0,36.0,pymc3,conda-forge/pymc3,,,,638.0,638.0,https://pypi.org/project/pymc3,372105.0,378258.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,417051.0,,,,,1.0,1903.0,,,,,,,,,,,,,,
57,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-14 17:20:53.000000,2022-06-14 17:20:53,3799,483.0,1319.0,114.0,705.0,247.0,1342.0,5814,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,,,2195.0,2195.0,https://pypi.org/project/pycaret,437221.0,437760.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,11343.0,,,,,1.0,573.0,,,,,,,,,,,,,,
58,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-06-16 14:14:16.000000,2022-06-16 14:14:15,10771,807.0,602.0,86.0,4039.0,902.0,3194.0,4875,"An orchestration platform for the development, production, and observation of data assets.",215.0,37,True,2022-06-14 21:15:18,0.15.0,100.0,dagster,conda-forge/dagster,,,,407.0,407.0,https://pypi.org/project/dagster,367855.0,385310.0,https://anaconda.org/conda-forge/dagster,2022-06-15 01:45:13.670,541117.0,,,,,1.0,,,,,,,,,,,,,,,
59,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-15 12:12:18.000000,2022-06-13 17:37:39,2021,25.0,453.0,86.0,527.0,156.0,720.0,2813,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 17:03:35,1.8.2,16.0,shapely,conda-forge/shapely,,,,30265.0,30265.0,https://pypi.org/project/shapely,7071761.0,7119613.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3827705.0,,,,,1.0,48.0,,,,,,,,,,,,,,
60,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-16 11:44:22.000000,2022-06-15 13:25:44,5125,66.0,241.0,83.0,584.0,13.0,104.0,2536,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08,8.0.17,59.0,thinc,conda-forge/thinc,,,,21986.0,21986.0,https://pypi.org/project/thinc,5988149.0,6020872.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2094301.0,,,,,2.0,,,,,,,,,,,,,,,
61,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-16 09:49:44.000000,2022-06-15 23:51:27,2537,137.0,772.0,100.0,2004.0,326.0,703.0,1637,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-07 18:30:51,2.94.0,107.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1417.0,1417.0,https://pypi.org/project/sagemaker,10321650.0,10331215.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-08 01:54:57.323,296531.0,,,,,1.0,,,,,,,,,,,,,,,
62,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-06-16 13:25:00.000000,2022-06-16 13:24:57,33385,733.0,24627.0,2075.0,36863.0,,,33149,Apache Spark Python API.,2681.0,36,True,,,22.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,22357999.0,22384974.0,https://anaconda.org/conda-forge/pyspark,2022-06-16 07:21:06.515,1699475.0,,,,,2.0,,-6.0,,,,,stable/spark,,,,,,,,
63,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6320.0,1294.0,163.0,591.0,210.0,28757,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,13579.0,13579.0,https://pypi.org/project/jieba,666010.0,667781.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,109847.0,,,,,1.0,,,,,,,,,,,,,,,
64,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-06-13 17:00:49.000000,2022-06-04 03:23:39,4037,9.0,2253.0,491.0,2234.0,67.0,870.0,15766,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,36,True,2021-04-15 11:39:33,3.0.3,51.0,luigi,luigi,,,,1758.0,1758.0,https://pypi.org/project/luigi,595578.0,595714.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10365.0,,,,,2.0,,,,,,,stable/luigi,,,,,,,,
65,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,3969.0,555.0,695.0,293.0,1253.0,12328,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,4432.0,4432.0,https://pypi.org/project/chatterbot,80651.0,80651.0,,,,,,,,1.0,,,,,,,,,,,,,,,
66,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-06-16 10:45:15.000000,2022-06-15 13:32:22,4491,109.0,1558.0,201.0,933.0,113.0,1769.0,11705,A very simple framework for state-of-the-art Natural Language Processing (NLP).,226.0,36,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,,,['pytorch'],1425.0,1425.0,https://pypi.org/project/flair,112433.0,112798.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8395.0,,,,,1.0,,,,,,,,,,,,,,,
67,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-06-16 13:31:38.000000,2022-06-16 00:27:41,2721,180.0,1601.0,276.0,3144.0,290.0,1342.0,11581,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-04-18 13:06:42,2.7,35.0,nni,,,,,237.0,237.0,https://pypi.org/project/nni,11234.0,11234.0,,,,,,,,1.0,,,,,,,,,,,,,,,
68,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-16 14:01:21.000000,2022-06-16 13:20:11,14959,611.0,1369.0,201.0,11644.0,254.0,5009.0,10607,Vector database for scalable similarity search and AI applications.,210.0,36,True,2022-04-02 10:12:24,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,25266.0,60219.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,20.0,974843.0,1.0,32480.0,,,,,,,,,,,,,,
69,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-06-04 16:37:32.000000,2022-06-01 11:58:49,1079,6.0,1210.0,243.0,613.0,279.0,889.0,9311,Video editing with Python.,149.0,36,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,16326.0,16326.0,https://pypi.org/project/moviepy,1163200.0,1165098.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,112040.0,,,,,1.0,,,,,,,,,,,,,,,
70,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-06-08 19:39:33.000000,2022-05-30 06:19:22,1641,16.0,1267.0,214.0,689.0,182.0,778.0,8357,Simple job queues for Python.,262.0,36,False,2021-12-07 12:48:17,1.10.1,19.0,rq,conda-forge/rq,,,,10464.0,10464.0,https://pypi.org/project/rq,575336.0,576358.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,72628.0,,,,,2.0,,,,,,,,,,,,,,,
71,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-06-16 08:37:25.000000,2022-06-16 08:37:24,1097,30.0,1527.0,111.0,158.0,731.0,704.0,7888,Multilingual Sentence & Image Embeddings with BERT.,83.0,36,True,2022-02-10 13:12:24,2.2.0,30.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],3431.0,3431.0,https://pypi.org/project/sentence-transformers,3722446.0,3723570.0,https://anaconda.org/conda-forge/sentence-transformers,2022-02-20 20:12:27.598,23608.0,,,,,1.0,,2.0,,,,,,,,,,,,,
72,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-13 11:49:59.000000,2022-06-13 11:49:57,23311,1135.0,975.0,193.0,297.0,386.0,1429.0,6577,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",995.0,36,True,2022-05-19 07:31:43,1.0.6,79.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,2539282.0,2562249.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1055323.0,,,,,2.0,81542.0,,,,,,,,,,,,,,
73,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-06-07 22:41:40.000000,2022-05-13 14:51:13,1501,81.0,1103.0,150.0,163.0,118.0,130.0,5747,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,39.0,36,True,2022-05-13 14:57:40,1.0.1,28.0,pyod,conda-forge/pyod,,,,1358.0,1358.0,https://pypi.org/project/pyod,465266.0,466150.0,https://anaconda.org/conda-forge/pyod,2022-05-13 17:24:32.492,23877.0,,,,,1.0,,,,,,,,,,,,,,,
74,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-06-16 09:04:44.000000,2022-06-15 13:46:17,15234,726.0,1545.0,175.0,2564.0,291.0,1527.0,5180,End-to-End Speech Processing Toolkit.,274.0,36,True,2022-05-28 02:21:05,.202205,44.0,espnet,,,,,54.0,54.0,https://pypi.org/project/espnet,10673.0,10674.0,,,,,,,,1.0,76.0,,,,,,,,,,,,,,
75,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-20 16:57:04.000000,2022-05-20 16:57:04,1407,4.0,322.0,63.0,603.0,300.0,398.0,2829,Computing with Python functions.,110.0,36,True,,,23.0,joblib,conda-forge/joblib,,,,191600.0,191600.0,https://pypi.org/project/joblib,26113549.0,26245184.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,9346096.0,,,,,2.0,,,,,,,,,,,,,,,
76,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-06-16 12:28:25.000000,2022-06-16 07:17:48,16911,182.0,1016.0,78.0,6682.0,387.0,3691.0,1955,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,288.0,36,True,2022-05-12 13:39:57,1.0.3,42.0,mne,conda-forge/mne,,,,1662.0,1662.0,https://pypi.org/project/mne,42971.0,46147.0,https://anaconda.org/conda-forge/mne,2022-06-04 06:47:27.847,203324.0,,,,,1.0,,,,,,,,,,,,,,,
77,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-06-14 02:29:35.000000,2022-06-14 02:29:35,1464,19.0,515.0,55.0,1814.0,194.0,711.0,1525,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,192.0,36,True,2022-06-14 01:12:29,0.17.1,32.0,tensorflow-addons,,,,['tensorflow'],6627.0,6627.0,https://pypi.org/project/tensorflow-addons,1293973.0,1293973.0,,,,,,,,1.0,,,,,,,,,,,,,,,
78,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-06-01 08:28:45.959000,2022-05-30 03:37:28,1381,35.0,211.0,31.0,366.0,55.0,395.0,1060,Python library for reading and writing image data.,90.0,36,True,2022-05-30 03:37:47,2.19.3,32.0,imageio,conda-forge/imageio,,,,63293.0,63293.0,https://pypi.org/project/imageio,13005961.0,13052460.0,https://anaconda.org/conda-forge/imageio,2022-06-01 08:28:45.959,3022077.0,,,,,1.0,285.0,,,,,,,,,,,,,,
79,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-06-03 23:50:57.000000,2022-06-03 23:50:56,512,20.0,2053.0,284.0,165.0,124.0,454.0,15052,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",101.0,35,True,2022-06-02 03:32:56,1.5.0,17.0,easyocr,,,,,1248.0,1248.0,https://pypi.org/project/easyocr,98288.0,168903.0,,,,,,,,1.0,1694766.0,,,,,,,,,,,,,,
80,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-16 12:20:25.000000,2022-06-16 10:15:31,30219,158.0,3884.0,340.0,4631.0,798.0,5743.0,14442,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",543.0,35,True,2022-06-14 16:13:11,3.2.0,100.0,rasa,,,,['tensorflow'],,,https://pypi.org/project/rasa,181433.0,181433.0,,,,,,,,1.0,,,,,,,,,,,,,,,
81,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2022-06-15 13:04:48.000000,2020-06-01 14:58:26,2913,,2261.0,229.0,331.0,269.0,220.0,12712,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,10255.0,10255.0,https://pypi.org/project/imgaug,299595.0,301649.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,73948.0,,,,,2.0,,,,,,,,,,,,,,,
