,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
42,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-09-08 07:44:23.000000,2022-09-08 07:44:23,4058.0,20.0,2260.0,484.0,2249.0,71.0,872.0,15950.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",593.0,38,True,2022-08-18 09:37:08,3.1.1,53.0,luigi,luigi,,,621483.0,1820.0,1820.0,https://pypi.org/project/luigi,621345.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10963.0,1.0,,,,,,stable/luigi,,,,,,,,,,,,,,
43,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-09-06 15:17:28.000000,2022-08-11 14:39:59,5599.0,83.0,2151.0,274.0,1396.0,1184.0,1212.0,12069.0,The interactive graphing library for Python (includes Plotly Express).,201.0,38,True,2022-08-11 14:41:24,5.10.0,86.0,plotly,conda-forge/plotly,,,8337832.0,12.0,12.0,https://pypi.org/project/plotly,8249567.0,https://anaconda.org/conda-forge/plotly,2022-08-14 12:44:46.659,3097077.0,1.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,45840.0,,,,,,,,,,,,,,,,
44,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-09-07 02:02:12.000000,2022-09-05 20:00:46,8119.0,36.0,2669.0,470.0,583.0,32.0,2042.0,11383.0,A toolkit for making real world machine learning and data analysis applications in C++.,177.0,38,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,25011.0,103738.0,15843.0,15843.0,https://pypi.org/project/dlib,96974.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,466409.0,2.0,,,,,,,,,,,,,,,,,,,,
45,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-08-24 22:15:06.000000,2022-08-24 22:14:09,2713.0,22.0,2136.0,281.0,3091.0,81.0,2456.0,11186.0,"An open-source NLP research library, built on PyTorch.",264.0,38,True,2022-07-14 18:35:21,2.10.0,58.0,allennlp,conda-forge/allennlp,['pytorch'],47.0,73736.0,2722.0,2722.0,https://pypi.org/project/allennlp,71936.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,81009.0,1.0,,,,,,,,,,,,,,,,,,,,
46,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-09-08 12:29:16.000000,2022-09-06 20:30:51,1064.0,54.0,1341.0,156.0,442.0,118.0,470.0,9461.0,Create HTML profiling reports from pandas DataFrame objects.,94.0,38,True,2022-09-07 14:31:12,3.3.0,33.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1163692.0,8948.0,8948.0,https://pypi.org/project/pandas-profiling,1159895.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,277182.0,1.0,,,,,,,,,,,,,,,,,,,,
47,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-09-08 13:10:11.000000,2022-09-01 12:54:34,1150.0,52.0,1637.0,112.0,179.0,773.0,733.0,8402.0,Multilingual Sentence & Image Embeddings with BERT.,96.0,38,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,['pytorch'],,1545532.0,4098.0,4098.0,https://pypi.org/project/sentence-transformers,1544119.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,33934.0,1.0,,,,,,,,,,,4.0,,,,,,,,,
48,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-09-08 10:03:56.000000,2022-09-07 06:24:01,25797.0,515.0,593.0,124.0,5264.0,378.0,1402.0,6300.0,NumPy & SciPy for GPU.,311.0,38,True,2022-09-01 06:33:16,11.1.0,100.0,cupy,conda-forge/cupy,,43553.0,71640.0,1199.0,1199.0,https://pypi.org/project/cupy,17849.0,https://anaconda.org/conda-forge/cupy,2022-09-07 21:12:45.872,1826903.0,1.0,,,,,cupy/cupy,,https://hub.docker.com/r/cupy/cupy,2022-09-01 06:36:27.400936,8.0,55180.0,,,,,,,,,,
49,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-09-04 12:50:50.000000,2022-09-04 12:50:47,4065.0,257.0,1410.0,116.0,751.0,271.0,1462.0,6208.0,"An open-source, low-code machine learning library in Python.",100.0,38,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,608.0,791647.0,2494.0,2494.0,https://pypi.org/project/pycaret,790929.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,17397.0,1.0,,,,,,,,,,,,,,,,,,,,
50,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-09-07 22:51:45.000000,2022-09-07 19:34:28,4809.0,195.0,352.0,35.0,2280.0,502.0,1466.0,4701.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,126.0,38,True,2022-08-22 20:04:49,0.13.2,100.0,wandb,conda-forge/wandb,,,1645949.0,11539.0,11539.0,https://pypi.org/project/wandb,1642348.0,https://anaconda.org/conda-forge/wandb,2022-08-06 04:22:31.208,93651.0,1.0,,,,,,,,,,,3.0,wandb/wandb,,,,,,,,
51,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-09-08 05:25:17.000000,2022-09-08 00:28:24,17109.0,214.0,1053.0,79.0,6897.0,416.0,3811.0,2015.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,312.0,38,True,2022-08-24 15:27:56,1.1.1,44.0,mne,conda-forge/mne,,,59967.0,1836.0,1836.0,https://pypi.org/project/mne,56570.0,https://anaconda.org/conda-forge/mne,2022-08-24 16:35:15.426,227664.0,1.0,,,,,,,,,,,,,,,,,,,,
52,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-09-08 13:58:25.000000,2022-09-08 13:54:28,34064.0,724.0,24975.0,2075.0,37812.0,,,33828.0,Apache Spark Python API.,2724.0,37,True,,,27.0,pyspark,conda-forge/pyspark,['spark'],,24345035.0,,,https://pypi.org/project/pyspark,24315483.0,https://anaconda.org/conda-forge/pyspark,2022-07-27 06:26:20.797,1950463.0,2.0,,,,,,stable/spark,,,,,,,,,,,,,,
53,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-09-08 12:12:33.000000,2022-09-08 12:12:33,5648.0,616.0,4968.0,380.0,2215.0,954.0,4293.0,24564.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",112.0,37,True,2022-08-24 09:04:27,2.6.0,6.0,paddleocr,,['paddle'],,37590.0,812.0,812.0,https://pypi.org/project/paddleocr,37590.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-09-08 12:21:39.000000,2022-09-05 02:47:19,2115.0,22.0,6945.0,361.0,2388.0,593.0,5693.0,21233.0,OpenMMLab Detection Toolbox and Benchmark.,351.0,37,True,2022-07-28 15:43:37,2.25.1,36.0,mmdet,,['pytorch'],,82867.0,575.0,575.0,https://pypi.org/project/mmdet,82867.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-09-08 13:48:30.000000,2022-09-08 12:09:39,2228.0,41.0,4682.0,347.0,1135.0,663.0,2901.0,19115.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,401.0,37,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],262.0,39435.0,929.0,929.0,https://pypi.org/project/fairseq,38724.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,18357.0,1.0,,,,,,,,,,,,facebookresearch/fairseq,,,,,,,,
56,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-09-08 13:20:06.000000,2022-09-08 01:33:45,3135.0,314.0,2814.0,279.0,4216.0,822.0,1630.0,12575.0,Open source platform for the machine learning lifecycle.,480.0,37,True,2022-08-11 10:07:43,1.28.0,56.0,mlflow,conda-forge/mlflow,,,13715108.0,,,https://pypi.org/project/mlflow,13695847.0,https://anaconda.org/conda-forge/mlflow,2022-08-19 06:19:56.811,789704.0,1.0,,,,,,,,,,,,,,,,,,,,
57,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-09-08 10:01:43.000000,2022-09-03 21:04:49,4705.0,209.0,1603.0,203.0,976.0,123.0,1837.0,11997.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,233.0,37,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,['pytorch'],,150253.0,1582.0,1582.0,https://pypi.org/project/flair,149813.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,11447.0,1.0,,,,,,,,,,,,,,,,,,,,
58,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2022-09-06 11:26:52.000000,2022-09-02 10:54:52,749.0,43.0,1367.0,127.0,597.0,277.0,386.0,10802.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,112.0,37,True,2022-07-12 13:42:54,1.2.1,16.0,albumentations,conda-forge/albumentations,['pytorch'],,508413.0,9218.0,9218.0,https://pypi.org/project/albumentations,507008.0,https://anaconda.org/conda-forge/albumentations,2022-07-12 19:10:52.763,54798.0,1.0,,,,,,,,,,,4.0,,,,,,,,,
59,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-08-24 10:25:05.000000,2022-06-01 11:58:49,1079.0,,1231.0,247.0,614.0,298.0,896.0,9572.0,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,2851467.0,17954.0,17954.0,https://pypi.org/project/moviepy,2849374.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,129810.0,1.0,,,,,,,,,,,,,,,,,,,,
60,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-09-08 14:33:07.000000,2022-09-08 13:27:33,36971.0,746.0,3490.0,257.0,18647.0,3924.0,497.0,5829.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1331.0,37,True,2022-08-23 19:07:04,2.41.0,24.0,apache-beam,conda-forge/apache-beam-with-aws,,,6977053.0,,,https://pypi.org/project/apache-beam,6975381.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-08-24 11:35:38.346,20075.0,1.0,,,,,,,,,,,,,,,,,,,,
61,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-09-08 14:20:25.000000,2022-09-08 14:20:25,11444.0,744.0,662.0,87.0,4831.0,1044.0,3401.0,5386.0,"An orchestration platform for the development, production, and observation of data assets.",232.0,37,True,2022-09-01 21:47:43,1.0.7,109.0,dagster,conda-forge/dagster,,,413486.0,515.0,515.0,https://pypi.org/project/dagster,395056.0,https://anaconda.org/conda-forge/dagster,2022-09-02 15:05:33.744,626620.0,1.0,,,,,,,,,,,,,,,,,,,,
62,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-09-05 17:29:44.000000,2022-09-02 06:15:15,1612.0,28.0,702.0,105.0,1218.0,359.0,966.0,3310.0,Python tools for geographic data.,176.0,37,True,2022-07-24 11:19:18,0.11.1,25.0,geopandas,conda-forge/geopandas,['pandas'],1587.0,3294323.0,15397.0,15397.0,https://pypi.org/project/geopandas,3269272.0,https://anaconda.org/conda-forge/geopandas,2022-07-24 18:57:53.018,1952389.0,1.0,,,,,,,,,,,,,,,,,,,,
63,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-09-05 18:42:14.000000,2022-09-05 18:17:33,2060.0,41.0,470.0,86.0,580.0,161.0,755.0,2967.0,Manipulation and analysis of geometric objects.,135.0,37,True,2022-08-17 21:23:55,1.8.4,19.0,shapely,conda-forge/shapely,,254.0,8244933.0,32803.0,32803.0,https://pypi.org/project/shapely,8192383.0,https://anaconda.org/conda-forge/shapely,2022-08-18 05:54:21.849,4359786.0,1.0,,,,,,,,,,,,,,,,,,,,
64,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-09-08 08:15:38.000000,2022-09-07 16:52:34,2659.0,127.0,822.0,120.0,2114.0,353.0,728.0,1690.0,A library for training and deploying machine learning models on Amazon SageMaker.,279.0,37,True,2022-09-02 18:12:49,2.108.0,122.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,7428920.0,1640.0,1640.0,https://pypi.org/project/sagemaker,7417826.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-09-02 22:29:08.042,377220.0,1.0,,,,,,,,,,,,,,,,,,,,
65,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-09-06 06:40:02.000000,2022-09-06 06:40:02,1415.0,34.0,221.0,30.0,398.0,57.0,415.0,1107.0,Python library for reading and writing image data.,92.0,37,True,2022-08-29 04:19:38,2.21.2,37.0,imageio,conda-forge/imageio,,366.0,12360113.0,67928.0,67928.0,https://pypi.org/project/imageio,12308257.0,https://anaconda.org/conda-forge/imageio,2022-08-29 16:14:50.352,3525765.0,1.0,,,,,,,,,,,,,,,,,,,,
66,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6343.0,1291.0,164.0,596.0,212.0,29185.0,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,456423.0,14452.0,14452.0,https://pypi.org/project/jieba,454621.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,117154.0,1.0,,,,,,,,,,,,,,,,,,,,
67,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-09-08 12:28:45.000000,2022-09-08 12:24:14,30495.0,285.0,3962.0,339.0,4937.0,808.0,5783.0,14801.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",553.0,36,True,2022-08-31 17:22:11,3.2.7,100.0,rasa,,['tensorflow'],,175054.0,,,https://pypi.org/project/rasa,175054.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-09-05 10:37:34.000000,2021-06-01 10:43:00,1848.0,,4020.0,556.0,700.0,305.0,1254.0,12513.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,78751.0,4565.0,4565.0,https://pypi.org/project/chatterbot,78751.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-09-08 12:44:05.000000,2022-09-08 12:38:28,2959.0,169.0,6051.0,379.0,4038.0,594.0,1905.0,12355.0,"Datasets, Transforms and Models specific to Computer Vision.",498.0,36,True,2022-08-05 20:19:15,0.13.1,30.0,torchvision,conda-forge/torchvision,['pytorch'],11695.0,4822997.0,,,https://pypi.org/project/torchvision,4816670.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,350441.0,2.0,,,,,,,,,,,,,,,,,,,,
70,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-09-08 13:35:09.000000,2022-09-08 12:38:35,15461.0,548.0,1479.0,216.0,12465.0,282.0,5531.0,12279.0,Vector database for scalable similarity search and AI applications.,221.0,36,True,2022-08-15 01:20:34,2.1.1,100.0,pymilvus,,,46363.0,194777.0,,,https://pypi.org/project/pymilvus,151080.0,,,,1.0,,,,,milvusdb/milvus,,https://hub.docker.com/r/milvusdb/milvus,2022-09-08 12:54:10.335025,22.0,1387670.0,,,,,,,,,,
71,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-09-08 09:24:33.000000,2022-09-06 07:16:15,2799.0,84.0,1648.0,277.0,3237.0,249.0,1460.0,11942.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",183.0,36,True,2022-09-07 14:07:15,2.9,37.0,nni,,,,17193.0,267.0,267.0,https://pypi.org/project/nni,17193.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
72,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-09-06 19:11:47.177000,2022-09-05 22:06:05,3026.0,85.0,1570.0,244.0,888.0,103.0,2007.0,9771.0,Statistical data visualization in Python.,173.0,36,True,2022-09-06 03:03:00,0.12.0,31.0,seaborn,conda-forge/seaborn,,234.0,8285994.0,,,https://pypi.org/project/seaborn,8222983.0,https://anaconda.org/conda-forge/seaborn,2022-09-06 19:11:47.177,4599727.0,2.0,,,,,,,,,,,-7.0,,,,,,,,,
73,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-09-06 14:57:06.000000,2022-08-21 06:50:00,1658.0,17.0,1287.0,213.0,707.0,185.0,791.0,8487.0,Simple job queues for Python.,266.0,36,False,2022-07-31 10:45:17,1.11,20.0,rq,conda-forge/rq,,,666485.0,10950.0,10950.0,https://pypi.org/project/rq,665448.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,76789.0,2.0,,,,,,,,,,,,,,,,,,,,
74,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-09-04 17:06:15.000000,2022-07-11 22:20:47,434.0,33.0,1595.0,203.0,237.0,465.0,352.0,7592.0,Download market data from Yahoo! Finances API.,60.0,36,True,2022-07-11 22:21:12,0.1.74,10.0,yfinance,ranaroussi/yfinance,,,607288.0,13575.0,13575.0,https://pypi.org/project/yfinance,603532.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,52595.0,1.0,,,,,,,,,,,,,,,,,,,,
75,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-09-08 08:52:03.000000,2022-09-08 08:05:00,2110.0,75.0,690.0,114.0,1167.0,166.0,442.0,7046.0,Open Source Differentiable Computer Vision Library.,173.0,36,True,2022-08-30 12:52:09,0.6.7,30.0,kornia,conda-forge/kornia,['pytorch'],434.0,687996.0,1713.0,1713.0,https://pypi.org/project/kornia,686844.0,https://anaconda.org/conda-forge/kornia,2022-08-30 23:48:21.640,32014.0,2.0,,,,,,,,,,,,,,,,,,,,
76,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-09-07 12:34:48.000000,2022-09-07 12:11:44,8883.0,181.0,1590.0,229.0,3240.0,162.0,2626.0,6966.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,408.0,36,False,2022-08-26 06:51:02,4.1.7,45.0,pymc3,conda-forge/pymc3,,1904.0,399035.0,711.0,711.0,https://pypi.org/project/pymc3,392775.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,443108.0,1.0,,,,,,,,,,,,,,,,,,,,
77,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-09-07 10:56:33.000000,2022-08-21 03:44:31,816.0,37.0,810.0,109.0,237.0,13.0,530.0,6144.0,Unsupervised text tokenizer for Neural Network-based text generation.,68.0,36,True,2022-08-06 16:03:48,0.1.97,22.0,sentencepiece,conda-forge/sentencepiece,,21687.0,5552803.0,17655.0,17655.0,https://pypi.org/project/sentencepiece,5543568.0,https://anaconda.org/conda-forge/sentencepiece,2022-04-08 22:58:03.701,228620.0,1.0,,,,,,,,,,,,,,,,,,,,
78,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2022-09-08 14:23:59.000000,2022-09-07 14:45:08,5579.0,96.0,974.0,116.0,2543.0,326.0,2720.0,5556.0,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,233.0,36,True,2022-08-25 19:17:56,1.2.1,100.0,dbt,conda-forge/dbt,,556.0,1017265.0,687.0,687.0,https://pypi.org/project/dbt,1014216.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,212617.0,2.0,,,,,,,,,,,,,dbt,,,,,,,
79,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-09-08 07:44:00.000000,2022-09-07 04:28:45,15741.0,361.0,1616.0,179.0,2617.0,309.0,1604.0,5446.0,End-to-End Speech Processing Toolkit.,293.0,36,True,2022-08-02 01:00:13,.202207,45.0,espnet,,,76.0,10332.0,72.0,72.0,https://pypi.org/project/espnet,10331.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
80,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-09-07 16:00:08.000000,2022-09-07 16:00:08,5159.0,40.0,246.0,84.0,632.0,17.0,107.0,2578.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",54.0,36,True,2022-07-08 13:54:53,8.1.0,60.0,thinc,conda-forge/thinc,,,4106664.0,23670.0,23670.0,https://pypi.org/project/thinc,4073724.0,https://anaconda.org/conda-forge/thinc,2022-07-08 17:40:18.742,2207032.0,2.0,,,,,,,,,,,,,,,,,,,,
