,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
43,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-07-28 12:08:27.000000,2022-07-28 02:16:04,2219.0,55.0,4587.0,346.0,1114.0,609.0,2886.0,18696,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,398.0,38,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],260.0,48220.0,891.0,891.0,https://pypi.org/project/fairseq,47507.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,17001.0,1.0,,,,,,,,,,,,facebookresearch/fairseq,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2022-07-26 17:23:06.000000,2022-07-21 13:14:03,6286.0,258.0,1676.0,405.0,790.0,614.0,678.0,17050,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",121.0,38,True,2022-07-15 00:57:52,2.6.0,84.0,dash,conda-forge/dash,,,978685.0,207.0,207.0,https://pypi.org/project/dash,967705.0,https://anaconda.org/conda-forge/dash,2022-07-15 11:00:46.838,549020.0,1.0,,,,,,,,,,,,,,,,,,,,
45,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-07-23 16:21:47.000000,2022-07-15 11:50:39,4045.0,10.0,2257.0,490.0,2243.0,67.0,872.0,15846,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",592.0,38,True,2022-06-20 12:19:28,3.1.0,52.0,luigi,luigi,,,654878.0,1796.0,1796.0,https://pypi.org/project/luigi,654740.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10633.0,1.0,,,,,,stable/luigi,,,,,,,,,,,,,,
46,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-07-27 22:02:08.000000,2022-07-27 00:22:05,5586.0,150.0,2136.0,272.0,1383.0,1149.0,1205.0,11847,The interactive graphing library for Python (includes Plotly Express).,203.0,38,True,2022-06-24 01:10:19,5.9.0,85.0,plotly,conda-forge/plotly,,,8013705.0,11.0,11.0,https://pypi.org/project/plotly,7924540.0,https://anaconda.org/conda-forge/plotly,2022-06-24 05:08:11.888,2914733.0,1.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,48113.0,,,,,,,,,,,,,,,,
47,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-07-22 11:05:13.000000,2022-07-15 23:01:06,2711.0,25.0,2129.0,279.0,3088.0,84.0,2444.0,11124,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-07-14 18:35:21,2.10.0,58.0,allennlp,conda-forge/allennlp,['pytorch'],47.0,82829.0,2654.0,2654.0,https://pypi.org/project/allennlp,81070.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,75677.0,1.0,,,,,,,,,,,,,,,,,,,,
48,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-07-27 14:23:52.000000,2022-07-08 09:49:41,1014.0,54.0,1316.0,153.0,420.0,114.0,465.0,9294,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,"['jupyter', 'pandas']",,1320035.0,8572.0,8572.0,https://pypi.org/project/pandas-profiling,1316599.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,244007.0,1.0,,,,,,,,,,,,,,,,,,,,
49,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-07-28 14:24:54.050000,2022-07-28 07:11:02,25503.0,381.0,582.0,121.0,5181.0,370.0,1374.0,6218,NumPy & SciPy for GPU.,305.0,38,True,2022-07-28 07:58:34,11.0.0,100.0,cupy,conda-forge/cupy,,39316.0,76054.0,1108.0,1108.0,https://pypi.org/project/cupy,23793.0,https://anaconda.org/conda-forge/cupy,2022-07-28 14:24:54.050,1673498.0,1.0,,,,,cupy/cupy,,https://hub.docker.com/r/cupy/cupy,2022-07-28 08:01:43.084374,7.0,55003.0,,,,,,,,,,
50,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-07-27 09:56:43.000000,2022-07-26 20:00:35,3947.0,408.0,1375.0,114.0,731.0,259.0,1408.0,6014,"An open-source, low-code machine learning library in Python.",97.0,38,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,598.0,475953.0,2347.0,2347.0,https://pypi.org/project/pycaret,475295.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,14592.0,1.0,,,,,,,,,,,,,,,,,,,,
51,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-07-28 09:10:24.000000,2022-07-28 03:44:33,5044.0,380.0,4775.0,376.0,2066.0,1182.0,3728.0,23655,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",118.0,37,True,2022-05-09 11:48:13,2.5.0,5.0,paddleocr,,['paddle'],,37459.0,736.0,736.0,https://pypi.org/project/paddleocr,37459.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
52,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-07-28 14:17:13.000000,2022-07-28 13:56:30,2972.0,263.0,2751.0,275.0,3954.0,816.0,1547.0,12353,Open source platform for the machine learning lifecycle.,457.0,37,True,2022-06-29 03:37:56,1.27.0,55.0,mlflow,conda-forge/mlflow,,,11200438.0,,,https://pypi.org/project/mlflow,11183931.0,https://anaconda.org/conda-forge/mlflow,2022-06-30 04:32:03.462,643776.0,1.0,,,,,,,,,,,,,,,,,,,,
53,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-07-27 21:35:02.000000,2022-07-23 14:54:28,8100.0,28.0,2652.0,474.0,568.0,42.0,2015.0,11304,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,24995.0,110064.0,15428.0,15428.0,https://pypi.org/project/dlib,103362.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,448570.0,2.0,,,,,,,,,,,,,,,,,,,,
54,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-07-06 10:06:00.000000,2022-06-01 11:58:49,1079.0,5.0,1217.0,245.0,614.0,288.0,894.0,9441,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,1753129.0,17196.0,17196.0,https://pypi.org/project/moviepy,1751063.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,123985.0,1.0,,,,,,,,,,,,,,,,,,,,
55,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-07-28 12:20:12.000000,2022-07-18 12:19:47,1140.0,55.0,1582.0,110.0,170.0,756.0,724.0,8144,Multilingual Sentence & Image Embeddings with BERT.,93.0,37,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,['pytorch'],,1380031.0,3733.0,3733.0,https://pypi.org/project/sentence-transformers,1378691.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,29497.0,1.0,,,,,,,,,,,3.0,,,,,,,,,
56,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-07-27 12:24:19.000000,2022-07-27 12:24:16,8809.0,202.0,1577.0,230.0,3187.0,177.0,2587.0,6860,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,401.0,37,False,2022-07-26 16:21:52,4.1.4,42.0,pymc3,conda-forge/pymc3,,1904.0,405013.0,676.0,676.0,https://pypi.org/project/pymc3,398751.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,430703.0,1.0,,,,,,,,,,,,,,,,,,,,
57,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-07-28 14:20:02.000000,2022-07-28 00:14:42,36644.0,846.0,3446.0,261.0,18313.0,3796.0,375.0,5734,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1309.0,37,True,2022-06-23 16:01:42,2.40.0,23.0,apache-beam,conda-forge/apache-beam-with-aws,,,7652635.0,,,https://pypi.org/project/apache-beam,7650920.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-07-27 20:00:42.120,17150.0,1.0,,,,,,,,,,,,,,,,,,,,
58,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-07-28 11:12:09.000000,2022-07-28 00:39:10,11083.0,819.0,626.0,86.0,4435.0,984.0,3316.0,5051,"An orchestration platform for the development, production, and observation of data assets.",224.0,37,True,2022-07-27 00:53:05,0.15.7,104.0,dagster,conda-forge/dagster,,,412751.0,464.0,464.0,https://pypi.org/project/dagster,394514.0,https://anaconda.org/conda-forge/dagster,2022-07-22 16:03:27.152,583585.0,1.0,,,,,,,,,,,,,,,,,,,,
59,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-07-28 10:48:56.000000,2022-07-28 08:04:17,4697.0,152.0,331.0,34.0,2136.0,442.0,1422.0,4063,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,118.0,37,True,2022-07-05 19:36:36,0.12.21,97.0,wandb,conda-forge/wandb,,,1447609.0,10711.0,10711.0,https://pypi.org/project/wandb,1444317.0,https://anaconda.org/conda-forge/wandb,2022-07-08 12:16:48.570,79031.0,1.0,,,,,,,,,,,,wandb/wandb,,,,,,,,
60,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-07-28 01:02:08.000000,2022-07-27 23:03:17,2042.0,36.0,459.0,87.0,543.0,161.0,730.0,2883,Manipulation and analysis of geometric objects.,133.0,37,True,2022-05-03 17:03:35,1.8.2,16.0,shapely,conda-forge/shapely,,89.0,7400419.0,31610.0,31610.0,https://pypi.org/project/shapely,7349989.0,https://anaconda.org/conda-forge/shapely,2022-07-02 17:46:15.161,4084126.0,1.0,,,,,,,,,,,,,,,,,,,,
61,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-07-28 12:47:47.000000,2022-07-28 12:47:47,5146.0,65.0,244.0,84.0,612.0,13.0,105.0,2562,"A refreshing functional take on deep learning, compatible with your favorite libraries.",53.0,37,True,2022-07-08 13:54:53,8.1.0,60.0,thinc,conda-forge/thinc,,,3867936.0,22884.0,22884.0,https://pypi.org/project/thinc,3834485.0,https://anaconda.org/conda-forge/thinc,2022-07-08 17:40:18.742,2174378.0,2.0,,,,,,,,,,,,,,,,,,,,
62,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-07-28 07:26:17.000000,2022-07-28 02:09:50,17004.0,192.0,1033.0,79.0,6790.0,407.0,3755.0,1986,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,301.0,37,True,2022-05-12 13:39:57,1.0.3,42.0,mne,conda-forge/mne,,,36862.0,1755.0,1755.0,https://pypi.org/project/mne,33537.0,https://anaconda.org/conda-forge/mne,2022-07-28 04:19:01.647,216157.0,1.0,,,,,,,,,,,,,,,,,,,,
63,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-07-28 09:56:31.000000,2022-07-27 23:10:36,2594.0,121.0,803.0,114.0,2064.0,342.0,715.0,1670,A library for training and deploying machine learning models on Amazon SageMaker.,269.0,37,True,2022-07-27 21:10:57,2.101.0,114.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,10111091.0,1562.0,1562.0,https://pypi.org/project/sagemaker,10100608.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-07-27 23:55:32.525,335464.0,1.0,,,,,,,,,,,,,,,,,,,,
64,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-07-28 14:07:57.000000,2022-07-28 13:20:02,33698.0,657.0,24811.0,2078.0,37305.0,,,33501,Apache Spark Python API.,2691.0,36,True,,,27.0,pyspark,conda-forge/pyspark,['spark'],,23772890.0,,,https://pypi.org/project/pyspark,23744346.0,https://anaconda.org/conda-forge/pyspark,2022-07-27 06:26:20.797,1826818.0,2.0,,,,,,stable/spark,,,,,-6.0,,,,,,,,,
65,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6333.0,1294.0,164.0,591.0,211.0,28981,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,561075.0,14067.0,14067.0,https://pypi.org/project/jieba,559271.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,113685.0,1.0,,,,,,,,,,,,,,,,,,,,
66,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-07-28 10:28:50.000000,2022-07-28 10:19:12,30372.0,252.0,3928.0,338.0,4806.0,807.0,5762.0,14623,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",548.0,36,True,2022-07-21 16:00:49,3.2.4,100.0,rasa,,['tensorflow'],,167141.0,,,https://pypi.org/project/rasa,167141.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
67,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-07-21 04:00:08.000000,2021-06-01 10:43:00,1848.0,,3999.0,558.0,698.0,300.0,1253.0,12429,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,62384.0,4502.0,4502.0,https://pypi.org/project/chatterbot,62384.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-07-28 14:14:09.000000,2022-07-28 13:58:27,2844.0,164.0,5983.0,372.0,3889.0,585.0,1844.0,12142,"Datasets, Transforms and Models specific to Computer Vision.",491.0,36,True,2022-06-28 16:45:08,0.13.0,29.0,torchvision,conda-forge/torchvision,['pytorch'],9363.0,3504354.0,,,https://pypi.org/project/torchvision,3498603.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,308200.0,1.0,,,,,,,,,,,-6.0,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-07-26 11:48:57.000000,2022-07-26 11:48:57,4589.0,137.0,1589.0,201.0,957.0,104.0,1814.0,11858,A very simple framework for state-of-the-art Natural Language Processing (NLP).,232.0,36,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,['pytorch'],,206687.0,1506.0,1506.0,https://pypi.org/project/flair,206264.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,10174.0,1.0,,,,,,,,,,,,,,,,,,,,
70,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-07-28 07:26:18.000000,2022-07-28 04:13:13,2750.0,91.0,1625.0,275.0,3182.0,300.0,1374.0,11746,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",177.0,36,True,2022-06-22 04:57:13,2.8,36.0,nni,,,,9957.0,252.0,252.0,https://pypi.org/project/nni,9957.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
71,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-07-28 14:12:00.000000,2022-07-28 12:26:32,15249.0,646.0,1416.0,206.0,12134.0,239.0,5289.0,11445,Vector database for scalable similarity search and AI applications.,216.0,36,True,2022-07-27 11:33:05,2.1.0,100.0,pymilvus,,,38752.0,86641.0,,,https://pypi.org/project/pymilvus,48678.0,,,,1.0,,,,,milvusdb/milvus,,https://hub.docker.com/r/milvusdb/milvus,2022-07-28 07:00:25.496950,21.0,1102545.0,,,,,,,,,,
72,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-07-28 13:21:52.000000,2022-07-24 03:56:35,1646.0,18.0,1275.0,214.0,695.0,179.0,785.0,8399,Simple job queues for Python.,263.0,36,False,2021-12-07 12:48:17,1.10.1,19.0,rq,conda-forge/rq,,,635299.0,10720.0,10720.0,https://pypi.org/project/rq,634262.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,74672.0,2.0,,,,,,,,,,,,,,,,,,,,
73,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-05-19 13:05:50.000000,2022-05-06 07:27:35,1528.0,11.0,2072.0,172.0,673.0,206.0,726.0,5834,Python Data. Leaflet.js Maps.,129.0,36,True,2021-11-19 21:01:43,0.12.1.post1,22.0,folium,conda-forge/folium,,,919784.0,17195.0,17195.0,https://pypi.org/project/folium,907190.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,957214.0,1.0,,,,,,,,,,,,,,,,,,,,
74,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-07-28 09:28:19.000000,2022-07-28 01:39:57,15394.0,378.0,1581.0,176.0,2588.0,309.0,1563.0,5300,End-to-End Speech Processing Toolkit.,280.0,36,True,2022-05-28 02:21:05,.202205,44.0,espnet,,,76.0,11723.0,63.0,63.0,https://pypi.org/project/espnet,11722.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
75,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-07-28 13:31:57.000000,2022-07-28 06:12:02,2913.0,202.0,370.0,73.0,1349.0,98.0,434.0,3358,Flax is a neural network library for JAX that is designed for flexibility.,162.0,36,True,2022-07-25 21:25:58,0.5.3,18.0,flax,conda-forge/flax,['jax'],42.0,300868.0,1203.0,1203.0,https://pypi.org/project/flax,300372.0,https://anaconda.org/conda-forge/flax,2022-06-22 03:50:17.324,7923.0,2.0,,,,,,,,,,,,,,,,,,,,
76,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-07-25 07:51:34.000000,2022-07-24 11:17:38,1600.0,32.0,695.0,105.0,1204.0,354.0,949.0,3241,Python tools for geographic data.,174.0,36,True,2022-07-24 11:19:18,0.11.1,25.0,geopandas,conda-forge/geopandas,['pandas'],1565.0,2698314.0,14833.0,14833.0,https://pypi.org/project/geopandas,2674601.0,https://anaconda.org/conda-forge/geopandas,2022-07-24 18:57:53.018,1800614.0,1.0,,,,,,,,,,,,,,,,,,,,
77,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2022-07-28 07:58:07.000000,2022-07-24 00:46:25,3575.0,46.0,463.0,153.0,943.0,140.0,1413.0,1771,Rasterio reads and writes geospatial raster datasets.,128.0,36,False,2022-07-06 01:50:13,1.3.0,73.0,rasterio,conda-forge/rasterio,,761.0,705613.0,5254.0,5254.0,https://pypi.org/project/rasterio,683859.0,https://anaconda.org/conda-forge/rasterio,2022-07-06 11:11:40.160,1652627.0,1.0,,,,,,,,,,,,,,,,,,,,
78,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-07-03 19:16:45.000000,2022-07-03 19:16:45,1467.0,16.0,521.0,54.0,1815.0,201.0,713.0,1548,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,195.0,36,True,2022-06-14 01:12:29,0.17.1,32.0,tensorflow-addons,,['tensorflow'],,1562618.0,6982.0,6982.0,https://pypi.org/project/tensorflow-addons,1562618.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
79,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-07-27 10:43:49.000000,2022-07-25 20:11:35,1397.0,28.0,212.0,30.0,388.0,61.0,400.0,1085,Python library for reading and writing image data.,90.0,36,True,2022-07-25 19:57:10,2.20.0,34.0,imageio,conda-forge/imageio,,335.0,10410879.0,65733.0,65733.0,https://pypi.org/project/imageio,10361284.0,https://anaconda.org/conda-forge/imageio,2022-06-01 08:28:45.959,3272840.0,1.0,,,,,,,,,,,,,,,,,,,,
80,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-07-28 08:30:54.000000,2022-07-22 12:43:37,11875.0,43.0,6526.0,1093.0,11076.0,1780.0,7739.0,20038,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",976.0,35,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,['mxnet'],25296.0,355068.0,,,https://pypi.org/project/mxnet,354584.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7872.0,2.0,,,,,,,,,,,,,,,,,,,,
81,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2022-07-28 14:11:21.000000,2022-07-28 14:07:57,7270.0,367.0,2476.0,226.0,6572.0,432.0,4728.0,19533,"The most intuitive, flexible, way for researchers, ML engineers and data scientists to build models (with PyTorch) and..",720.0,35,True,2022-07-27 14:51:17,1.7.0rc0,93.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],7382.0,1713614.0,,,https://pypi.org/project/pytorch-lightning,1693612.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-07-17 06:43:47.260,494929.0,2.0,,,,,,,,,,,-8.0,Lightning-AI/lightning,,,,,,,,
