,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
41,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-11-01 12:33:08.000000,2023-10-01 14:51:00,4509.0,40.0,4145.0,435.0,1681.0,376.0,1443.0,14739.0,Topic Modelling for Humans.,447.0,41,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,51702.0,51702.0,https://pypi.org/project/gensim,3828926.0,3865437.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1166879.0,,,,,1.0,4532.0,,piskvorky/gensim,,,,,,,,,,,,
42,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-11-02 10:54:11.000000,2023-11-01 18:03:03,7903.0,69.0,1610.0,212.0,5498.0,817.0,4041.0,11496.0,Parallel computing with task scheduling.,589.0,41,True,,,159.0,dask,conda-forge/dask,,,,53912.0,53912.0,https://pypi.org/project/dask,7289662.0,7537239.0,https://anaconda.org/conda-forge/dask,2023-10-28 00:11:07.362,10398259.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
43,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-11-02 11:49:36.000000,2023-11-01 21:33:26,16297.0,1071.0,1070.0,103.0,10659.0,1758.0,4376.0,8763.0,"An orchestration platform for the development, production, and observation of data assets.",358.0,41,True,2023-10-26 20:49:58,1.5.5,167.0,dagster,conda-forge/dagster,,,,1641.0,1641.0,https://pypi.org/project/dagster,710312.0,734761.0,https://anaconda.org/conda-forge/dagster,2023-10-27 16:53:12.409,1026885.0,,,,,1.0,,,,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-11-02 09:26:02.000000,2023-11-01 23:54:28,5916.0,366.0,545.0,54.0,3724.0,762.0,2050.0,7409.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,165.0,41,True,2023-10-04 17:31:06,0.15.12,100.0,wandb,conda-forge/wandb,,,,31731.0,31731.0,https://pypi.org/project/wandb,7544178.0,7554452.0,https://anaconda.org/conda-forge/wandb,2023-10-04 19:30:33.577,410971.0,,,,,1.0,,,wandb/wandb,,,,,,,,,,,,
45,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-11-01 22:40:56.000000,2023-11-01 22:40:55,2729.0,54.0,7248.0,614.0,2205.0,174.0,1580.0,24735.0,The fastai deep learning library.,244.0,40,True,2023-10-15 04:03:45,2.7.13,50.0,fastai,,,,['pytorch'],15100.0,15100.0,https://pypi.org/project/fastai,378931.0,378931.0,,,,,,,,2.0,,,,,,,,,,,,,,,
46,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-11-01 00:25:25.000000,2023-10-26 19:38:28,7069.0,112.0,1882.0,414.0,1002.0,751.0,835.0,19553.0,Data Apps & Dashboards for Python. No JavaScript Required.,142.0,40,True,2023-10-26 20:29:58,2.14.1,102.0,dash,conda-forge/dash,,,,53490.0,53490.0,https://pypi.org/project/dash,2275352.0,2303121.0,https://anaconda.org/conda-forge/dash,2023-10-27 05:04:11.728,1138541.0,,,,,1.0,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-11-02 12:03:54.000000,2023-10-31 23:03:27,8487.0,69.0,2134.0,205.0,4132.0,16.0,1898.0,19300.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2023-10-31 14:36:40,3.22.4,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1243.0,1243.0,https://pypi.org/project/jina,90810.0,120978.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,56996.0,https://hub.docker.com/r/jinaai/jina,2023-10-31 14:48:46.501372,8.0,1258954.0,2.0,,,,,,,,,,,,,,,
48,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-10-27 10:14:23.000000,2023-09-28 08:36:01,14447.0,2.0,2674.0,466.0,1430.0,252.0,1487.0,12479.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,444.0,40,True,,,17.0,nltk,conda-forge/nltk,,,,228277.0,228277.0,https://pypi.org/project/nltk,12555056.0,12581701.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2318156.0,,,,,1.0,,,,,,,,,,,,,,,
49,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-11-02 11:50:21.000000,2023-10-31 21:38:21,9049.0,144.0,1082.0,134.0,5222.0,573.0,3929.0,12149.0,Data Version Control | Git for Data & Models | ML Experiments Management.,289.0,40,True,2023-10-31 05:02:18,3.28.0,277.0,dvc,conda-forge/dvc,,,,10299.0,10299.0,https://pypi.org/project/dvc,807831.0,852852.0,https://anaconda.org/conda-forge/dvc,2023-10-31 10:24:47.205,1719328.0,,,,,1.0,40137.0,,,,,,,dvc,dvc,dvc,,,,,
50,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-11-01 23:49:38.000000,2023-10-28 11:21:17,1823.0,44.0,828.0,106.0,1467.0,360.0,1147.0,3902.0,Python tools for geographic data.,211.0,40,True,2023-09-15 08:26:19,0.14.0,32.0,geopandas,conda-forge/geopandas,,,['pandas'],27303.0,27303.0,https://pypi.org/project/geopandas,6308517.0,6388274.0,https://anaconda.org/conda-forge/geopandas,2023-10-11 13:51:09.571,3269087.0,,,,,1.0,2195.0,,,,,,,,,,,,,,
51,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2023-10-20 21:26:01.000000,2023-10-20 17:59:00,1493.0,15.0,365.0,61.0,707.0,347.0,465.0,3474.0,Computing with Python functions.,125.0,40,True,2023-08-09 09:27:06,1.3.2,27.0,joblib,conda-forge/joblib,,,,348598.0,348598.0,https://pypi.org/project/joblib,39760869.0,40333375.0,https://anaconda.org/conda-forge/joblib,2023-08-09 10:36:06.506,22900247.0,,,,,1.0,,,,,,,,,,,,,,,
52,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-11-02 07:50:12.000000,2023-10-19 02:45:10,6110.0,55.0,6659.0,420.0,2763.0,924.0,7233.0,34239.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,39,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],1920.0,1920.0,https://pypi.org/project/paddleocr,90676.0,90676.0,,,,,,,,1.0,,,,,,,,,,,,,,,
53,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8017.0,1066.0,1449.0,69.0,1716.0,32980.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,46871.0,46871.0,https://pypi.org/project/gym,449352.0,455277.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,254790.0,,,,,1.0,,,,,,,,,,,,,,,
54,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-11-01 09:33:16.000000,2023-10-12 07:43:04,2677.0,56.0,8061.0,378.0,3063.0,1021.0,6570.0,25958.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,39,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],1857.0,1857.0,https://pypi.org/project/mmdet,154506.0,154506.0,,,,,,,,1.0,,,,,,,,,,,,,,,
55,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-10-17 10:36:07.545000,2023-10-11 23:39:48,8231.0,17.0,2805.0,482.0,678.0,42.0,2113.0,12356.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,39,False,2023-05-14 13:10:44,19.24.2,26.0,dlib,conda-forge/dlib,,,,22804.0,22804.0,https://pypi.org/project/dlib,146332.0,161942.0,https://anaconda.org/conda-forge/dlib,2023-10-17 10:36:07.545,629770.0,,,,,2.0,25334.0,,,,,,,,,,,,,,
56,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-11-01 22:26:49.000000,2023-10-04 21:03:24,1076.0,45.0,1960.0,229.0,473.0,152.0,1015.0,10507.0,Download market data from Yahoo! Finances API.,93.0,39,True,2023-10-04 21:05:40,0.2.31,68.0,yfinance,ranaroussi/yfinance,,,,28882.0,28882.0,https://pypi.org/project/yfinance,1068027.0,1070940.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,81572.0,,,,,1.0,,,,,,,,,,,,,,,
57,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-11-02 10:13:34.000000,2023-11-02 09:54:18,16739.0,356.0,890.0,122.0,3315.0,87.0,1443.0,8853.0,A hyperparameter optimization framework.,254.0,39,False,2023-10-17 07:04:18,3.4.0,61.0,optuna,conda-forge/optuna,,,,10374.0,10374.0,https://pypi.org/project/optuna,2046074.0,2059756.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,560995.0,,,,,1.0,,,,,,,,,,,,,,,
58,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-11-02 12:06:52.000000,2023-11-02 12:06:48,46794.0,527.0,1105.0,199.0,370.0,514.0,1627.0,7430.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1180.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,2091385.0,2133213.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1413554.0,,,,,2.0,189707.0,,,,,,,,,,,,,,
59,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2023-11-02 14:12:36.000000,2023-11-02 13:16:40,40938.0,1023.0,3881.0,258.0,23045.0,4184.0,2008.0,7215.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1573.0,39,True,2023-10-12 02:30:12,2.51.0,34.0,apache-beam,conda-forge/apache-beam-with-aws,,,,2.0,2.0,https://pypi.org/project/apache-beam,7519091.0,7521241.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2023-10-12 14:22:38.428,55911.0,,,,,2.0,,,,,,,,,,,,,,,
60,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-11-02 13:01:58.000000,2023-11-01 09:58:54,4022.0,262.0,1141.0,104.0,3149.0,709.0,1295.0,6996.0,A unified framework for machine learning with time series.,304.0,39,True,2023-10-13 20:23:42,0.24.0,54.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1803.0,1803.0,https://pypi.org/project/sktime,836828.0,869526.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-10-19 09:53:56.410,915535.0,,,,,1.0,84.0,,sktime/sktime,,,,,,,,,,,,
61,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-11-02 13:38:07.000000,2023-11-02 04:08:04,38650.0,1039.0,26244.0,2034.0,43608.0,,,37094.0,Apache Spark Python API.,2967.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,26349767.0,26420887.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2915930.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,
62,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-11-02 13:58:00.000000,2023-11-02 07:50:16,18324.0,673.0,2343.0,347.0,17387.0,438.0,8761.0,23821.0,"A cloud-native vector database, storage for next generation AI applications.",258.0,38,True,2023-10-26 11:02:57,2.3.2,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,476102.0,621494.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-11-02 09:07:50.447429,37.0,7055922.0,1.0,51298.0,,,,,,,,,,,,,,
63,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6534.0,1077.0,11124.0,1804.0,7763.0,20624.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6819.0,6819.0,https://pypi.org/project/mxnet,344118.0,344557.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10358.0,,,,,2.0,26468.0,,apache/mxnet,,,,,,,,,,,,
64,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2023-10-28 16:14:29.000000,2023-10-25 23:50:29,4088.0,10.0,2281.0,479.0,2281.0,93.0,879.0,16882.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",606.0,38,True,2023-10-05 11:21:35,3.4.0,57.0,luigi,luigi,,,,2230.0,2230.0,https://pypi.org/project/luigi,599039.0,599190.0,https://anaconda.org/anaconda/luigi,2023-06-16 13:25:26.049,14105.0,,,,,2.0,,stable/luigi,,,,,,,,,,,,,
65,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-11-02 11:34:31.000000,2023-10-30 20:12:47,3726.0,142.0,6612.0,399.0,5057.0,745.0,2269.0,14726.0,"Datasets, Transforms and Models specific to Computer Vision.",557.0,38,True,2023-10-04 17:32:50,0.16.0,35.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9573366.0,9602202.0,https://anaconda.org/conda-forge/torchvision,2023-10-02 13:13:36.301,909626.0,,,,,1.0,32512.0,,,,,,,,,,,,,,
66,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-10-31 14:41:49.000000,2023-10-30 12:27:18,5755.0,194.0,1703.0,206.0,1157.0,49.0,2161.0,13200.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,38,False,2023-10-28 12:19:55,0.13.0,24.0,flair,conda-forge/python-flair,,,['pytorch'],2815.0,2815.0,https://pypi.org/project/flair,102317.0,102854.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21487.0,,,,,1.0,,,,,,,,,,,,,,,
67,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-11-02 10:09:13.000000,2023-11-02 09:09:41,3543.0,277.0,2823.0,173.0,4097.0,314.0,2099.0,12379.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",278.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,158.0,158.0,https://pypi.org/project/dgl,69021.0,69021.0,,,,,,,,1.0,,,,,,,,,,,,,,,
68,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-11-02 13:11:12.000000,2023-11-02 12:28:21,2592.0,83.0,874.0,125.0,1685.0,230.0,596.0,8766.0,Computer Vision and Robotics Library for AI.,240.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],6826.0,6826.0,https://pypi.org/project/kornia,2072272.0,2075312.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,105970.0,,,,,1.0,852.0,,,,,,,,,,,,,,
69,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-11-02 07:37:44.000000,2023-11-02 05:32:16,1442.0,325.0,899.0,163.0,1612.0,346.0,516.0,8613.0,Development repository for the Triton language and compiler.,184.0,38,True,,,,triton,,,,,9638.0,9638.0,https://pypi.org/project/triton,6586613.0,6586613.0,,,,,,,,1.0,,,,,,,10.0,,,,,,,,
70,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-11-02 10:11:26.000000,2023-11-02 10:11:26,9674.0,79.0,1747.0,228.0,3741.0,185.0,2930.0,7847.0,Bayesian Modeling in Python.,470.0,38,False,2023-10-26 09:24:12,5.9.1,72.0,pymc3,conda-forge/pymc3,,,,2205.0,2205.0,https://pypi.org/project/pymc3,494850.0,501249.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,542481.0,,,,,1.0,1923.0,,,,,,,,,,,,,,
71,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-11-01 15:45:23.000000,2023-10-25 06:14:32,1739.0,55.0,630.0,119.0,534.0,260.0,580.0,7744.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,80.0,38,True,2023-10-06 11:10:29,0.14.1,80.0,tokenizers,conda-forge/tokenizers,,,,46849.0,46849.0,https://pypi.org/project/tokenizers,15090551.0,15124280.0,https://anaconda.org/conda-forge/tokenizers,2023-10-16 16:09:23.075,1349179.0,,,,,1.0,33.0,,,,,,,,,,,,,,
72,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-11-01 21:30:11.000000,2023-10-29 08:20:57,27768.0,395.0,683.0,127.0,5925.0,465.0,1579.0,7293.0,NumPy & SciPy for GPU.,354.0,38,True,2023-08-08 08:41:11,12.2.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1778.0,1778.0,https://pypi.org/project/cupy,20600.0,99342.0,https://anaconda.org/conda-forge/cupy,2023-10-04 22:41:52.749,3165079.0,https://hub.docker.com/r/cupy/cupy,2023-08-15 12:32:31.435488,11.0,58031.0,1.0,164306.0,,,,,,,,,,,,,,
73,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-11-02 12:50:30.000000,2023-10-30 10:16:51,9583.0,409.0,1134.0,123.0,1015.0,94.0,860.0,6765.0,A PyTorch-based Speech Toolkit.,223.0,38,True,2023-07-22 18:07:47,0.5.15,9.0,speechbrain,,,,['pytorch'],1063.0,1063.0,https://pypi.org/project/speechbrain,206565.0,206565.0,,,,,,,,1.0,,,,,,,,,,,,,,,
74,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-10-26 15:48:05.000000,2023-10-26 15:43:18,1748.0,26.0,2158.0,170.0,780.0,63.0,974.0,6454.0,Python Data. Leaflet.js Maps.,155.0,38,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,30243.0,30243.0,https://pypi.org/project/folium,734117.0,760515.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2428704.0,,,,,1.0,,,,,,,,,,,,,,,
75,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-11-02 14:26:43.000000,2023-11-01 19:20:25,1137.0,117.0,631.0,93.0,1064.0,101.0,943.0,5954.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",189.0,38,True,2023-10-30 14:12:25,0.24.1,36.0,accelerate,conda-forge/accelerate,,,['pytorch'],16990.0,16990.0,https://pypi.org/project/accelerate,7076748.0,7080015.0,https://anaconda.org/conda-forge/accelerate,2023-10-30 20:25:30.968,81689.0,,,,,1.0,,,,,,,,,,,,,,,
76,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-11-02 14:24:40.000000,2023-11-02 14:24:33,6054.0,89.0,1416.0,112.0,4015.0,392.0,696.0,4036.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",298.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],14856.0,14856.0,https://pypi.org/project/tensorflow-datasets,2052281.0,2053097.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,24501.0,,,,,1.0,,,,,,,,,,,,,,,
77,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-10-29 21:14:26.000000,2023-10-29 21:14:26,2226.0,23.0,531.0,90.0,761.0,215.0,890.0,3469.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,54900.0,54900.0,https://pypi.org/project/shapely,16254125.0,16474500.0,https://anaconda.org/conda-forge/shapely,2023-10-13 10:53:16.010,8590504.0,,,,,1.0,2668.0,,,,,,,,,,,,,,
78,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-11-02 12:05:31.000000,2023-11-01 20:38:07,17686.0,183.0,1191.0,85.0,7535.0,418.0,4179.0,2382.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,355.0,38,True,2023-09-06 17:49:45,1.5.1,57.0,mne,conda-forge/mne,,,,3125.0,3125.0,https://pypi.org/project/mne,113386.0,121368.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,335247.0,,,,,1.0,,,,,,,,,,,,,,,
79,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-11-02 11:10:37.000000,2023-10-27 01:25:59,3347.0,153.0,1010.0,135.0,2709.0,434.0,905.0,1947.0,A library for training and deploying machine learning models on Amazon SageMaker.,405.0,38,True,2023-10-27 01:26:02,2.196.0,159.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3171.0,3171.0,https://pypi.org/project/sagemaker,32223780.0,32241472.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-10-27 03:30:45.749,689994.0,,,,,2.0,,,,,,,,,,,,,,,
