,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
43,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-06-09 13:53:37.914770,2022-06-09 13:25:20,7589,429.0,1890.0,180.0,3334.0,60.0,1462.0,14897,Build cross-modal and multi-modal applications on the cloud.,147.0,38,True,2022-06-09 13:25:57,3.6.1,100.0,jina,conda-forge/jina-core,jinaai/jina,,,294.0,294.0,https://pypi.org/project/jina,60983.0,99872.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,6512.0,https://hub.docker.com/r/jinaai/jina,2022-06-09 13:53:37.914770,7.0,1068659.0,2.0,,,,,,,,,,,,,,,
44,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-06-09 08:51:41.000000,2022-06-08 14:50:39,5497,105.0,2111.0,271.0,1357.0,1119.0,1200.0,11617,The interactive graphing library for Python (includes Plotly Express).,201.0,38,True,2022-06-08 14:42:58,5.8.1,83.0,plotly,conda-forge/plotly,,,,10.0,10.0,https://pypi.org/project/plotly,7706381.0,7790035.0,https://anaconda.org/conda-forge/plotly,2022-06-08 18:12:48.062,2667744.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,45544.0,,,,,,,,,,
45,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-09 12:54:33.000000,2022-06-02 00:19:11,2691,21.0,2126.0,278.0,3072.0,85.0,2430.0,11030,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 21:48:50,2.9.3,57.0,allennlp,conda-forge/allennlp,,,['pytorch'],2534.0,2534.0,https://pypi.org/project/allennlp,73975.0,75511.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,64523.0,,,,,1.0,46.0,,,,,,,,,,,,,,
46,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-08 09:57:34.000000,2022-06-03 15:43:48,1006,58.0,1297.0,154.0,413.0,107.0,465.0,9067,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8099.0,8099.0,https://pypi.org/project/pandas-profiling,1156083.0,1159090.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,210527.0,,,,,1.0,,,,,,,,,,,,,,,
47,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-09 04:30:16.000000,2022-03-25 20:01:52,3150,10.0,638.0,150.0,979.0,205.0,1403.0,7549,Declarative statistical visualization library for Python.,136.0,38,True,2021-12-29 13:30:58,4.2.0,20.0,altair,conda-forge/altair,,,,27880.0,27880.0,https://pypi.org/project/altair,9288901.0,9305766.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1197436.0,,,,,1.0,,,,,,,,,,,,,,,
48,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-09 03:23:39.000000,2022-06-06 07:16:11,25204,406.0,573.0,120.0,5070.0,352.0,1353.0,6072,NumPy & SciPy for GPU.,303.0,38,True,2022-05-26 07:35:42,10.5.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1054.0,1054.0,https://pypi.org/project/cupy,26248.0,74411.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1496204.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54804.0,1.0,31892.0,,,,,,,,,,,,,,
49,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-06-09 14:06:58.000000,2022-06-09 14:06:58,36176,989.0,3371.0,257.0,17862.0,3729.0,156.0,5572,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1281.0,38,True,2022-05-25 18:47:33,2.39.0,22.0,apache-beam,conda-forge/apache-beam-with-aws,,,,,,https://pypi.org/project/apache-beam,6897859.0,6899199.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-27 15:46:39.689,12062.0,,,,,1.0,,,,,,,,,,,,,,,
50,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-08 12:59:30.000000,2022-06-01 14:14:31,2091,129.0,6584.0,356.0,2198.0,499.0,5392.0,19997,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 14:16:46,2.25.0,34.0,mmdet,,,,['pytorch'],401.0,401.0,https://pypi.org/project/mmdet,34299.0,34299.0,,,,,,,,1.0,,,,,,,,,,,,,,,
51,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-06-09 05:43:32.000000,2022-06-08 23:23:48,2180,43.0,4375.0,332.0,1057.0,554.0,2851.0,17178,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,386.0,37,True,2022-06-08 00:35:25,0.11.1,14.0,fairseq,conda-forge/fairseq,,,['pytorch'],821.0,821.0,https://pypi.org/project/fairseq,58814.0,59474.0,https://anaconda.org/conda-forge/fairseq,2022-05-28 17:39:59.245,15102.0,,,,,1.0,238.0,,,,,,facebookresearch/fairseq,,,,,,,,
52,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-06-08 07:12:11.000000,2022-06-04 03:23:39,4037,14.0,2248.0,490.0,2230.0,67.0,870.0,15752,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,37,True,2021-04-15 11:39:33,3.0.3,51.0,luigi,luigi,,,,1752.0,1752.0,https://pypi.org/project/luigi,572950.0,573086.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10357.0,,,,,1.0,,,,,,stable/luigi,,,,,,,,,
53,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-06-09 14:05:58.000000,2022-06-08 10:12:07,2820,277.0,2664.0,276.0,3759.0,789.0,1467.0,11996,Open source platform for the machine learning lifecycle.,429.0,37,True,2022-05-28 01:18:34,1.26.1,54.0,mlflow,conda-forge/mlflow,,,,,,https://pypi.org/project/mlflow,11044930.0,11060444.0,https://anaconda.org/conda-forge/mlflow,2022-05-28 13:03:41.958,589544.0,,,,,1.0,,,,,,,,,,,,,,,
54,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-06-09 14:06:01.000000,2022-06-09 13:53:04,2787,252.0,5869.0,362.0,3782.0,563.0,1793.0,11761,"Datasets, Transforms and Models specific to Computer Vision.",486.0,37,True,2022-03-10 18:28:39,0.12.0,28.0,torchvision,conda-forge/torchvision,,,['pytorch'],,,https://pypi.org/project/torchvision,6215257.0,6220138.0,https://anaconda.org/conda-forge/torchvision,2022-03-29 18:28:29.092,258052.0,,,,,1.0,6436.0,,,,,,,,,,,,,,
55,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-07 02:02:15.000000,2022-06-07 02:01:59,8083,37.0,2634.0,478.0,553.0,37.0,2000.0,11189,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,37,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,,,14745.0,14745.0,https://pypi.org/project/dlib,143024.0,149468.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,424201.0,,,,,2.0,24969.0,,,,,,,,,,,,,,
56,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-06-08 16:18:43.000000,2022-06-07 17:39:32,14532,87.0,895.0,147.0,3162.0,546.0,1741.0,9238,The easiest way to automate your data.,331.0,37,True,2022-05-24 22:38:41,1.2.2,106.0,prefect,conda-forge/prefect,,,,838.0,838.0,https://pypi.org/project/prefect,246473.0,253420.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,270938.0,,,,,1.0,,,,,,,,,,,,,,,
57,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-06-08 20:36:31.000000,2022-06-08 20:36:31,8701,213.0,1527.0,231.0,3110.0,180.0,2522.0,6677,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,385.0,37,False,2022-06-03 15:55:47,4.0.0,36.0,pymc3,conda-forge/pymc3,,,,637.0,637.0,https://pypi.org/project/pymc3,362267.0,368376.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,414087.0,,,,,1.0,1903.0,,,,,,,,,,,,,,
58,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-08 16:38:55.000000,2022-06-07 01:56:45,3797,527.0,1314.0,114.0,704.0,252.0,1328.0,5779,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,,,2185.0,2185.0,https://pypi.org/project/pycaret,422715.0,423233.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,10875.0,,,,,1.0,571.0,,,,,,,,,,,,,,
59,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-06-09 14:13:29.000000,2022-06-09 14:13:27,10661,767.0,598.0,86.0,3933.0,907.0,3167.0,4845,"An orchestration platform for the development, production, and observation of data assets.",214.0,37,True,2022-06-03 22:26:29,0.14.19,100.0,dagster,conda-forge/dagster,,,,400.0,400.0,https://pypi.org/project/dagster,325140.0,342195.0,https://anaconda.org/conda-forge/dagster,2022-06-03 20:30:18.696,528723.0,,,,,1.0,,,,,,,,,,,,,,,
60,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-09 02:37:27.000000,2022-06-07 18:11:29,2019,23.0,448.0,86.0,518.0,155.0,719.0,2803,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 17:03:35,1.8.2,16.0,shapely,conda-forge/shapely,,,,30013.0,30013.0,https://pypi.org/project/shapely,6957542.0,7004720.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3773863.0,,,,,1.0,45.0,,,,,,,,,,,,,,
61,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-09 14:04:29.000000,2022-06-09 14:04:29,5119,74.0,241.0,83.0,576.0,13.0,104.0,2535,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08,8.0.17,59.0,thinc,conda-forge/thinc,,,,21829.0,21829.0,https://pypi.org/project/thinc,6658614.0,6690987.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2071883.0,,,,,2.0,,,,,,,,,,,,,,,
62,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-09 05:52:20.000000,2022-06-08 18:50:44,2532,147.0,767.0,99.0,1999.0,322.0,703.0,1634,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-07 18:30:51,2.94.0,107.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1403.0,1403.0,https://pypi.org/project/sagemaker,10250178.0,10259410.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-08 01:54:57.323,286200.0,,,,,1.0,,,,,,,,,,,,,,,
63,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-06-09 13:56:40.000000,2022-06-09 13:43:31,33330,738.0,24600.0,2075.0,36799.0,,,33083,Apache Spark Python API.,2679.0,36,True,,,21.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,21677279.0,21703904.0,https://anaconda.org/conda-forge/pyspark,2022-01-26 09:34:57.784,1677393.0,,,,,2.0,,-6.0,,,,stable/spark,,,,,,,,,
64,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6321.0,1294.0,163.0,591.0,210.0,28704,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,13507.0,13507.0,https://pypi.org/project/jieba,677020.0,678778.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,109002.0,,,,,1.0,,,,,,,,,,,,,,,
65,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-06-09 13:27:47.000000,2022-06-09 08:42:14,30192,205.0,3875.0,337.0,4622.0,800.0,5739.0,14138,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",541.0,36,True,2022-06-08 13:14:24,3.1.2,100.0,rasa,,,,['tensorflow'],,,https://pypi.org/project/rasa,171965.0,171965.0,,,,,,,,1.0,,,,,,,,,,,,,,,
66,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,3974.0,555.0,695.0,292.0,1253.0,12308,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,4418.0,4418.0,https://pypi.org/project/chatterbot,81829.0,81829.0,,,,,,,,1.0,,,,,,,,,,,,,,,
67,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-06-09 11:12:08.000000,2022-05-20 02:30:38,4489,129.0,1553.0,203.0,930.0,108.0,1768.0,11682,A very simple framework for state-of-the-art Natural Language Processing (NLP).,226.0,36,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,,,['pytorch'],1412.0,1412.0,https://pypi.org/project/flair,106143.0,106496.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8124.0,,,,,1.0,,,,,,,,,,,,,,,
68,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-06-09 12:15:27.000000,2022-06-09 07:33:21,2712,179.0,1600.0,276.0,3134.0,290.0,1334.0,11555,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-04-18 13:06:42,2.7,35.0,nni,,,,,231.0,231.0,https://pypi.org/project/nni,12855.0,12855.0,,,,,,,,1.0,,,,,,,,,,,,,,,
69,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-06-09 13:15:34.000000,2022-06-09 13:08:07,14903,587.0,1363.0,201.0,11578.0,252.0,4951.0,10552,Vector database for scalable similarity search and AI applications.,209.0,36,True,2022-04-02 10:12:24,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,33572.0,68254.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,19.0,970631.0,1.0,31618.0,,,,,,,,,,,,,,
70,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-06-04 16:37:32.000000,2022-06-01 11:58:49,1079,7.0,1207.0,243.0,613.0,277.0,889.0,9297,Video editing with Python.,149.0,36,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,16191.0,16191.0,https://pypi.org/project/moviepy,2410071.0,2411960.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,111464.0,,,,,1.0,,,,,,,,,,,,,,,
71,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-06-08 19:39:33.000000,2022-05-30 06:19:22,1641,16.0,1267.0,214.0,689.0,182.0,778.0,8350,Simple job queues for Python.,262.0,36,False,2021-12-07 12:48:17,1.10.1,19.0,rq,conda-forge/rq,,,,10431.0,10431.0,https://pypi.org/project/rq,581340.0,582356.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,72141.0,,,,,2.0,,,,,,,,,,,,,,,
72,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-08 15:16:15.000000,2022-06-07 08:54:51,23263,1211.0,973.0,193.0,297.0,385.0,1429.0,6554,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",994.0,36,True,2022-05-19 07:31:43,1.0.6,79.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,2630709.0,2653527.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1048316.0,,,,,2.0,81189.0,,,,,,,,,,,,,,
73,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-06-07 22:41:40.000000,2022-05-13 14:51:13,1501,81.0,1101.0,151.0,163.0,118.0,130.0,5730,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,39.0,36,True,2022-05-13 14:57:40,1.0.1,28.0,pyod,conda-forge/pyod,,,,1346.0,1346.0,https://pypi.org/project/pyod,473013.0,473864.0,https://anaconda.org/conda-forge/pyod,2022-05-13 17:24:32.492,22985.0,,,,,1.0,,,,,,,,,,,,,,,
74,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-06-09 07:49:20.000000,2022-06-09 07:29:52,15208,798.0,1537.0,176.0,2558.0,281.0,1526.0,5151,End-to-End Speech Processing Toolkit.,274.0,36,True,2022-05-28 02:21:05,.202205,44.0,espnet,,,,,52.0,52.0,https://pypi.org/project/espnet,9155.0,9156.0,,,,,,,,1.0,76.0,,,,,,,,,,,,,,
75,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2022-06-09 14:09:14.000000,2022-06-08 23:14:37,5483,117.0,897.0,104.0,2377.0,307.0,2514.0,4958,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,216.0,36,True,2022-05-20 16:46:31,1.0.7,100.0,dbt,conda-forge/dbt,,,,510.0,510.0,https://pypi.org/project/dbt,760248.0,763230.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,199423.0,,,,,2.0,376.0,,,,,,,dbt,,,,,,,
76,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-20 16:57:04.000000,2022-05-20 16:57:04,1407,4.0,321.0,63.0,603.0,300.0,398.0,2817,Computing with Python functions.,110.0,36,True,,,23.0,joblib,conda-forge/joblib,,,,189977.0,189977.0,https://pypi.org/project/joblib,26033859.0,26163160.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,9180414.0,,,,,2.0,,,,,,,,,,,,,,,
77,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-06-09 08:18:58.000000,2022-06-08 13:12:51,16890,168.0,1015.0,78.0,6657.0,375.0,3677.0,1949,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,287.0,36,True,2022-05-12 13:39:57,1.0.3,42.0,mne,conda-forge/mne,,,,1652.0,1652.0,https://pypi.org/project/mne,42371.0,45510.0,https://anaconda.org/conda-forge/mne,2022-06-04 06:47:27.847,200939.0,,,,,1.0,,,,,,,,,,,,,,,
78,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-06-07 01:52:31.000000,2022-06-06 19:57:50,1463,18.0,515.0,54.0,1813.0,194.0,711.0,1524,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,192.0,36,True,2022-05-21 14:35:04,0.17.0,31.0,tensorflow-addons,,,,['tensorflow'],6550.0,6550.0,https://pypi.org/project/tensorflow-addons,1340097.0,1340097.0,,,,,,,,1.0,,,,,,,,,,,,,,,
79,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-06-01 08:28:45.959000,2022-05-30 03:37:28,1381,35.0,211.0,31.0,366.0,55.0,395.0,1052,Python library for reading and writing image data.,90.0,36,True,2022-05-30 03:37:47,2.19.3,32.0,imageio,conda-forge/imageio,,,,62888.0,62888.0,https://pypi.org/project/imageio,15134433.0,15180324.0,https://anaconda.org/conda-forge/imageio,2022-06-01 08:28:45.959,2982573.0,,,,,1.0,266.0,,,,,,,,,,,,,,
80,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-06-03 23:50:57.000000,2022-06-03 23:50:56,512,21.0,2045.0,284.0,165.0,122.0,451.0,14979,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",101.0,35,True,2022-06-02 03:32:56,1.5.0,17.0,easyocr,,,,,1217.0,1217.0,https://pypi.org/project/easyocr,105562.0,174654.0,,,,,,,,1.0,1658221.0,,,,,,,,,,,,,,
81,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-06-08 16:12:57.000000,2022-06-06 16:38:53,7854,191.0,2279.0,263.0,1048.0,128.0,561.0,13332,Best Practices on Recommendation Systems.,116.0,35,True,2022-04-01 09:25:04,1.1.0,11.0,recommenders,,,,,29.0,29.0,https://pypi.org/project/recommenders,108023.0,108027.0,,,,,,,,1.0,178.0,,,,,,,,,,,,,,
