,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
41,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-09-14 14:20:36.000000,2023-09-14 14:20:34,15698.0,950.0,1022.0,101.0,9889.0,1626.0,4259.0,8430.0,"An orchestration platform for the development, production, and observation of data assets.",341.0,41,True,2023-09-07 21:00:33,1.4.12,157.0,dagster,conda-forge/dagster,,,,1488.0,1488.0,https://pypi.org/project/dagster,642016.0,666948.0,https://anaconda.org/conda-forge/dagster,2023-09-08 15:09:23.408,997317.0,,,,,1.0,,,,,,,,,,,,,,,
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-09-14 06:27:02.000000,2023-09-14 02:02:04,5797.0,383.0,533.0,54.0,3559.0,718.0,2011.0,7225.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,157.0,41,True,2023-09-06 20:06:57,0.15.10,100.0,wandb,conda-forge/wandb,,,,29131.0,29131.0,https://pypi.org/project/wandb,6672575.0,6681962.0,https://anaconda.org/conda-forge/wandb,2023-09-07 01:26:49.644,356741.0,,,,,1.0,,,wandb/wandb,,,,6.0,,,,,,,,
43,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-09-14 13:59:35.000000,2023-09-14 08:04:10,5746.0,187.0,2345.0,297.0,3663.0,623.0,2942.0,27102.0,Streamlit A faster way to build and share data apps.,197.0,40,True,2023-08-24 21:21:14,1.26.0,63.0,streamlit,,,,,975.0,975.0,https://pypi.org/project/streamlit,2245291.0,2245291.0,,,,,,,,1.0,,,,,,,,,,,,,,,
44,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-09-13 22:49:03.000000,2023-09-13 16:29:38,2017.0,103.0,4183.0,299.0,378.0,64.0,729.0,26737.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",109.0,40,True,2023-09-02 19:49:58,0.9.7,49.0,timm,conda-forge/timm,,,['pytorch'],15943.0,15943.0,https://pypi.org/project/timm,4118522.0,4224951.0,https://anaconda.org/conda-forge/timm,2023-09-05 19:27:45.010,93448.0,,,,,1.0,5406465.0,,huggingface/pytorch-image-models,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-09-11 15:57:15.000000,2023-08-29 16:49:04,7007.0,135.0,1850.0,413.0,988.0,730.0,830.0,19341.0,Data Apps & Dashboards for Python. No JavaScript Required.,140.0,40,True,2023-08-28 15:33:00,2.13.0,100.0,dash,conda-forge/dash,,,,51401.0,51401.0,https://pypi.org/project/dash,2061327.0,2089208.0,https://anaconda.org/conda-forge/dash,2023-08-29 07:58:10.918,1087382.0,,,,,1.0,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-09-14 13:20:05.675622,2023-09-14 12:30:43,8437.0,94.0,2115.0,205.0,4093.0,10.0,1886.0,19086.0,"Multimodal AI services & pipelines with cloud-native stack: gRPC, Kubernetes, Docker, OpenTelemetry, Prometheus,..",172.0,40,True,2023-09-07 08:48:14,3.20.3,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1033.0,1033.0,https://pypi.org/project/jina,74131.0,105640.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,54690.0,https://hub.docker.com/r/jinaai/jina,2023-09-14 13:20:05.675622,8.0,1256936.0,2.0,,,,,,,,,,,,,,,
47,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-09-14 12:49:15.000000,2023-09-13 09:20:52,32490.0,362.0,4275.0,347.0,6137.0,1.0,6642.0,16996.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2023-09-13 11:44:42,3.8.0a6,100.0,rasa,,,,['tensorflow'],3640.0,3640.0,https://pypi.org/project/rasa,123589.0,123589.0,,,,,,,,1.0,,,,,,,,,,,,,,,
48,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-09-12 12:30:58.000000,2023-09-12 12:30:58,8220.0,18.0,2792.0,479.0,670.0,44.0,2104.0,12242.0,A toolkit for making real world machine learning and data analysis applications in C++.,190.0,40,False,2023-05-14 13:10:44,19.24.2,26.0,dlib,conda-forge/dlib,,,,22007.0,22007.0,https://pypi.org/project/dlib,121046.0,128647.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,617133.0,,,,,2.0,25289.0,,,,,,,,,,,,,,
49,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-09-13 18:25:36.000000,2023-09-13 06:06:46,8972.0,170.0,1063.0,136.0,5156.0,562.0,3894.0,11964.0,Data Version Control | Git for Data & Models | ML Experiments Management.,288.0,40,True,2023-09-07 13:04:11,3.19.0,269.0,dvc,conda-forge/dvc,,,,9354.0,9354.0,https://pypi.org/project/dvc,659092.0,705334.0,https://anaconda.org/conda-forge/dvc,2023-09-07 13:58:43.375,1686785.0,,,,,1.0,38899.0,,,,,,,dvc,dvc,dvc,,,,,
50,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-09-14 10:44:01.000000,2023-09-13 20:55:05,1805.0,45.0,816.0,106.0,1443.0,350.0,1139.0,3835.0,Python tools for geographic data.,211.0,40,True,2023-06-06 09:00:28,0.13.2,31.0,geopandas,conda-forge/geopandas,,,['pandas'],25670.0,25670.0,https://pypi.org/project/geopandas,5601868.0,5636803.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,3141914.0,,,,,1.0,2160.0,,,,,,,,,,,,,,
51,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-09-09 17:32:33.000000,2023-09-09 17:32:32,1040.0,83.0,1912.0,229.0,451.0,150.0,996.0,10219.0,Download market data from Yahoo! Finances API.,91.0,39,True,2023-08-13 12:07:34,0.2.28,63.0,yfinance,ranaroussi/yfinance,,,,27135.0,27135.0,https://pypi.org/project/yfinance,1176125.0,1179208.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,80182.0,,,,,1.0,,,,,,,,,,,,,,,
52,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-09-14 04:33:46.000000,2023-09-14 02:34:10,16437.0,380.0,855.0,125.0,3214.0,87.0,1398.0,8611.0,A hyperparameter optimization framework.,237.0,39,False,2023-08-07 07:12:54,3.3.0,60.0,optuna,conda-forge/optuna,,,,9587.0,9587.0,https://pypi.org/project/optuna,1949502.0,1962443.0,https://anaconda.org/conda-forge/optuna,2023-08-07 10:47:33.490,504724.0,,,,,1.0,,,,,,,,,,,,,,,
53,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2023-09-14 14:14:41.000000,2023-09-14 14:06:44,40329.0,885.0,3851.0,259.0,22420.0,4121.0,1883.0,7132.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1554.0,39,True,2023-08-30 16:14:12,2.50.0,33.0,apache-beam,conda-forge/apache-beam-with-aws,,,,2.0,2.0,https://pypi.org/project/apache-beam,6552490.0,6554715.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2023-09-07 10:54:52.034,53406.0,,,,,1.0,,,,,,,,,,,,,,,
54,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-09-14 06:57:41.000000,2023-09-13 06:40:52,3879.0,254.0,1103.0,104.0,2971.0,661.0,1253.0,6792.0,A unified framework for machine learning with time series.,284.0,39,True,2023-08-18 12:14:30,0.22.0,50.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1629.0,1629.0,https://pypi.org/project/sktime,720858.0,754781.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-08-21 09:01:06.403,881975.0,,,,,1.0,84.0,,sktime/sktime,,,,,,,,,,,,
55,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2023-09-06 04:56:47.000000,2023-08-29 14:53:43,1485.0,22.0,367.0,60.0,699.0,344.0,461.0,3416.0,Computing with Python functions.,124.0,39,True,2023-08-09 09:27:06,1.3.2,27.0,joblib,conda-forge/joblib,,,,330811.0,330811.0,https://pypi.org/project/joblib,37531756.0,38098611.0,https://anaconda.org/conda-forge/joblib,2023-08-09 10:36:06.506,21540505.0,,,,,1.0,,,,,,,,,,,,,,,
56,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-09-14 13:38:45.000000,2023-09-14 11:20:05,38079.0,1021.0,26118.0,2044.0,42901.0,,,36708.0,Apache Spark Python API.,2938.0,38,True,,,32.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,24671412.0,24743456.0,https://anaconda.org/conda-forge/pyspark,2023-06-27 13:31:45.123,2809721.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,
57,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-08-01 15:41:14.000000,2023-01-30 18:15:21,1757.0,,7997.0,1053.0,1448.0,67.0,1715.0,32704.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,38,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,45475.0,45475.0,https://pypi.org/project/gym,366058.0,372084.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,247104.0,,,,,1.0,,,,,,,,,,,,,,,
58,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-09-14 13:58:20.000000,2023-06-30 07:37:44,2613.0,16.0,7994.0,375.0,3022.0,918.0,6525.0,25481.0,OpenMMLab Detection Toolbox and Benchmark.,411.0,38,True,2023-06-30 07:41:30,3.1.0,51.0,mmdet,,,,['pytorch'],1679.0,1679.0,https://pypi.org/project/mmdet,165289.0,165289.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-09-13 07:34:42.000000,2023-09-06 04:02:03,2696.0,28.0,7231.0,611.0,2193.0,168.0,1579.0,24476.0,The fastai deep learning library.,240.0,38,True,2023-03-28 20:28:42,2.7.12,49.0,fastai,,,,['pytorch'],14645.0,14645.0,https://pypi.org/project/fastai,321841.0,321841.0,,,,,,,,2.0,,,,,,,,,,,,,,,
60,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-09-14 07:53:50.000000,2023-09-14 07:50:50,883.0,45.0,3029.0,464.0,798.0,339.0,1838.0,24393.0,A library for efficient similarity search and clustering of dense vectors.,138.0,38,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3126.0,3126.0,https://pypi.org/project/pymilvus,455332.0,477293.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,878447.0,,,,,1.0,,,,,,,,,,,,,,,
61,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-09-14 13:55:43.090110,2023-09-14 13:11:18,17987.0,671.0,2272.0,342.0,16836.0,494.0,8353.0,22897.0,"A cloud-native vector database, storage for next generation AI applications.",255.0,38,True,2023-08-23 15:38:04,2.3.0,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,455332.0,569231.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-09-14 13:55:43.090110,36.0,5275249.0,1.0,39985.0,,,,,,,,,,,,,,
62,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-09-07 08:17:05.000000,2023-01-26 21:28:45,11896.0,,6522.0,1079.0,11121.0,1800.0,7763.0,20554.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6710.0,6710.0,https://pypi.org/project/mxnet,379330.0,379776.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10148.0,,,,,2.0,26375.0,,apache/mxnet,,,,,,,,,,,,
63,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-09-14 11:34:48.000000,2023-09-10 01:44:59,3677.0,149.0,6599.0,396.0,4993.0,750.0,2200.0,14523.0,"Datasets, Transforms and Models specific to Computer Vision.",548.0,38,True,2023-05-08 20:12:27,0.15.2,34.0,torchvision,conda-forge/torchvision,,,['pytorch'],13.0,13.0,https://pypi.org/project/torchvision,6919304.0,6947759.0,https://anaconda.org/conda-forge/torchvision,2023-06-22 22:01:34.204,841904.0,,,,,1.0,30193.0,,,,,,,,,,,,,,
64,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-09-14 14:07:10.000000,2023-09-14 10:18:49,3412.0,286.0,2798.0,170.0,3953.0,323.0,2045.0,12177.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",277.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,140.0,140.0,https://pypi.org/project/dgl,117181.0,117181.0,,,,,,,,1.0,,,,,,,,,,,,,,,
65,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-09-14 04:29:43.000000,2023-09-12 21:59:28,2531.0,75.0,841.0,123.0,1607.0,229.0,574.0,8580.0,Computer Vision and Robotics Library for AI.,224.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],6185.0,6185.0,https://pypi.org/project/kornia,2358026.0,2361023.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,98490.0,,,,,1.0,820.0,,,,,,,,,,,,,,
66,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-09-14 10:58:18.000000,2023-09-13 21:21:01,1280.0,286.0,839.0,154.0,1417.0,307.0,475.0,8226.0,Development repository for the Triton language and compiler.,162.0,38,True,,,,triton,,,,,7253.0,7253.0,https://pypi.org/project/triton,4637512.0,4637512.0,,,,,,,,1.0,,,,,,,10.0,,,,,,,,
67,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-09-14 10:00:53.000000,2023-09-14 10:00:52,9635.0,82.0,1729.0,229.0,3697.0,181.0,2907.0,7772.0,Bayesian Modeling in Python.,464.0,38,False,2023-09-14 07:30:31,5.8.1,69.0,pymc3,conda-forge/pymc3,,,,1971.0,1971.0,https://pypi.org/project/pymc3,441163.0,447637.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,535971.0,,,,,1.0,1923.0,,,,,,,,,,,,,,
68,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-09-07 14:19:24.000000,2023-09-07 14:19:24,1732.0,59.0,614.0,118.0,521.0,244.0,568.0,7549.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,77.0,38,True,2023-09-07 13:59:19,0.14.0,78.0,tokenizers,conda-forge/tokenizers,,,,41454.0,41454.0,https://pypi.org/project/tokenizers,12570746.0,12603485.0,https://anaconda.org/conda-forge/tokenizers,2023-06-16 19:20:53.569,1244094.0,,,,,1.0,32.0,,,,,,,,,,,,,,
69,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-09-12 18:00:13.000000,2023-08-18 22:46:26,9127.0,637.0,1115.0,123.0,971.0,93.0,848.0,6553.0,A PyTorch-based Speech Toolkit.,219.0,38,True,2023-07-22 18:07:47,0.5.15,9.0,speechbrain,,,,['pytorch'],940.0,940.0,https://pypi.org/project/speechbrain,188790.0,188790.0,,,,,,,,1.0,,,,,,,,,,,,,,,
70,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-09-08 13:17:29.000000,2023-09-06 11:17:10,1742.0,34.0,2156.0,169.0,774.0,54.0,970.0,6387.0,Python Data. Leaflet.js Maps.,153.0,38,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,28643.0,28643.0,https://pypi.org/project/folium,645189.0,670766.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2301964.0,,,,,1.0,,,,,,,,,,,,,,,
71,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-09-14 14:20:09.000000,2023-09-14 14:19:59,6001.0,122.0,1404.0,111.0,3982.0,393.0,687.0,4000.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",292.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],14347.0,14347.0,https://pypi.org/project/tensorflow-datasets,1894345.0,1895151.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,22590.0,,,,,1.0,,,,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-09-14 14:13:01.000000,2023-09-14 13:20:56,17595.0,159.0,1170.0,85.0,7425.0,475.0,4072.0,2336.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,349.0,38,True,2023-09-06 17:49:45,1.5.1,57.0,mne,conda-forge/mne,,,,2976.0,2976.0,https://pypi.org/project/mne,104193.0,112326.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,325340.0,,,,,1.0,,,,,,,,,,,,,,,
73,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-09-14 13:53:18.000000,2023-09-13 21:06:25,3256.0,127.0,993.0,134.0,2629.0,467.0,838.0,1923.0,A library for training and deploying machine learning models on Amazon SageMaker.,390.0,38,True,2023-09-12 17:20:50,2.185.0,147.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2981.0,2981.0,https://pypi.org/project/sagemaker,36604989.0,36623278.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-09-12 19:15:50.092,676714.0,,,,,2.0,,,,,,,,,,,,,,,
74,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-09-14 13:16:42.000000,2023-09-12 12:06:16,5491.0,138.0,680.0,58.0,4697.0,1154.0,2238.0,1488.0,A distributed task scheduler for Dask.,317.0,38,True,,,176.0,distributed,conda-forge/distributed,,,,30422.0,30422.0,https://pypi.org/project/distributed,7623026.0,7923294.0,https://anaconda.org/conda-forge/distributed,2023-09-06 22:25:28.164,12010747.0,,,,,1.0,,,,,,,,,,,,,,,
75,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-09-12 01:30:45.000000,2023-09-04 02:23:41,1502.0,12.0,264.0,32.0,465.0,86.0,479.0,1312.0,Python library for reading and writing image data.,105.0,38,True,2023-09-04 02:23:53,2.31.3,58.0,imageio,conda-forge/imageio,,,,100914.0,100914.0,https://pypi.org/project/imageio,15406769.0,15476540.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5580586.0,,,,,1.0,841.0,,,,,,,,,,,,,,
76,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-09-14 06:08:11.000000,2023-09-07 10:14:15,6096.0,59.0,6519.0,409.0,2725.0,732.0,7207.0,33165.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",146.0,37,True,2022-08-24 09:04:27,2.6.0,6.0,paddleocr,,,,['paddle'],1763.0,1763.0,https://pypi.org/project/paddleocr,66413.0,66413.0,,,,,,,,1.0,,,,,,,,,,,,,,,
77,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-09-11 12:58:20.000000,2023-09-07 18:25:28,2314.0,6.0,5813.0,414.0,1301.0,990.0,3022.0,27436.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,37,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1998.0,1998.0,https://pypi.org/project/fairseq,495250.0,496504.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,47488.0,,,,,1.0,317.0,,facebookresearch/fairseq,,,,,,,,,,,,
78,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2023-09-13 18:35:02.000000,2023-09-07 01:03:05,4083.0,5.0,2284.0,481.0,2275.0,92.0,878.0,16785.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",601.0,37,True,2023-05-04 09:55:49,3.3.0,56.0,luigi,luigi,,,,2194.0,2194.0,https://pypi.org/project/luigi,556400.0,556551.0,https://anaconda.org/anaconda/luigi,2023-06-16 13:25:26.049,13793.0,,,,,2.0,,stable/luigi,,,,,,,,,,,,,
79,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-09-14 12:19:27.000000,2023-09-12 09:37:42,1334.0,37.0,1507.0,150.0,703.0,181.0,534.0,11112.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,112.0,37,True,2023-08-11 15:54:46,4.5.1,50.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",1299.0,1299.0,https://pypi.org/project/pandas-profiling,886008.0,890667.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,396084.0,,,,,2.0,,,ydataai/ydata-profiling,,,,,,,,,,,,
