,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
42,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-06-22 01:42:42.000000,2023-06-21 22:43:51,14783.0,1069.0,953.0,97.0,8803.0,1416.0,4081.0,7702.0,"An orchestration platform for the development, production, and observation of data assets.",316.0,40,True,2023-06-15 18:07:39,1.3.10,142.0,dagster,conda-forge/dagster,,,,1283.0,1283.0,https://pypi.org/project/dagster,562144.0,587198.0,https://anaconda.org/conda-forge/dagster,2023-06-18 18:34:11.033,927029.0,,,,,1.0,,,,,,,,,,,,,,,
43,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-06-22 14:07:11.000000,2023-06-22 01:17:56,5420.0,226.0,485.0,51.0,3196.0,639.0,1924.0,6237.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,151.0,40,True,2023-06-06 21:20:31,0.15.4,100.0,wandb,conda-forge/wandb,,,,24982.0,24982.0,https://pypi.org/project/wandb,2247459.0,2255137.0,https://anaconda.org/conda-forge/wandb,2023-06-06 23:51:30.435,268740.0,,,,,1.0,,,,,,,,,,wandb/wandb,,,,,
44,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-06-22 07:00:33.000000,2023-06-22 07:00:32,1765.0,48.0,791.0,107.0,1396.0,339.0,1123.0,3717.0,Python tools for geographic data.,204.0,40,True,2023-06-06 09:00:28,0.13.2,31.0,geopandas,conda-forge/geopandas,,,['pandas'],23325.0,23325.0,https://pypi.org/project/geopandas,5250560.0,5284207.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,2925209.0,,,,,1.0,1992.0,,,,,,,,,,,,,,
45,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-06-22 08:11:44.000000,2023-06-22 05:00:30,1596.0,201.0,3016.0,290.0,1864.0,742.0,995.0,26262.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",209.0,39,True,2023-06-09 19:32:55,0.9.4,50.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1708.0,1708.0,https://pypi.org/project/deepspeed,269580.0,269986.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16681.0,1.0,,,,,,7.0,,,,,,,,,
46,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-06-22 06:51:43.000000,2023-06-21 22:00:34,5568.0,187.0,2220.0,294.0,3430.0,628.0,2729.0,25494.0,Streamlit A faster way to build and share data apps.,185.0,39,True,2023-06-02 01:09:01,1.23.1,59.0,streamlit,,,,,811.0,811.0,https://pypi.org/project/streamlit,1840142.0,1840142.0,,,,,,,,1.0,,,,,,,,,,,,,,,
47,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-26 22:59:26.000000,2023-05-26 22:59:26,2668.0,17.0,7187.0,609.0,2179.0,148.0,1575.0,24063.0,The fastai deep learning library.,238.0,39,True,2023-03-28 20:28:42,2.7.12,49.0,fastai,,,,['pytorch'],13919.0,13919.0,https://pypi.org/project/fastai,333822.0,333822.0,,,,,,,,2.0,,,,,,,,,,,,,,,
48,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-06-22 13:58:24.000000,2023-06-22 13:33:57,8356.0,114.0,2088.0,199.0,4010.0,17.0,1844.0,18617.0,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-06-22 13:34:26,3.18.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,707.0,707.0,https://pypi.org/project/jina,363672.0,397265.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,48599.0,https://hub.docker.com/r/jinaai/jina,2023-06-22 13:47:37.700595,8.0,1251188.0,2.0,,,,,,,,,,,,,,,
49,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-06-21 22:19:14.000000,2023-06-21 22:15:37,959.0,87.0,1850.0,224.0,417.0,175.0,918.0,9687.0,Download market data from Yahoo! Finances API.,84.0,39,True,2023-06-21 22:19:14,0.2.21,56.0,yfinance,ranaroussi/yfinance,,,,24233.0,24233.0,https://pypi.org/project/yfinance,641934.0,645301.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,77463.0,,,,,1.0,,,,,,,,,,,,,,,
50,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-06-22 13:02:37.000000,2023-06-22 06:46:04,16042.0,495.0,827.0,123.0,3124.0,118.0,1320.0,8245.0,A hyperparameter optimization framework.,233.0,39,False,2023-05-30 05:59:24,3.2.0,59.0,optuna,conda-forge/optuna,,,,8408.0,8408.0,https://pypi.org/project/optuna,1558163.0,1568732.0,https://anaconda.org/conda-forge/optuna,2023-06-16 16:19:02.890,454480.0,,,,,1.0,,,,,,,,,,,,,,,
51,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-06-22 07:02:47.000000,2023-06-22 04:37:47,3143.0,193.0,962.0,131.0,2530.0,439.0,804.0,1869.0,A library for training and deploying machine learning models on Amazon SageMaker.,373.0,39,True,2023-06-22 04:37:50,2.168.0,128.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2681.0,2681.0,https://pypi.org/project/sagemaker,25584693.0,25603238.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-06-20 02:33:08.763,630533.0,,,,,2.0,,,,,,,,,,,,,,,
52,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-06-22 13:38:47.000000,2023-06-22 13:38:36,37131.0,880.0,25918.0,2040.0,41668.0,,,36036.0,Apache Spark Python API.,2889.0,38,True,,,31.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,25228741.0,25263727.0,https://anaconda.org/conda-forge/pyspark,2023-06-16 13:22:52.467,2624021.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,
53,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-06-21 06:02:22.000000,2023-01-30 18:15:21,1757.0,,7956.0,1040.0,1443.0,56.0,1712.0,32245.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,38,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,43304.0,43304.0,https://pypi.org/project/gym,426034.0,432128.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,231595.0,,,,,1.0,,,,,,,,,,,,,,,
54,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-06-20 17:15:06.000000,2023-06-20 17:15:05,2310.0,26.0,5676.0,411.0,1281.0,925.0,2997.0,26578.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,417.0,38,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1635.0,1635.0,https://pypi.org/project/fairseq,570506.0,571553.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,36473.0,,,,,1.0,314.0,,,,,,,,,facebookresearch/fairseq,,,,,
55,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-06-22 13:55:57.000000,2023-06-22 13:05:18,9360.0,313.0,2861.0,233.0,9021.0,657.0,5561.0,23787.0,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",879.0,38,True,2023-06-07 17:09:43,2.0.3,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,3854141.0,3877929.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-06-08 17:05:50.847,841414.0,,,,,2.0,12494.0,,,,,,,,,Lightning-AI/lightning,,,,,
56,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-06-16 13:24:22.589000,2023-01-26 21:28:45,11896.0,,6519.0,1083.0,11116.0,1795.0,7763.0,20446.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6513.0,6513.0,https://pypi.org/project/mxnet,344671.0,345124.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,9696.0,,,,,2.0,26126.0,,,,,,,,,apache/mxnet,,,,,
57,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2023-06-21 01:53:43.000000,2023-06-21 01:53:42,1787.0,51.0,1333.0,211.0,836.0,143.0,923.0,8968.0,Simple job queues for Python.,297.0,38,False,2023-06-21 01:53:02,1.15.1,27.0,rq,conda-forge/rq,,,,13859.0,13859.0,https://pypi.org/project/rq,782202.0,783321.0,https://anaconda.org/conda-forge/rq,2023-06-16 13:18:02.675,92913.0,,,,,1.0,,,,,,,,,,,,,,,
58,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-06-21 11:48:23.000000,2023-06-20 10:24:22,2459.0,78.0,824.0,125.0,1531.0,212.0,550.0,8290.0,Differentiable Computer Vision Library.,218.0,38,True,2023-04-20 21:02:06,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],4867.0,4867.0,https://pypi.org/project/kornia,2522982.0,2525300.0,https://anaconda.org/conda-forge/kornia,2023-06-16 19:19:05.197,85355.0,,,,,1.0,698.0,,,,,,,,,,,,,,
59,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-06-22 13:31:26.000000,2023-06-22 11:04:26,9557.0,110.0,1714.0,228.0,3628.0,164.0,2880.0,7632.0,Bayesian Modeling in Python.,461.0,38,False,2023-06-09 14:56:03,5.5.0,62.0,pymc3,conda-forge/pymc3,,,,1664.0,1664.0,https://pypi.org/project/pymc3,444505.0,451038.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,521270.0,,,,,1.0,1913.0,,,,,,,,,,,,,,
60,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2023-06-22 14:15:51.000000,2023-06-22 14:15:43,39478.0,753.0,3795.0,261.0,21472.0,4053.0,1664.0,6957.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1497.0,38,True,2023-05-31 20:18:43,2.48.0,31.0,apache-beam,conda-forge/apache-beam-with-aws,,,,2.0,2.0,https://pypi.org/project/apache-beam,6437389.0,6439617.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2023-06-02 04:31:25.621,46804.0,,,,,1.0,,,,,,,,,,,,,,,
61,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-06-22 13:38:12.000000,2023-06-22 12:25:03,3643.0,202.0,1076.0,104.0,2681.0,604.0,1135.0,6580.0,A unified framework for machine learning with time series.,259.0,38,True,2023-06-21 19:40:59,0.19.2,45.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1356.0,1356.0,https://pypi.org/project/sktime,1202013.0,1228368.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-06-17 20:19:58.613,606162.0,,,,,1.0,82.0,,,,,,,,,sktime/sktime,,,,,
62,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-06-21 15:26:15.000000,2023-06-21 13:35:16,1677.0,19.0,2157.0,168.0,760.0,48.0,958.0,6282.0,Python Data. Leaflet.js Maps.,151.0,38,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,26320.0,26320.0,https://pypi.org/project/folium,656209.0,680123.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2080525.0,,,,,1.0,,,,,,,,,,,,,,,
63,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-06-22 13:58:47.000000,2023-06-21 14:09:27,17440.0,86.0,1153.0,86.0,7265.0,458.0,4002.0,2278.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,342.0,38,True,2023-06-06 14:43:08,1.4.2,55.0,mne,conda-forge/mne,,,,2765.0,2765.0,https://pypi.org/project/mne,60241.0,64208.0,https://anaconda.org/conda-forge/mne,2023-06-06 15:49:33.314,301567.0,,,,,1.0,,,,,,,,,,,,,,,
64,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-06-22 13:22:51.000000,2023-06-22 13:20:34,5363.0,130.0,674.0,58.0,4545.0,1116.0,2188.0,1473.0,A distributed task scheduler for Dask.,310.0,38,True,,,169.0,distributed,conda-forge/distributed,,,,29366.0,29366.0,https://pypi.org/project/distributed,4699826.0,4829979.0,https://anaconda.org/conda-forge/distributed,2023-06-09 17:51:47.181,11063022.0,,,,,1.0,,,,,,,,,,,,,,,
65,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-06-12 06:54:47.545000,2023-06-12 03:02:41,1490.0,27.0,256.0,32.0,453.0,79.0,473.0,1272.0,Python library for reading and writing image data.,103.0,38,True,2023-06-12 03:02:52,2.31.1,56.0,imageio,conda-forge/imageio,,,,93786.0,93786.0,https://pypi.org/project/imageio,15207141.0,15273669.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5121667.0,,,,,1.0,754.0,,,,,,,,,,,,,,
66,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778000,2020-02-15 08:33:35,523.0,,6431.0,1284.0,164.0,609.0,217.0,30791.0,Chinese Words Segementation Utilities.,48.0,37,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,22851.0,22851.0,https://pypi.org/project/jieba,589707.0,591620.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,141604.0,,,,,1.0,,,,,,,,,,,,,,,
67,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-06-22 03:03:42.000000,2023-06-21 15:04:58,842.0,67.0,2930.0,453.0,753.0,298.0,1798.0,22714.0,A library for efficient similarity search and clustering of dense vectors.,130.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,1177.0,1177.0,https://pypi.org/project/pymilvus,342417.0,363649.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,785601.0,,,,,1.0,,,,,,,,,,,,,,,
68,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2023-06-16 13:25:26.049000,2023-05-04 09:47:52,4078.0,4.0,2282.0,482.0,2270.0,89.0,876.0,16595.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",600.0,37,True,2023-05-04 09:55:49,3.3.0,56.0,luigi,luigi,,,,2154.0,2154.0,https://pypi.org/project/luigi,591370.0,591519.0,https://anaconda.org/anaconda/luigi,2023-06-16 13:25:26.049,13136.0,,,,,2.0,,stable/luigi,,,,,,,,,,,,,
69,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-06-05 03:56:36.000000,2023-04-10 01:12:31,1618.0,14.0,2752.0,381.0,452.0,6.0,1727.0,13635.0,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59,2.0.3,2.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3262.0,3262.0,https://pypi.org/project/pyecharts,111347.0,111347.0,,,,,,,,1.0,,,,,,,,,,,,,,,
70,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-06-21 16:12:16.000000,2023-06-09 09:05:24,5537.0,187.0,1687.0,200.0,1127.0,58.0,2088.0,12887.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,37,False,2023-03-30 15:49:56,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2565.0,2565.0,https://pypi.org/project/flair,76320.0,76863.0,https://anaconda.org/conda-forge/python-flair,2023-06-16 19:21:04.281,19033.0,,,,,1.0,,,,,,,,,,,,,,,
71,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-06-22 11:38:12.000000,2023-06-20 02:00:40,3129.0,179.0,2752.0,169.0,3625.0,317.0,1943.0,11886.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",268.0,37,True,2023-05-05 08:50:34,1.1.0,31.0,dgl,,,,,106.0,106.0,https://pypi.org/project/dgl,70357.0,70357.0,,,,,,,,1.0,,,,,,,,,,,,,,,
72,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-06-22 12:51:58.000000,2023-05-26 02:38:21,1093.0,5.0,1333.0,251.0,643.0,314.0,1008.0,10584.0,Video editing with Python.,158.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,25944.0,25944.0,https://pypi.org/project/moviepy,600925.0,603527.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,184773.0,,,,,1.0,,,,,,,,,,,,,,,
73,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2023-06-22 14:15:30.000000,2023-06-21 20:51:33,11116.0,541.0,1328.0,77.0,6378.0,100.0,1548.0,8510.0,Always know what to expect from your data.,393.0,37,True,2023-06-15 21:46:37,0.17.0,175.0,great_expectations,conda-forge/great-expectations,,,,,,https://pypi.org/project/great_expectations,9984362.0,10002465.0,https://anaconda.org/conda-forge/great-expectations,2023-06-15 23:51:11.471,669824.0,,,,,2.0,,,,,,,,,,,,,,,
74,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-06-07 16:28:04.000000,2023-05-25 07:31:30,882.0,48.0,947.0,120.0,254.0,18.0,611.0,7657.0,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,37,True,2023-05-02 03:20:40,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,32383.0,32383.0,https://pypi.org/project/sentencepiece,10495063.0,10509554.0,https://anaconda.org/conda-forge/sentencepiece,2023-06-06 08:02:29.817,490475.0,,,,,1.0,27735.0,,,,,,,,,,,,,,
75,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-06-19 12:20:41.000000,2023-06-11 10:58:33,4854.0,151.0,1584.0,127.0,908.0,281.0,1809.0,7414.0,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-05-18 16:46:10,3.0.2,22.0,pycaret,conda-forge/pycaret,,,,3859.0,3859.0,https://pypi.org/project/pycaret,197075.0,198098.0,https://anaconda.org/conda-forge/pycaret,2023-06-16 19:21:17.524,34187.0,,,,,2.0,644.0,,,,,,,,,,,,,,
76,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2023-06-22 13:55:34.000000,2023-06-21 22:31:54,6151.0,188.0,1243.0,133.0,3521.0,396.0,3671.0,7159.0,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,282.0,37,True,2023-05-30 15:24:14,1.5.1,100.0,dbt,conda-forge/dbt,,,,2823.0,2823.0,https://pypi.org/project/dbt,123166.0,126304.0,https://anaconda.org/conda-forge/dbt,2023-06-16 13:24:35.863,241580.0,,,,,2.0,1944.0,,,,,,dbt,,,,,,,,
77,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-06-22 14:20:44.000000,2023-06-22 14:16:13,18187.0,688.0,1828.0,179.0,2971.0,408.0,1718.0,6718.0,End-to-End Speech Processing Toolkit.,353.0,37,True,2023-05-01 12:53:04,.202304,49.0,espnet,,,,,195.0,195.0,https://pypi.org/project/espnet,24001.0,24002.0,,,,,,,,1.0,78.0,,,,,,,,,,,,,,
78,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-06-22 09:54:29.000000,2023-06-22 08:42:54,927.0,169.0,511.0,87.0,833.0,102.0,690.0,5004.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",149.0,37,True,2023-06-08 16:19:01,0.20.3,31.0,accelerate,conda-forge/accelerate,,,['pytorch'],8366.0,8366.0,https://pypi.org/project/accelerate,3274904.0,3276915.0,https://anaconda.org/conda-forge/accelerate,2023-06-12 20:10:44.339,40237.0,,,,,1.0,,,,,,,,,,,,,,,
79,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-06-21 10:17:08.000000,2023-06-13 08:07:34,2193.0,10.0,519.0,88.0,725.0,197.0,862.0,3326.0,Manipulation and analysis of geometric objects.,145.0,37,True,2023-01-30 08:56:47,2.0.1,26.0,shapely,conda-forge/shapely,,,,47588.0,47588.0,https://pypi.org/project/shapely,12672470.0,12757545.0,https://anaconda.org/conda-forge/shapely,2023-06-16 13:05:34.573,7819170.0,,,,,2.0,1700.0,,,,,,,,,,,,,,
80,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2023-06-22 12:23:34.000000,2023-06-22 09:19:01,1466.0,19.0,360.0,62.0,677.0,333.0,449.0,3298.0,Computing with Python functions.,120.0,37,True,,,25.0,joblib,conda-forge/joblib,,,,301648.0,301648.0,https://pypi.org/project/joblib,26301360.0,26537800.0,https://anaconda.org/conda-forge/joblib,2023-06-16 13:25:00.851,19624534.0,,,,,2.0,,,,,,,,,,,,,,,
