,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
42,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-01-04 23:10:22.000000,2022-12-20 11:57:04,724.0,233.0,1704.0,213.0,336.0,418.0,497.0,8429,Download market data from Yahoo! Finances API.,69.0,39,True,2022-12-20 20:51:00,0.1.96,35.0,yfinance,ranaroussi/yfinance,,,515832.0,16089.0,16089.0,https://pypi.org/project/yfinance,512037.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,68322.0,1.0,,,,,,,,,,,,,,5.0,,,,,,
43,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-01-05 13:23:29.000000,2023-01-05 13:23:29,3354.0,100.0,673.0,148.0,1070.0,225.0,1462.0,7976,Declarative statistical visualization library for Python.,150.0,39,True,2021-12-29 13:30:58,4.2.0,20.0,altair,conda-forge/altair,,,9803530.0,41085.0,41085.0,https://pypi.org/project/altair,9783724.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1544922.0,1.0,,,,,,,,,,,,,,,,,,,,
44,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-01-05 13:56:22.000000,2023-01-05 13:56:20,12653.0,1020.0,764.0,88.0,6329.0,1196.0,3578.0,6157,"An orchestration platform for the development, production, and observation of data assets.",258.0,39,True,2022-12-15 23:31:59,1.1.7,123.0,dagster,conda-forge/dagster,,,752898.0,691.0,691.0,https://pypi.org/project/dagster,732974.0,https://anaconda.org/conda-forge/dagster,2022-12-19 14:33:17.571,757117.0,1.0,,,,,,,,,,,,,,,,,,,,
45,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-01-05 08:35:17.000000,2023-01-02 08:21:43,1626.0,91.0,2116.0,164.0,722.0,42.0,921.0,6041,Python Data. Leaflet.js Maps.,148.0,39,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,862335.0,20333.0,20333.0,https://pypi.org/project/folium,844103.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1495026.0,1.0,,,,,,,,,,,,,,4.0,,,,,,
46,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-01-05 13:47:43.000000,2023-01-05 13:32:00,35324.0,1023.0,25340.0,2063.0,39381.0,,,34671,Apache Spark Python API.,2791.0,38,True,,,29.0,pyspark,conda-forge/pyspark,['spark'],,25736598.0,,,https://pypi.org/project/pyspark,25704611.0,https://anaconda.org/conda-forge/pyspark,2022-12-20 19:29:42.235,2239156.0,2.0,,stable/spark,,,,,,,,,,,,,,,,,,
47,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-01-02 17:32:41.000000,2022-06-16 14:46:20,2277.0,,2677.0,261.0,502.0,1507.0,626.0,18265,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:31:04,0.41.0,47.0,shap,conda-forge/shap,,,6149196.0,7946.0,7946.0,https://pypi.org/project/shap,6117019.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1705381.0,1.0,,,,,,,,,,,,,,,,,,,,
48,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-01-05 13:36:54.000000,2023-01-05 11:23:35,19906.0,136.0,3931.0,452.0,5462.0,678.0,6422.0,17076,"Interactive Data Visualization in the browser, from Python.",628.0,38,True,,,48.0,bokeh,conda-forge/bokeh,,,3409111.0,178.0,178.0,https://pypi.org/project/bokeh,3268966.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,9670036.0,1.0,,,,,,,,,,,,,,-6.0,,,,,,
49,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-01-05 02:14:52.000000,2023-01-04 22:40:20,5669.0,53.0,2213.0,275.0,1434.0,1241.0,1238.0,12700,The interactive graphing library for Python (includes Plotly Express).,207.0,38,True,2022-10-27 17:34:35,5.11.0,87.0,plotly,conda-forge/plotly,,,6667284.0,13.0,13.0,https://pypi.org/project/plotly,6590423.0,https://anaconda.org/conda-forge/plotly,2022-12-05 13:36:59.426,3560754.0,1.0,,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,30618.0,,,,,,,,,,
50,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-01-04 12:38:36.000000,2023-01-04 12:38:36,8139.0,16.0,2705.0,473.0,598.0,34.0,2062.0,11633,A toolkit for making real world machine learning and data analysis applications in C++.,180.0,38,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,25120.0,116134.0,17375.0,17375.0,https://pypi.org/project/dlib,109040.0,https://anaconda.org/conda-forge/dlib,2022-12-03 02:02:47.387,518231.0,2.0,,,,,,,,,,,,,,,,,,,,
51,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2023-01-05 14:25:08.000000,2023-01-05 08:57:34,38147.0,945.0,3607.0,259.0,19869.0,3934.0,1078.0,6154,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1404.0,38,True,2022-11-18 00:58:07,2.43.0,26.0,apache-beam,conda-forge/apache-beam-with-aws,,,6331809.0,,,https://pypi.org/project/apache-beam,6329915.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-11-20 12:33:00.142,30312.0,1.0,,,,,,,,,,,,,,,,,,,,
52,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-01-05 07:14:17.000000,2023-01-04 17:39:40,1683.0,63.0,739.0,105.0,1300.0,388.0,1008.0,3488,Python tools for geographic data.,187.0,38,True,2022-12-10 18:39:11,0.12.2,28.0,geopandas,conda-forge/geopandas,['pandas'],1710.0,2647084.0,17562.0,17562.0,https://pypi.org/project/geopandas,2618387.0,https://anaconda.org/conda-forge/geopandas,2022-12-10 19:00:54.177,2351446.0,1.0,,,,,,,,,,,,,,,,,,,,
53,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-01-05 09:54:10.000000,2023-01-03 12:38:31,2153.0,69.0,496.0,84.0,682.0,180.0,814.0,3126,Manipulation and analysis of geometric objects.,141.0,38,True,2022-12-12 13:16:02,2.0.0,25.0,shapely,conda-forge/shapely,,370.0,8620766.0,37031.0,37031.0,https://pypi.org/project/shapely,8560911.0,https://anaconda.org/conda-forge/shapely,2022-12-12 15:00:24.005,5205351.0,1.0,,,,,,,,,,,,,,,,,,,,
54,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-01-05 13:48:30.000000,2023-01-05 13:48:30,5112.0,158.0,646.0,59.0,4250.0,1051.0,2071.0,1434,A distributed task scheduler for Dask.,302.0,38,True,,,156.0,distributed,conda-forge/distributed,,,4541656.0,26363.0,26363.0,https://pypi.org/project/distributed,4428041.0,https://anaconda.org/conda-forge/distributed,2022-12-16 23:06:36.734,9089200.0,1.0,,,,,,,,,,,,,,,,,,,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-01-05 05:01:09.000000,2023-01-04 08:25:06,5965.0,186.0,5568.0,401.0,2446.0,1247.0,4945.0,27491,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",121.0,37,True,2022-08-24 09:04:27,2.6.0,6.0,paddleocr,,['paddle'],,38749.0,1060.0,1060.0,https://pypi.org/project/paddleocr,38749.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
56,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-01-05 13:25:29.000000,2023-01-05 07:27:03,2173.0,36.0,7387.0,364.0,2651.0,514.0,6080.0,22535,OpenMMLab Detection Toolbox and Benchmark.,384.0,37,True,2023-01-05 10:26:05,2.27.0,45.0,mmdet,,['pytorch'],,79004.0,807.0,807.0,https://pypi.org/project/mmdet,79004.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-01-05 14:03:47.000000,2023-01-05 13:59:34,8452.0,636.0,2637.0,228.0,8030.0,566.0,5166.0,21127,"Build and train PyTorch models and connect them to the ML lifecycle using Lightning App templates, without handling..",813.0,37,True,2022-12-21 18:35:50,1.8.6,100.0,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],9978.0,3088300.0,,,https://pypi.org/project/pytorch-lightning,3066950.0,https://anaconda.org/conda-forge/pytorch-lightning,2022-12-09 04:00:55.441,651209.0,2.0,,,,,,,,,,,,,,,Lightning-AI/lightning,,,,,
58,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-01-04 12:10:52.000000,2023-01-04 12:09:23,11894.0,1.0,6520.0,1089.0,11102.0,1783.0,7755.0,20219,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",980.0,37,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,['mxnet'],25721.0,569384.0,3650.0,3650.0,https://pypi.org/project/mxnet,568920.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,8731.0,2.0,,,,,,,,,,,,,,,apache/mxnet,,,,,
59,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-01-05 09:51:24.000000,2023-01-05 09:26:42,3625.0,362.0,3001.0,287.0,4851.0,879.0,1804.0,13345,Open source platform for the machine learning lifecycle.,533.0,37,True,2022-12-26 09:02:40,2.1.1,62.0,mlflow,conda-forge/mlflow,,,10527665.0,,,https://pypi.org/project/mlflow,10502643.0,https://anaconda.org/conda-forge/mlflow,2022-12-07 04:28:47.238,1126005.0,1.0,,,,,,,,,,,,,,,,,,,,
60,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-01-05 13:12:33.000000,2023-01-05 12:59:39,2710.0,196.0,2580.0,174.0,3133.0,264.0,1710.0,10940,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",241.0,37,True,2022-09-20 07:13:00,0.9.1,27.0,dgl,,,,29107.0,46.0,46.0,https://pypi.org/project/dgl,29107.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
61,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-12-28 23:59:07.000000,2022-12-28 23:58:58,1678.0,10.0,1304.0,214.0,727.0,190.0,804.0,8690,Simple job queues for Python.,277.0,37,False,2022-09-25 08:03:45,1.11.1,21.0,rq,conda-forge/rq,,,622667.0,11790.0,11790.0,https://pypi.org/project/rq,621598.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,83400.0,2.0,,,,,,,,,,,,,,,,,,,,
62,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-01-05 11:13:07.000000,2023-01-05 11:11:56,9322.0,189.0,1643.0,226.0,3422.0,160.0,2760.0,7226,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with PyTensor.,431.0,37,False,2022-12-21 09:52:07,5.0.1,52.0,pymc3,conda-forge/pymc3,,1905.0,356354.0,1010.0,1010.0,https://pypi.org/project/pymc3,349908.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,482032.0,1.0,,,,,,,,,,,,,,,,,,,,
63,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-01-05 13:53:43.000000,2023-01-05 13:53:41,28309.0,4292.0,1031.0,192.0,322.0,456.0,1484.0,6859,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1040.0,37,True,2022-11-01 19:55:14,1.1.1,81.0,catboost,conda-forge/catboost,,110639.0,1987754.0,,,https://pypi.org/project/catboost,1964539.0,https://anaconda.org/conda-forge/catboost,2022-11-01 21:17:44.021,1203298.0,2.0,,,,,,,,,,,,,,,,,,,,
64,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-01-05 13:52:18.000000,2022-12-31 13:42:03,4316.0,209.0,1513.0,126.0,807.0,267.0,1618.0,6727,"An open-source, low-code machine learning library in Python.",107.0,37,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,621.0,738227.0,2997.0,2997.0,https://pypi.org/project/pycaret,737330.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,25439.0,1.0,,,,,,,,,,,,,,,,,,,,
65,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2023-01-05 14:17:29.000000,2023-01-04 23:53:35,5743.0,95.0,1101.0,130.0,2874.0,327.0,3068.0,6272,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,253.0,37,True,2023-01-05 14:17:30,1.1.3,100.0,dbt,conda-forge/dbt,,739.0,119603.0,980.0,980.0,https://pypi.org/project/dbt,116526.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,226170.0,2.0,,,,,,,,,,,dbt,,,,,,,,,
66,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-01-05 14:33:02.000000,2023-01-05 11:12:50,4973.0,125.0,397.0,38.0,2547.0,585.0,1592.0,5224,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,135.0,37,True,2022-12-14 19:48:52,0.13.7,100.0,wandb,conda-forge/wandb,,,1288850.0,14835.0,14835.0,https://pypi.org/project/wandb,1284205.0,https://anaconda.org/conda-forge/wandb,2022-12-15 01:26:32.610,139369.0,1.0,,,,,,,,,,,,,,,wandb/wandb,,,,,
67,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-01-04 23:29:00.000000,2023-01-04 10:41:25,17268.0,97.0,1097.0,82.0,7062.0,416.0,3907.0,2096,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,324.0,37,True,2022-12-22 16:20:38,1.3.0,50.0,mne,conda-forge/mne,,,53571.0,2092.0,2092.0,https://pypi.org/project/mne,49929.0,https://anaconda.org/conda-forge/mne,2022-12-22 19:47:50.411,258598.0,1.0,,,,,,,,,,,,,,,,,,,,
68,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-01-05 12:22:51.000000,2023-01-03 23:18:20,2817.0,133.0,881.0,130.0,2257.0,399.0,752.0,1757,A library for training and deploying machine learning models on Amazon SageMaker.,309.0,37,True,2023-01-03 23:18:24,2.127.0,123.0,sagemaker,conda-forge/sagemaker-python-sdk,"['mxnet', 'tensorflow']",,20753522.0,1888.0,1888.0,https://pypi.org/project/sagemaker,20740467.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-11-03 16:48:39.476,496102.0,1.0,,,,,,,,,,,,,,,,,,,,
69,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-12-27 09:53:38.000000,2022-12-27 09:53:38,1444.0,17.0,237.0,31.0,420.0,66.0,436.0,1178,Python library for reading and writing image data.,95.0,37,True,2022-12-19 02:44:54,2.23.0,44.0,imageio,conda-forge/imageio,,434.0,10732160.0,75755.0,75755.0,https://pypi.org/project/imageio,10674890.0,https://anaconda.org/conda-forge/imageio,2022-12-20 10:42:11.759,4122933.0,1.0,,,,,,,,,,,,,,,,,,,,
70,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2023-01-04 03:59:59.000000,2023-01-04 03:58:12,1450.0,57.0,187.0,30.0,613.0,17.0,517.0,835,Python interface to PROJ (cartographic projections and coordinate transformations library).,58.0,37,True,2022-12-13 01:49:12,3.4.1,46.0,pyproj,conda-forge/pyproj,,,4370390.0,17373.0,17373.0,https://pypi.org/project/pyproj,4311822.0,https://anaconda.org/conda-forge/pyproj,2022-12-13 11:47:16.815,4978287.0,2.0,,,,,,,,,,,,,,,,,,,,
71,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-12-31 04:56:57.000000,2022-12-20 18:34:07,2278.0,33.0,4959.0,359.0,1229.0,761.0,2937.0,20508,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,412.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,['pytorch'],282.0,44358.0,1102.0,1102.0,https://pypi.org/project/fairseq,43593.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,22812.0,1.0,,,,,,,,,,,,,,,facebookresearch/fairseq,,,,,
72,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-01-05 13:49:06.000000,2023-01-04 10:35:18,717.0,45.0,2692.0,449.0,622.0,241.0,1721.0,18779,A library for efficient similarity search and clustering of dense vectors.,117.0,36,True,2022-11-30 15:24:12,1.7.3,14.0,pymilvus,conda-forge/faiss,,,238018.0,850.0,850.0,https://pypi.org/project/pymilvus,219059.0,https://anaconda.org/conda-forge/faiss,2022-11-02 00:42:12.198,606708.0,1.0,,,,,,,,,,,,,,,,,,,,
73,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2023-01-03 15:09:39.000000,2022-12-29 00:51:16,4065.0,6.0,2268.0,486.0,2257.0,79.0,874.0,16218,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",597.0,36,True,2022-08-18 09:37:08,3.1.1,53.0,luigi,luigi,,,402288.0,1916.0,1916.0,https://pypi.org/project/luigi,402148.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,11678.0,2.0,,stable/luigi,,,,,,,,,,,,,,,,,,
74,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-01-05 13:48:43.000000,2023-01-05 07:33:39,16314.0,679.0,1707.0,306.0,13788.0,276.0,6479.0,14643,Vector database for scalable similarity search and AI applications.,232.0,36,True,2022-12-22 11:00:02,2.2.2,100.0,pymilvus,,,25582.0,286085.0,,,https://pypi.org/project/pymilvus,219059.0,,,,1.0,milvusdb/milvus,,https://hub.docker.com/r/milvusdb/milvus,2023-01-05 12:18:09.919786,23.0,2588057.0,,,,,,,,,,,,,,
75,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-01-05 12:49:33.000000,2023-01-05 12:11:02,3244.0,178.0,6285.0,387.0,4390.0,656.0,2006.0,13070,"Datasets, Transforms and Models specific to Computer Vision.",515.0,36,True,2022-12-16 00:34:17,0.14.1,32.0,torchvision,conda-forge/torchvision,['pytorch'],17168.0,7838744.0,,,https://pypi.org/project/torchvision,7830640.0,https://anaconda.org/conda-forge/torchvision,2022-12-10 21:10:27.610,479256.0,1.0,,,,,,,,,,,,,,,,,,,,
76,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-11-29 10:25:57.000000,2021-06-01 10:43:00,1848.0,,4069.0,551.0,703.0,316.0,1256.0,12784,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,64553.0,4796.0,4796.0,https://pypi.org/project/chatterbot,64553.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
77,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-01-04 14:05:49.000000,2023-01-04 05:43:23,2862.0,58.0,1679.0,283.0,3325.0,263.0,1538.0,12365,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",185.0,36,True,2022-11-14 10:58:33,2.10,38.0,nni,,,,11285.0,333.0,333.0,https://pypi.org/project/nni,11285.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
78,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2023-01-05 05:41:55.000000,2022-12-21 16:11:35,767.0,12.0,1431.0,124.0,627.0,318.0,407.0,11376,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,124.0,36,True,2022-09-20 07:33:54,1.3.0,17.0,albumentations,conda-forge/albumentations,['pytorch'],,625651.0,10979.0,10979.0,https://pypi.org/project/albumentations,623690.0,https://anaconda.org/conda-forge/albumentations,2022-09-20 14:09:56.676,84332.0,1.0,,,,,,,,,,,,,,,,,,,,
79,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-12-29 02:33:28.000000,2022-12-29 02:33:28,2663.0,107.0,1912.0,176.0,988.0,506.0,675.0,10865,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",68.0,36,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,['paddle'],582.0,8290.0,1089.0,1089.0,https://pypi.org/project/paddlehub,8278.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
80,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-12-28 13:30:29.000000,2022-10-10 15:42:36,1084.0,3.0,1269.0,247.0,624.0,261.0,982.0,9965,Video editing with Python.,152.0,36,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,416343.0,20391.0,20391.0,https://pypi.org/project/moviepy,414082.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,149290.0,1.0,,,,,,,,,,,,,,,,,,,,
