,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,brew_id,apt_id,yum_id,npm_id,npm_url,npm_monthly_downloads,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-06-29 07:18:08.000000,2023-06-28 22:54:36,5449.0,251.0,484.0,51.0,3232.0,641.0,1932.0,6261,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,151.0,40,True,2023-06-06 21:20:31,0.15.4,100.0,wandb,conda-forge/wandb,,,,25346.0,25346.0,https://pypi.org/project/wandb,2303593.0,2311507.0,https://anaconda.org/conda-forge/wandb,2023-06-06 23:51:30.435,277024.0,,,,,1.0,,,,,,,,,,wandb/wandb,,,,,
43,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-06-28 12:50:42.000000,2023-06-28 12:50:40,1770.0,50.0,793.0,108.0,1401.0,341.0,1125.0,3724,Python tools for geographic data.,205.0,40,True,2023-06-06 09:00:28,0.13.2,31.0,geopandas,conda-forge/geopandas,,,['pandas'],23567.0,23567.0,https://pypi.org/project/geopandas,5095193.0,5129077.0,https://anaconda.org/conda-forge/geopandas,2023-06-06 13:24:28.136,2945876.0,,,,,1.0,1998.0,,,,,,,,,,,,,,
44,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-06-29 14:12:27.000000,2023-06-29 00:43:29,1619.0,217.0,3048.0,292.0,1893.0,760.0,1005.0,26525,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",211.0,39,True,2023-06-22 19:01:31,0.9.5,51.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1764.0,1764.0,https://pypi.org/project/deepspeed,272098.0,272505.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16710.0,1.0,,,7.0,,,,,,,,,,,,
45,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-06-29 12:41:14.000000,2023-06-28 07:25:40,5577.0,178.0,2224.0,296.0,3447.0,634.0,2741.0,25656,Streamlit A faster way to build and share data apps.,186.0,39,True,2023-06-27 06:14:43,1.24.0,60.0,streamlit,,,,,833.0,833.0,https://pypi.org/project/streamlit,1855020.0,1855020.0,,,,,,,,1.0,,,,,,,,,,,,,,,
46,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-06-29 13:59:36.000000,2023-06-29 09:39:09,8361.0,113.0,2090.0,199.0,4019.0,15.0,1847.0,18670,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-06-22 13:34:26,3.18.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,718.0,718.0,https://pypi.org/project/jina,392847.0,426494.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,49222.0,https://hub.docker.com/r/jinaai/jina,2023-06-29 10:44:52.420639,8.0,1252187.0,2.0,,,,,,,,,,,,,,,
47,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-06-27 12:54:09.000000,2023-06-27 12:54:08,964.0,90.0,1853.0,224.0,421.0,172.0,927.0,9720,Download market data from Yahoo! Finances API.,85.0,39,True,2023-06-24 18:43:39,0.2.22,57.0,yfinance,ranaroussi/yfinance,,,,24474.0,24474.0,https://pypi.org/project/yfinance,659390.0,662765.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,77631.0,,,,,1.0,,,,,,,,,,,,,,,
48,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-06-29 07:30:33.000000,2023-06-29 06:56:31,16063.0,469.0,827.0,123.0,3133.0,123.0,1320.0,8280,A hyperparameter optimization framework.,233.0,39,False,2023-05-30 05:59:24,3.2.0,59.0,optuna,conda-forge/optuna,,,,8525.0,8525.0,https://pypi.org/project/optuna,1525261.0,1535910.0,https://anaconda.org/conda-forge/optuna,2023-06-16 16:19:02.890,457935.0,,,,,1.0,,,,,,,,,,,,,,,
49,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-06-29 13:55:31.000000,2023-06-29 09:28:03,37195.0,893.0,25934.0,2039.0,41759.0,,,36109,Apache Spark Python API.,2891.0,38,True,,,32.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,25386420.0,25459818.0,https://anaconda.org/conda-forge/pyspark,2023-06-27 13:31:45.123,2642363.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,
50,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-06-26 15:03:50.000000,2023-01-30 18:15:21,1757.0,,7979.0,1041.0,1444.0,58.0,1712.0,32279,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,38,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,43541.0,43541.0,https://pypi.org/project/gym,413617.0,419751.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,233120.0,,,,,1.0,,,,,,,,,,,,,,,
51,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-06-27 07:44:36.000000,2023-06-23 17:31:52,2311.0,26.0,5692.0,411.0,1284.0,934.0,2997.0,26679,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,417.0,38,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1667.0,1667.0,https://pypi.org/project/fairseq,499530.0,500596.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,37140.0,,,,,1.0,314.0,,,,,,,,,facebookresearch/fairseq,,,,,
52,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-05-26 22:59:26.000000,2023-05-26 22:59:26,2668.0,9.0,7193.0,609.0,2179.0,150.0,1575.0,24100,The fastai deep learning library.,238.0,38,True,2023-03-28 20:28:42,2.7.12,49.0,fastai,,,,['pytorch'],13987.0,13987.0,https://pypi.org/project/fastai,327157.0,327157.0,,,,,,,,2.0,,,,,,,,,,,,,,,
53,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-06-29 13:38:39.000000,2023-06-28 15:48:27,9372.0,305.0,2865.0,234.0,9046.0,674.0,5566.0,23875,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",880.0,38,True,2023-06-22 18:23:35,2.0.4,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,3817712.0,3841742.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-06-25 08:38:46.707,850027.0,,,,,2.0,12590.0,,,,,,,,,Lightning-AI/lightning,,,,,
54,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-06-23 19:06:24.000000,2023-01-26 21:28:45,11896.0,,6520.0,1083.0,11116.0,1795.0,7763.0,20460,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6532.0,6532.0,https://pypi.org/project/mxnet,358454.0,358908.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,9718.0,,,,,2.0,26145.0,,,,,,,,,apache/mxnet,,,,,
55,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2023-06-29 02:54:45.000000,2023-06-29 02:54:44,1789.0,53.0,1333.0,211.0,839.0,143.0,924.0,8979,Simple job queues for Python.,298.0,38,False,2023-06-21 01:53:02,1.15.1,27.0,rq,conda-forge/rq,,,,13905.0,13905.0,https://pypi.org/project/rq,806172.0,807295.0,https://anaconda.org/conda-forge/rq,2023-06-16 13:18:02.675,93229.0,,,,,1.0,,,,,,,,,,,,,,,
56,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-06-29 12:59:22.000000,2023-06-29 12:39:00,2463.0,70.0,826.0,125.0,1536.0,212.0,550.0,8313,Differentiable Computer Vision Library.,218.0,38,True,2023-04-20 21:02:06,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],5010.0,5010.0,https://pypi.org/project/kornia,2455497.0,2457843.0,https://anaconda.org/conda-forge/kornia,2023-06-16 19:19:05.197,86377.0,,,,,1.0,704.0,,,,,,,,,,,,,,
57,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2023-06-29 13:21:43.000000,2023-06-29 00:22:07,6182.0,206.0,1246.0,133.0,3552.0,393.0,3711.0,7197,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,284.0,38,True,2023-06-22 16:49:04,1.5.2,100.0,dbt,conda-forge/dbt,,,,2874.0,2874.0,https://pypi.org/project/dbt,122075.0,125231.0,https://anaconda.org/conda-forge/dbt,2023-06-16 13:24:35.863,242235.0,,,,,1.0,1990.0,,,dbt,,,,,,,,,,,
58,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2023-06-29 14:09:20.000000,2023-06-29 10:16:40,39553.0,757.0,3801.0,261.0,21531.0,4057.0,1687.0,6971,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1503.0,38,True,2023-05-31 20:18:43,2.48.0,31.0,apache-beam,conda-forge/apache-beam-with-aws,,,,2.0,2.0,https://pypi.org/project/apache-beam,6325857.0,6328122.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2023-06-02 04:31:25.621,47580.0,,,,,1.0,,,,,,,,,,,,,,,
59,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-06-29 13:52:02.000000,2023-06-29 00:39:52,3658.0,204.0,1082.0,104.0,2711.0,623.0,1136.0,6611,A unified framework for machine learning with time series.,263.0,38,True,2023-06-24 13:01:21,0.20.0,46.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1389.0,1389.0,https://pypi.org/project/sktime,1052987.0,1080733.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-06-25 16:43:47.590,638147.0,,,,,1.0,82.0,,,,,,,,,sktime/sktime,,,,,
60,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-06-27 10:28:18.000000,2023-06-27 10:28:14,1679.0,21.0,2156.0,168.0,761.0,49.0,958.0,6293,Python Data. Leaflet.js Maps.,151.0,38,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,26555.0,26555.0,https://pypi.org/project/folium,657451.0,681595.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2100547.0,,,,,1.0,,,,,,,,,,,,,,,
61,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-06-29 13:56:11.000000,2023-06-28 16:19:04,17452.0,87.0,1153.0,86.0,7275.0,459.0,4006.0,2282,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,342.0,38,True,2023-06-06 14:43:08,1.4.2,55.0,mne,conda-forge/mne,,,,2791.0,2791.0,https://pypi.org/project/mne,60326.0,64323.0,https://anaconda.org/conda-forge/mne,2023-06-06 15:49:33.314,303793.0,,,,,1.0,,,,,,,,,,,,,,,
62,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-06-29 00:50:58.000000,2023-06-26 19:54:01,3147.0,187.0,966.0,131.0,2540.0,443.0,806.0,1876,A library for training and deploying machine learning models on Amazon SageMaker.,374.0,38,True,2023-06-22 04:37:50,2.168.0,128.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2701.0,2701.0,https://pypi.org/project/sagemaker,28270101.0,28288840.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-06-20 02:33:08.763,637150.0,,,,,2.0,,,,,,,,,,,,,,,
63,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-06-29 14:01:53.000000,2023-06-28 16:12:54,5370.0,120.0,673.0,57.0,4551.0,1119.0,2191.0,1473,A distributed task scheduler for Dask.,310.0,38,True,,,170.0,distributed,conda-forge/distributed,,,,29460.0,29460.0,https://pypi.org/project/distributed,4673395.0,4974664.0,https://anaconda.org/conda-forge/distributed,2023-06-26 22:21:02.384,11146964.0,,,,,1.0,,,,,,,,,,,,,,,
64,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-06-12 06:54:47.545000,2023-06-12 03:02:41,1490.0,25.0,256.0,32.0,453.0,79.0,473.0,1273,Python library for reading and writing image data.,103.0,38,True,2023-06-12 03:02:52,2.31.1,56.0,imageio,conda-forge/imageio,,,,94444.0,94444.0,https://pypi.org/project/imageio,14703698.0,14770689.0,https://anaconda.org/conda-forge/imageio,2023-06-12 06:54:47.545,5157347.0,,,,,1.0,754.0,,,,,,,,,,,,,,
65,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778000,2020-02-15 08:33:35,523.0,,6437.0,1285.0,164.0,609.0,217.0,30832,Chinese Words Segementation Utilities.,48.0,37,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,22937.0,22937.0,https://pypi.org/project/jieba,578416.0,580334.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,141958.0,,,,,1.0,,,,,,,,,,,,,,,
66,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-06-28 23:22:17.000000,2023-06-26 21:06:10,847.0,59.0,2932.0,454.0,756.0,298.0,1800.0,22873,A library for efficient similarity search and clustering of dense vectors.,131.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,1189.0,1189.0,https://pypi.org/project/pymilvus,348593.0,370023.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,792910.0,,,,,1.0,,,,,,,,,,,,,,,
67,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-06-28 18:44:17.000000,2023-06-28 18:34:54,6902.0,159.0,1822.0,409.0,961.0,710.0,814.0,18918,Data Apps & Dashboards for Python. No JavaScript Required.,137.0,37,True,2023-06-23 19:04:05,2.11.0,96.0,dash,conda-forge/dash,,,,286.0,286.0,https://pypi.org/project/dash,1688578.0,1716378.0,https://anaconda.org/conda-forge/dash,2023-06-25 11:50:38.287,1000833.0,,,,,1.0,,,,,,,,,,,,,,,
68,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2023-06-16 13:25:26.049000,2023-05-04 09:47:52,4078.0,4.0,2282.0,482.0,2270.0,90.0,876.0,16606,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",600.0,37,True,2023-05-04 09:55:49,3.3.0,56.0,luigi,luigi,,,,2156.0,2156.0,https://pypi.org/project/luigi,577135.0,577284.0,https://anaconda.org/anaconda/luigi,2023-06-16 13:25:26.049,13149.0,,,,,2.0,,stable/luigi,,,,,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-06-28 10:22:29.000000,2023-06-09 09:05:24,5537.0,155.0,1688.0,199.0,1128.0,59.0,2088.0,12902,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,37,False,2023-03-30 15:49:56,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2574.0,2574.0,https://pypi.org/project/flair,76109.0,76657.0,https://anaconda.org/conda-forge/python-flair,2023-06-16 19:21:04.281,19208.0,,,,,1.0,,,,,,,,,,,,,,,
70,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-06-29 13:52:59.000000,2023-06-29 09:20:51,3140.0,181.0,2760.0,168.0,3651.0,319.0,1950.0,11907,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",268.0,37,True,2023-06-27 03:26:45,1.1.1,32.0,dgl,,,,,112.0,112.0,https://pypi.org/project/dgl,75559.0,75559.0,,,,,,,,1.0,,,,,,,,,,,,,,,
71,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-06-22 12:51:58.000000,2023-05-26 02:38:21,1093.0,5.0,1336.0,251.0,643.0,316.0,1008.0,10605,Video editing with Python.,158.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,26164.0,26164.0,https://pypi.org/project/moviepy,617552.0,620167.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,185692.0,,,,,1.0,,,,,,,,,,,,,,,
72,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2023-06-29 14:04:40.000000,2023-06-29 13:10:27,11159.0,523.0,1330.0,77.0,6426.0,94.0,1556.0,8543,Always know what to expect from your data.,394.0,37,True,2023-06-22 22:53:13,0.17.1,176.0,great_expectations,conda-forge/great-expectations,,,,,,https://pypi.org/project/great_expectations,10497215.0,10515427.0,https://anaconda.org/conda-forge/great-expectations,2023-06-24 23:35:42.919,673844.0,,,,,2.0,,,,,,,,,,,,,,,
73,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-06-07 16:28:04.000000,2023-05-25 07:31:30,882.0,46.0,951.0,122.0,254.0,21.0,612.0,7707,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,37,True,2023-05-02 03:20:40,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,32889.0,32889.0,https://pypi.org/project/sentencepiece,10398601.0,10413394.0,https://anaconda.org/conda-forge/sentencepiece,2023-06-06 08:02:29.817,500811.0,,,,,1.0,28165.0,,,,,,,,,,,,,,
74,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-06-29 13:40:10.000000,2023-06-29 13:16:16,9562.0,98.0,1715.0,228.0,3637.0,169.0,2882.0,7636,Bayesian Modeling in Python.,461.0,37,False,2023-06-09 14:56:03,5.5.0,62.0,pymc3,conda-forge/pymc3,,,,1688.0,1688.0,https://pypi.org/project/pymc3,423659.0,430213.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,522901.0,,,,,1.0,1913.0,,,,,,,,,,,,,,
75,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-06-26 02:17:50.000000,2023-06-26 02:12:04,4865.0,160.0,1586.0,127.0,911.0,281.0,1814.0,7435,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-06-26 02:17:50,3.0.3,23.0,pycaret,conda-forge/pycaret,,,,3919.0,3919.0,https://pypi.org/project/pycaret,197358.0,198390.0,https://anaconda.org/conda-forge/pycaret,2023-06-16 19:21:17.524,34508.0,,,,,2.0,650.0,,,,,,,,,,,,,,
76,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-06-29 14:23:53.000000,2023-06-28 19:56:11,18313.0,742.0,1833.0,180.0,2980.0,412.0,1720.0,6742,End-to-End Speech Processing Toolkit.,353.0,37,True,2023-05-01 12:53:04,.202304,49.0,espnet,,,,,197.0,197.0,https://pypi.org/project/espnet,28700.0,28701.0,,,,,,,,1.0,78.0,,,,,,,,,,,,,,
77,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-06-29 13:26:16.000000,2023-06-29 13:26:15,947.0,183.0,520.0,89.0,858.0,101.0,702.0,5071,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",150.0,37,True,2023-06-08 16:19:01,0.20.3,31.0,accelerate,conda-forge/accelerate,,,['pytorch'],8807.0,8807.0,https://pypi.org/project/accelerate,3332928.0,3335027.0,https://anaconda.org/conda-forge/accelerate,2023-06-12 20:10:44.339,41981.0,,,,,1.0,,,,,,,,,,,,,,,
78,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-06-27 06:47:03.000000,2023-06-27 06:38:39,2197.0,13.0,520.0,89.0,728.0,199.0,862.0,3328,Manipulation and analysis of geometric objects.,145.0,37,True,2023-01-30 08:56:47,2.0.1,26.0,shapely,conda-forge/shapely,,,,47976.0,47976.0,https://pypi.org/project/shapely,12536219.0,12621780.0,https://anaconda.org/conda-forge/shapely,2023-06-16 13:05:34.573,7863637.0,,,,,2.0,1758.0,,,,,,,,,,,,,,
79,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2023-06-29 14:02:15.000000,2023-06-28 13:46:05,1473.0,26.0,360.0,61.0,684.0,337.0,451.0,3313,Computing with Python functions.,122.0,37,True,,,26.0,joblib,conda-forge/joblib,,,,304029.0,304029.0,https://pypi.org/project/joblib,25976757.0,26541796.0,https://anaconda.org/conda-forge/joblib,2023-06-28 15:28:32.573,19776379.0,,,,,2.0,,,,,,,,,,,,,,,
80,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-06-29 13:55:24.008664,2023-06-29 09:10:23,17394.0,596.0,2081.0,336.0,15867.0,521.0,7609.0,20617,"A cloud-native vector database, storage for next generation AI applications.",249.0,36,True,2023-06-14 11:28:10,2.2.10,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,348593.0,438725.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-06-29 13:55:24.008664,30.0,3905352.0,1.0,30124.0,,,,,,,,,,,,,,
