,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
42,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2022-05-26 12:42:05.000000,2022-05-26 11:59:41,7500,401.0,1885.0,179.0,3304.0,63.0,1418.0,14650,Cloud-native neural search framework for kind of data.,147.0,38,True,2022-05-26 11:41:19,3.4.9,100.0,jina,conda-forge/jina-core,jinaai/jina,,,285.0,285.0,https://pypi.org/project/jina,59944.0,99903.0,https://anaconda.org/conda-forge/jina-core,2022-04-22 14:11:20.474,5228.0,https://hub.docker.com/r/jinaai/jina,2022-05-26 12:21:46.980285,7.0,1061276.0,2.0,,,,,,,,,,,,,,,
43,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-05-25 07:52:30.000000,2022-05-11 01:37:53,5477,92.0,2098.0,272.0,1348.0,1111.0,1197.0,11551,The interactive graphing library for Python (includes Plotly Express).,201.0,38,True,2022-05-11 01:36:25,5.8.0,82.0,plotly,conda-forge/plotly,,,,10.0,10.0,https://pypi.org/project/plotly,7743812.0,7826596.0,https://anaconda.org/conda-forge/plotly,2022-05-11 04:58:57.208,2578260.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,45418.0,,,,,,,,,,
44,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-05-15 01:29:43.000000,2022-05-08 14:53:24,8081,44.0,2625.0,479.0,552.0,40.0,1990.0,11152,A toolkit for making real world machine learning and data analysis applications in C++.,175.0,38,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,,,14356.0,14356.0,https://pypi.org/project/dlib,140625.0,147047.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,416319.0,,,,,2.0,24960.0,,,,,,,,,,,,,,
45,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-05-26 01:22:41.000000,2022-05-26 00:43:15,2689,28.0,2118.0,277.0,3065.0,80.0,2429.0,11004,"An open-source NLP research library, built on PyTorch.",262.0,38,True,2022-04-14 21:48:50,2.9.3,57.0,allennlp,conda-forge/allennlp,,,['pytorch'],2504.0,2504.0,https://pypi.org/project/allennlp,58763.0,60183.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,58252.0,,,,,1.0,46.0,1.0,,,,,,,,,,,,,
46,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2022-05-26 13:06:56.000000,2022-05-26 07:19:33,13287,510.0,1702.0,211.0,3769.0,103.0,2408.0,9799,The friendly PIL fork (Python Imaging Library).,398.0,38,True,2022-05-17 16:46:23,9.1.1,46.0,Pillow,conda-forge/pillow,,,,,,https://pypi.org/project/Pillow,45708396.0,45914847.0,https://anaconda.org/conda-forge/pillow,2022-05-17 20:00:29.570,15070952.0,,,,,1.0,,-7.0,,,,,,,,,,,,,
47,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-05-24 17:41:49.000000,2022-05-24 17:41:47,1004,57.0,1289.0,152.0,410.0,107.0,463.0,8998,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",7916.0,7916.0,https://pypi.org/project/pandas-profiling,1098948.0,1101930.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,205796.0,,,,,1.0,,,,,,,,,,,,,,,
48,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-05-26 13:55:16.000000,2022-05-26 06:54:03,25187,455.0,572.0,122.0,5057.0,346.0,1351.0,6038,NumPy & SciPy for GPU.,303.0,38,True,2022-05-26 07:35:42,10.5.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1037.0,1037.0,https://pypi.org/project/cupy,25823.0,73446.0,https://anaconda.org/conda-forge/cupy,2022-05-04 10:15:12.738,1432294.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54770.0,1.0,31346.0,,,,,,,,,,,,,,
49,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-05-26 12:53:03.000000,2022-05-11 14:46:29,2056,102.0,6528.0,355.0,2181.0,485.0,5324.0,19833,OpenMMLab Detection Toolbox and Benchmark.,335.0,37,True,2022-04-30 14:27:27,2.24.1,33.0,mmdet,,,,['pytorch'],382.0,382.0,https://pypi.org/project/mmdet,38210.0,38210.0,,,,,,,,1.0,,,,,,,,,,,,,,,
50,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-05-12 12:19:33.000000,2022-05-12 12:19:33,4036,14.0,2243.0,489.0,2225.0,65.0,870.0,15700,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",588.0,37,True,2021-04-15 11:39:33,3.0.3,51.0,luigi,luigi,,,,1742.0,1742.0,https://pypi.org/project/luigi,576835.0,576968.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10049.0,,,,,1.0,,,,,,stable/luigi,,,,,,,,,
51,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-05-26 13:39:46.000000,2022-05-25 15:25:16,2773,258.0,2621.0,274.0,3701.0,877.0,1351.0,11898,Open source platform for the machine learning lifecycle.,410.0,37,True,2022-05-16 11:03:08,1.26.0,53.0,mlflow,conda-forge/mlflow,,,,,,https://pypi.org/project/mlflow,10608922.0,10624396.0,https://anaconda.org/conda-forge/mlflow,2022-05-16 13:59:36.818,572546.0,,,,,1.0,,,,,,,,,,,,,,,
52,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-05-26 13:28:15.000000,2022-05-26 13:19:39,2771,280.0,5842.0,363.0,3751.0,560.0,1783.0,11697,"Datasets, Transforms and Models specific to Computer Vision.",486.0,37,True,2022-03-10 18:28:39,0.12.0,28.0,torchvision,conda-forge/torchvision,,,['pytorch'],,,https://pypi.org/project/torchvision,5259036.0,5263722.0,https://anaconda.org/conda-forge/torchvision,2022-03-29 18:28:29.092,243444.0,,,,,1.0,5714.0,,,,,,,,,,,,,,
53,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-05-22 13:06:25.000000,2022-05-12 19:46:42,1077,5.0,1198.0,242.0,609.0,274.0,885.0,9250,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,15871.0,15871.0,https://pypi.org/project/moviepy,4693001.0,4694901.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,110233.0,,,,,1.0,,,,,,,,,,,,,,,
54,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-05-26 09:31:38.000000,2022-05-24 22:47:05,14528,110.0,879.0,147.0,3151.0,523.0,1730.0,9160,The easiest way to automate your data.,328.0,37,True,2022-05-24 22:38:41,1.2.2,106.0,prefect,conda-forge/prefect,,,,786.0,786.0,https://pypi.org/project/prefect,245980.0,252920.0,https://anaconda.org/conda-forge/prefect,2022-04-28 18:00:46.827,263732.0,,,,,1.0,,,,,,,,,,,,,,,
55,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-05-24 22:54:37.000000,2022-05-22 10:43:08,1639,17.0,1268.0,215.0,688.0,181.0,778.0,8318,Simple job queues for Python.,261.0,37,False,2021-12-07 12:48:17,1.10.1,19.0,rq,conda-forge/rq,,,,10335.0,10335.0,https://pypi.org/project/rq,574262.0,575280.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,71300.0,,,,,1.0,,,,,,,,,,,,,,,
56,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-05-26 12:24:49.000000,2022-05-26 12:24:49,8661,216.0,1509.0,230.0,3080.0,185.0,2486.0,6590,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,384.0,37,False,2022-03-15 10:09:50,3.11.5,35.0,pymc3,conda-forge/pymc3,,,,625.0,625.0,https://pypi.org/project/pymc3,355423.0,361546.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,408917.0,,,,,1.0,1903.0,,,,,,,,,,,,,,
57,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-05-24 18:41:10.000000,2022-05-01 13:54:15,2292,105.0,1295.0,115.0,686.0,243.0,1301.0,5704,"An open-source, low-code machine learning library in Python.",78.0,37,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,,,2140.0,2140.0,https://pypi.org/project/pycaret,449592.0,450093.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,9998.0,,,,,1.0,566.0,,,,,,,,,,,,,,
58,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-05-26 09:07:42.000000,2022-05-19 13:50:02,15083,885.0,1524.0,179.0,2537.0,275.0,1513.0,5081,End-to-End Speech Processing Toolkit.,273.0,37,True,2022-04-12 04:36:08,.202204,43.0,espnet,,,,,50.0,50.0,https://pypi.org/project/espnet,8124.0,8125.0,,,,,,,,1.0,76.0,1.0,,,,,,,,,,,,,
59,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-05-26 14:04:31.000000,2022-05-26 14:04:30,10510,715.0,586.0,85.0,3767.0,885.0,3151.0,4769,"An orchestration platform for the development, production, and observation of data assets.",208.0,37,True,2022-05-21 08:23:52,0.14.16,100.0,dagster,conda-forge/dagster,,,,384.0,384.0,https://pypi.org/project/dagster,279453.0,296444.0,https://anaconda.org/conda-forge/dagster,2022-05-22 16:05:51.382,509753.0,,,,,1.0,,,,,,,,,,,,,,,
60,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-05-25 13:46:08.000000,2022-05-25 13:46:07,5109,76.0,242.0,84.0,562.0,14.0,103.0,2525,"A refreshing functional take on deep learning, compatible with your favorite libraries.",51.0,37,True,2022-05-19 11:42:59,8.0.16,58.0,thinc,conda-forge/thinc,,,,21486.0,21486.0,https://pypi.org/project/thinc,5672772.0,5704899.0,https://anaconda.org/conda-forge/thinc,2022-03-15 17:15:05.102,2024062.0,,,,,2.0,,,,,,,,,,,,,,,
61,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-05-26 07:33:56.822000,2022-05-26 05:22:26,2510,139.0,757.0,100.0,1986.0,319.0,696.0,1628,A library for training and deploying machine learning models on Amazon SageMaker.,259.0,37,True,2022-05-26 02:58:14,2.92.0,102.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1375.0,1375.0,https://pypi.org/project/sagemaker,8941118.0,8950130.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-05-26 07:33:56.822,270385.0,,,,,1.0,,,,,,,,,,,,,,,
62,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-05-26 13:05:36.000000,2022-05-26 11:46:14,33233,772.0,24573.0,2078.0,36662.0,,,32955,Apache Spark Python API.,2672.0,36,True,,,21.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,20730734.0,20757160.0,https://anaconda.org/conda-forge/pyspark,2022-01-26 09:34:57.784,1638436.0,,,,,2.0,,-6.0,,,,stable/spark,,,,,,,,,
63,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6316.0,1292.0,163.0,591.0,210.0,28623,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,13379.0,13379.0,https://pypi.org/project/jieba,654330.0,656091.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,107434.0,,,,,1.0,,,,,,,,,,,,,,,
64,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-05-26 11:06:34.000000,2022-05-25 18:29:08,11839,45.0,6542.0,1097.0,11027.0,1776.0,7726.0,19988,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",974.0,36,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],,,https://pypi.org/project/mxnet,329074.0,329561.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,7478.0,,,,,2.0,24961.0,,,,,,,,,,,,,,
65,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-05-25 22:16:49.000000,2022-05-23 23:26:35,2175,47.0,4341.0,332.0,1048.0,544.0,2843.0,17053,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,386.0,36,True,2021-01-05 20:26:03,0.10.2,13.0,fairseq,conda-forge/fairseq,,,['pytorch'],799.0,799.0,https://pypi.org/project/fairseq,52649.0,53307.0,https://anaconda.org/conda-forge/fairseq,2021-04-28 18:08:39.753,14375.0,,,,,1.0,237.0,,,,,,facebookresearch/fairseq,,,,,,,,
66,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-05-26 12:58:11.000000,2022-05-25 11:17:53,30123,196.0,3869.0,339.0,4596.0,835.0,5696.0,14016,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",539.0,36,True,2022-05-20 13:24:18,2.8.28,100.0,rasa,,,,['tensorflow'],,,https://pypi.org/project/rasa,155489.0,155489.0,,,,,,,,1.0,,,,,,,,,,,,,,,
67,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,3964.0,554.0,695.0,292.0,1253.0,12261,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,4388.0,4388.0,https://pypi.org/project/chatterbot,82591.0,82591.0,,,,,,,,1.0,,,,,,,,,,,,,,,
68,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-05-23 17:45:36.000000,2022-05-20 02:30:38,4489,146.0,1550.0,201.0,927.0,98.0,1766.0,11635,A very simple framework for state-of-the-art Natural Language Processing (NLP).,226.0,36,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,,,['pytorch'],1377.0,1377.0,https://pypi.org/project/flair,87633.0,87982.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,7679.0,,,,,1.0,,,,,,,,,,,,,,,
69,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-05-26 12:42:22.000000,2022-05-26 01:35:45,2696,190.0,1597.0,275.0,3107.0,282.0,1332.0,11499,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-04-18 13:06:42,2.7,35.0,nni,,,,,230.0,230.0,https://pypi.org/project/nni,13814.0,13814.0,,,,,,,,1.0,,,,,,,,,,,,,,,
70,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-05-26 14:10:03.000000,2022-05-26 14:10:03,14797,572.0,1352.0,200.0,11457.0,242.0,4862.0,10432,An open-source vector database for scalable similarity search and AI applications.,209.0,36,True,2022-04-02 10:12:24,2.0.2,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,40096.0,75698.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-05-13 16:55:10.413664,18.0,955826.0,1.0,28669.0,,,,,,,,,,,,,,
71,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-05-26 13:49:22.000000,2022-05-26 13:49:21,23163,1364.0,966.0,193.0,293.0,381.0,1425.0,6528,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",991.0,36,True,2022-05-19 07:31:43,1.0.6,79.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,2614678.0,2637677.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1035100.0,,,,,2.0,80412.0,,,,,,,,,,,,,,
72,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-03-08 01:34:55.000000,2022-01-05 04:28:43,30604,,1321.0,290.0,6582.0,10.0,2029.0,5693,A flexible framework of neural networks for deep learning.,320.0,36,True,2022-01-05 05:30:41,7.8.1,100.0,chainer,conda-forge/chainer,,,,2607.0,2607.0,https://pypi.org/project/chainer,17282.0,17564.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,7619.0,,,,,2.0,,,,,,,,,,,,,,,
73,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2022-05-26 00:56:32.000000,2022-05-20 16:02:14,5476,122.0,886.0,105.0,2355.0,312.0,2482.0,4857,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,215.0,36,True,2022-05-20 16:46:31,1.0.7,100.0,dbt,conda-forge/dbt,,,,469.0,469.0,https://pypi.org/project/dbt,1490679.0,1493677.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,197551.0,,,,,2.0,355.0,,,,,,,dbt,,,,,,,
74,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-05-25 22:04:09.000000,2022-05-25 21:24:08,2786,224.0,332.0,72.0,1259.0,84.0,401.0,3017,Flax is a neural network library for JAX that is designed for flexibility.,151.0,36,True,2022-05-23 12:52:22,0.5.0,15.0,flax,conda-forge/flax,,,['jax'],959.0,959.0,https://pypi.org/project/flax,177863.0,178156.0,https://anaconda.org/conda-forge/flax,2022-05-23 14:20:21.512,4095.0,,,,,2.0,42.0,1.0,,,,,,,,,,,,,
75,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-05-20 16:57:04.000000,2022-05-20 16:57:04,1407,6.0,321.0,63.0,603.0,299.0,397.0,2806,Computing with Python functions.,110.0,36,True,,,23.0,joblib,conda-forge/joblib,,,,186009.0,186009.0,https://pypi.org/project/joblib,24718610.0,24845222.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,8862844.0,,,,,2.0,,,,,,,,,,,,,,,
76,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-05-26 13:56:55.000000,2022-05-25 08:03:24,16866,169.0,1008.0,78.0,6633.0,364.0,3663.0,1938,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,288.0,36,True,2022-05-12 13:39:57,1.0.3,41.0,mne,conda-forge/mne,,,,1622.0,1622.0,https://pypi.org/project/mne,50916.0,54044.0,https://anaconda.org/conda-forge/mne,2022-05-24 08:46:35.912,197116.0,,,,,1.0,,,,,,,,,,,,,,,
77,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-05-26 13:50:35.000000,2022-05-24 13:35:09,1459,16.0,510.0,54.0,1805.0,190.0,711.0,1516,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,191.0,36,True,2022-05-21 14:35:04,0.17.0,31.0,tensorflow-addons,,,,['tensorflow'],6403.0,6403.0,https://pypi.org/project/tensorflow-addons,1413849.0,1413849.0,,,,,,,,1.0,,,,,,,,,,,,,,,
78,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-05-26 05:53:34.000000,2022-05-25 12:20:47,1380,40.0,209.0,31.0,366.0,52.0,393.0,1049,Python library for reading and writing image data.,90.0,36,True,2022-05-16 03:05:44,2.19.2,31.0,imageio,conda-forge/imageio,,,,61995.0,61995.0,https://pypi.org/project/imageio,17687528.0,17732657.0,https://anaconda.org/conda-forge/imageio,2022-05-17 12:16:21.296,2887981.0,,,,,2.0,237.0,,,,,,,,,,,,,,
79,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2022-05-26 12:09:17.000000,2022-05-25 02:44:29,2322,302.0,7047.0,619.0,2061.0,98.0,1487.0,22317,The fastai deep learning library.,201.0,35,True,2022-05-01 02:02:21,2.6.3,39.0,fastai,,,,['pytorch'],,,https://pypi.org/project/fastai,284899.0,284899.0,,,,,,,,2.0,,,,,,,,,,,,,,,
80,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-05-20 21:17:03.000000,2022-04-09 08:05:04,498,14.0,2026.0,284.0,163.0,112.0,449.0,14882,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",98.0,35,True,2022-04-09 07:42:02,1.4.2,16.0,easyocr,,,,,1177.0,1177.0,https://pypi.org/project/easyocr,105595.0,174603.0,,,,,,,,1.0,1587188.0,,,,,,,,,,,,,,
81,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-05-26 13:32:36.000000,2022-05-26 13:32:35,5555,194.0,2557.0,242.0,829.0,909.0,1606.0,14696,Graph Neural Network Library for PyTorch.,269.0,35,True,2022-03-12 16:43:21,2.0.4,31.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],,,https://pypi.org/project/torch-geometric,87858.0,88152.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-05-16 23:57:36.692,6482.0,,,,,1.0,,,,,,,,,,,,,,,
