,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
43,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-06-23 01:38:08.000000,2022-06-23 01:38:07,4041,12.0,2254.0,491.0,2235.0,66.0,871.0,15776,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",591.0,38,True,2022-06-20 12:19:28,3.1.0,52.0,luigi,luigi,,,,1770.0,1770.0,https://pypi.org/project/luigi,610702.0,610840.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10537.0,,,,,1.0,,,,,,,stable/luigi,,,,,,,,
44,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-06-23 13:43:16.000000,2022-06-23 13:43:15,5514,121.0,2113.0,274.0,1365.0,1130.0,1203.0,11683,The interactive graphing library for Python (includes Plotly Express).,201.0,38,True,2022-06-10 16:45:47,5.8.2,84.0,plotly,conda-forge/plotly,,,,10.0,10.0,https://pypi.org/project/plotly,7623348.0,7707640.0,https://anaconda.org/conda-forge/plotly,2022-06-10 21:16:29.949,2751078.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,44991.0,,,,,,,,,
45,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-06-22 21:50:20.000000,2022-06-21 19:03:16,2704,29.0,2129.0,279.0,3082.0,81.0,2438.0,11060,"An open-source NLP research library, built on PyTorch.",263.0,38,True,2022-04-14 21:48:50,2.9.3,57.0,allennlp,conda-forge/allennlp,,,['pytorch'],2579.0,2579.0,https://pypi.org/project/allennlp,75087.0,76766.0,https://anaconda.org/conda-forge/allennlp,2022-04-15 04:27:02.306,70557.0,,,,,1.0,46.0,,,,,,,,,,,,,,
46,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2022-06-23 06:18:22.000000,2022-06-21 15:22:57,14533,80.0,912.0,147.0,3172.0,562.0,1755.0,9443,The easiest way to automate your data.,333.0,38,True,2022-05-24 22:38:41,1.2.2,107.0,prefect,conda-forge/prefect,,,,909.0,909.0,https://pypi.org/project/prefect,288759.0,295870.0,https://anaconda.org/conda-forge/prefect,2022-06-22 14:00:18.493,277367.0,,,,,1.0,,,,,,,,,,,,,,,
47,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-18 13:53:05.000000,2022-06-03 15:43:48,1006,58.0,1298.0,154.0,414.0,109.0,465.0,9143,Create HTML profiling reports from pandas DataFrame objects.,88.0,38,True,2022-05-02 02:53:44,3.2.0,32.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",8232.0,8232.0,https://pypi.org/project/pandas-profiling,1203833.0,1206910.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,215408.0,,,,,1.0,,,,,,,,,,,,,,,
48,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-06-23 13:29:59.000000,2022-06-23 13:29:58,25327,455.0,575.0,120.0,5091.0,359.0,1356.0,6094,NumPy & SciPy for GPU.,306.0,38,True,2022-05-26 07:35:42,10.5.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1069.0,1069.0,https://pypi.org/project/cupy,144468.0,194365.0,https://anaconda.org/conda-forge/cupy,2022-06-01 09:20:39.153,1549414.0,https://hub.docker.com/r/cupy/cupy,2022-05-26 07:39:25.102869,7.0,54870.0,1.0,35688.0,,,,,,,,,,,,,,
49,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-06-23 14:09:27.000000,2022-06-23 05:16:25,36359,975.0,3385.0,257.0,18033.0,3730.0,235.0,5620,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1291.0,38,True,2022-05-25 18:47:33,2.39.0,22.0,apache-beam,conda-forge/apache-beam-with-aws,,,,,,https://pypi.org/project/apache-beam,6612069.0,6613700.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-27 15:46:39.689,14680.0,,,,,1.0,,,,,,,,,,,,,,,
50,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-06-23 13:32:09.000000,2022-06-23 13:23:58,4986,675.0,4606.0,370.0,1987.0,1094.0,3574.0,22909,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",107.0,37,True,2022-05-09 11:48:13,2.5.0,5.0,paddleocr,,,,['paddle'],691.0,691.0,https://pypi.org/project/paddleocr,50846.0,50846.0,,,,,,,,1.0,,,,,,,,,,,,,,,
51,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-06-23 02:33:27.000000,2022-06-01 14:14:31,2091,93.0,6631.0,358.0,2215.0,548.0,5417.0,20171,OpenMMLab Detection Toolbox and Benchmark.,343.0,37,True,2022-06-01 14:16:46,2.25.0,34.0,mmdet,,,,['pytorch'],427.0,427.0,https://pypi.org/project/mmdet,39516.0,39516.0,,,,,,,,1.0,,,,,,,,,,,,,,,
52,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2022-06-21 23:55:47.000000,2022-06-21 21:56:53,1392,55.0,3122.0,277.0,236.0,56.0,459.0,19220,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",76.0,37,True,2022-04-03 22:14:28,0.1-weights-swin2,31.0,timm,conda-forge/timm,,,['pytorch'],3410.0,3410.0,https://pypi.org/project/timm,2691088.0,2728413.0,https://anaconda.org/conda-forge/timm,2021-06-30 20:44:15.682,20173.0,,,,,1.0,1348589.0,,,,,,,,,,,,,,
53,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-06-23 13:45:59.000000,2022-06-22 19:02:18,2838,272.0,2688.0,274.0,3790.0,812.0,1488.0,12089,Open source platform for the machine learning lifecycle.,437.0,37,True,2022-05-28 01:18:34,1.26.1,54.0,mlflow,conda-forge/mlflow,,,,,,https://pypi.org/project/mlflow,11190002.0,11205946.0,https://anaconda.org/conda-forge/mlflow,2022-05-28 13:03:41.958,605888.0,,,,,1.0,,,,,,,,,,,,,,,
54,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-06-23 13:39:33.000000,2022-06-23 10:13:19,2806,231.0,5893.0,364.0,3820.0,566.0,1802.0,11910,"Datasets, Transforms and Models specific to Computer Vision.",487.0,37,True,2022-03-10 18:28:39,0.12.0,28.0,torchvision,conda-forge/torchvision,,,['pytorch'],,,https://pypi.org/project/torchvision,5040844.0,5045999.0,https://anaconda.org/conda-forge/torchvision,2022-03-29 18:28:29.092,272085.0,,,,,1.0,7304.0,,,,,,,,,,,,,,
55,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-06-21 09:34:57.000000,2022-06-18 02:19:11,8085,31.0,2644.0,477.0,556.0,46.0,2002.0,11218,A toolkit for making real world machine learning and data analysis applications in C++.,176.0,37,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,,,14952.0,14952.0,https://pypi.org/project/dlib,131438.0,138009.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,432916.0,,,,,2.0,24976.0,,,,,,,,,,,,,,
56,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2022-06-21 19:58:27.000000,2022-03-25 20:01:52,3150,,640.0,150.0,981.0,209.0,1403.0,7573,Declarative statistical visualization library for Python.,136.0,37,True,2021-12-29 13:30:58,4.2.0,20.0,altair,conda-forge/altair,,,,28617.0,28617.0,https://pypi.org/project/altair,8250508.0,8267639.0,https://anaconda.org/conda-forge/altair,2021-12-29 17:47:26.885,1216345.0,,,,,2.0,,,,,,,,,,,,,,,
57,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-06-23 13:49:07.000000,2022-06-22 14:30:15,8745,200.0,1537.0,231.0,3134.0,181.0,2542.0,6727,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,387.0,37,False,2022-06-20 12:53:39,4.0.1,37.0,pymc3,conda-forge/pymc3,,,,641.0,641.0,https://pypi.org/project/pymc3,389726.0,395910.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,419169.0,,,,,1.0,1903.0,,,,,,,,,,,,,,
58,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-06-23 09:44:13.000000,2022-06-14 17:20:53,3799,461.0,1332.0,116.0,709.0,248.0,1348.0,5846,"An open-source, low-code machine learning library in Python.",87.0,37,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,,,2213.0,2213.0,https://pypi.org/project/pycaret,427612.0,428170.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,11731.0,,,,,1.0,576.0,,,,,,,,,,,,,,
59,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-06-23 14:16:21.000000,2022-06-22 23:10:09,10818,819.0,610.0,85.0,4108.0,935.0,3207.0,4905,"An orchestration platform for the development, production, and observation of data assets.",217.0,37,True,2022-06-14 21:15:18,0.15.0,100.0,dagster,conda-forge/dagster,,,,413.0,413.0,https://pypi.org/project/dagster,404959.0,422630.0,https://anaconda.org/conda-forge/dagster,2022-06-15 01:45:13.670,547816.0,,,,,2.0,,,,,,,,,,,,,,,
60,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-06-22 23:33:07.000000,2022-06-20 19:40:12,2030,34.0,453.0,87.0,531.0,156.0,722.0,2818,Manipulation and analysis of geometric objects.,132.0,37,True,2022-05-03 17:03:35,1.8.2,16.0,shapely,conda-forge/shapely,,,,30517.0,30517.0,https://pypi.org/project/shapely,7192397.0,7240804.0,https://anaconda.org/conda-forge/shapely,2022-06-04 20:23:43.749,3872080.0,,,,,1.0,50.0,,,,,,,,,,,,,,
61,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-06-23 07:08:12.000000,2022-06-23 06:44:12,5128,68.0,241.0,83.0,587.0,13.0,104.0,2535,"A refreshing functional take on deep learning, compatible with your favorite libraries.",52.0,37,True,2022-06-02 14:05:08,8.0.17,59.0,thinc,conda-forge/thinc,,,,22177.0,22177.0,https://pypi.org/project/thinc,5339759.0,5372758.0,https://anaconda.org/conda-forge/thinc,2022-06-02 17:33:56.765,2111998.0,,,,,2.0,,,,,,,,,,,,,,,
62,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-06-23 13:24:44.000000,2022-06-22 19:36:33,2547,142.0,778.0,100.0,2017.0,328.0,705.0,1645,A library for training and deploying machine learning models on Amazon SageMaker.,261.0,37,True,2022-06-20 23:09:08,2.96.0,109.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1478.0,1478.0,https://pypi.org/project/sagemaker,10266258.0,10276031.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-06-21 03:16:56.708,302968.0,,,,,1.0,,,,,,,,,,,,,,,
63,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-06-23 13:46:15.000000,2022-06-23 08:24:57,33438,730.0,24663.0,2076.0,36941.0,,,33212,Apache Spark Python API.,2682.0,36,True,,,22.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,23255454.0,23282794.0,https://anaconda.org/conda-forge/pyspark,2022-06-16 07:21:06.515,1722477.0,,,,,2.0,,-6.0,,,,,stable/spark,,,,,,,,
64,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6323.0,1293.0,163.0,591.0,210.0,28788,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,13636.0,13636.0,https://pypi.org/project/jieba,657035.0,658819.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,110628.0,,,,,1.0,,,,,,,,,,,,,,,
65,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,3981.0,555.0,695.0,297.0,1253.0,12351,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,4444.0,4444.0,https://pypi.org/project/chatterbot,77803.0,77803.0,,,,,,,,1.0,,,,,,,,,,,,,,,
66,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-06-22 19:28:35.000000,2022-06-18 05:10:38,4511,117.0,1563.0,201.0,942.0,105.0,1783.0,11731,A very simple framework for state-of-the-art Natural Language Processing (NLP).,229.0,36,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,,,['pytorch'],1440.0,1440.0,https://pypi.org/project/flair,119403.0,119777.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,8611.0,,,,,1.0,,,,,,,,,,,,,,,
67,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-06-23 10:00:18.000000,2022-06-22 06:19:41,2727,151.0,1608.0,276.0,3152.0,294.0,1347.0,11616,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-06-22 04:57:13,2.8,36.0,nni,,,,,239.0,239.0,https://pypi.org/project/nni,9987.0,9987.0,,,,,,,,1.0,,,,,,,,,,,,,,,
68,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-06-04 16:37:32.000000,2022-06-01 11:58:49,1079,6.0,1211.0,244.0,613.0,281.0,890.0,9336,Video editing with Python.,149.0,36,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,16482.0,16482.0,https://pypi.org/project/moviepy,859853.0,861784.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,113933.0,,,,,1.0,,,,,,,,,,,,,,,
69,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-06-08 19:39:33.000000,2022-05-30 06:19:22,1641,16.0,1267.0,215.0,689.0,182.0,778.0,8365,Simple job queues for Python.,262.0,36,False,2021-12-07 12:48:17,1.10.1,19.0,rq,conda-forge/rq,,,,10516.0,10516.0,https://pypi.org/project/rq,563999.0,565025.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,72915.0,,,,,2.0,,,,,,,,,,,,,,,
70,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-06-23 12:59:52.000000,2022-06-23 12:50:50,1128,60.0,1534.0,110.0,161.0,735.0,709.0,7924,Multilingual Sentence & Image Embeddings with BERT.,90.0,36,True,2022-06-23 12:59:53,2.2.1,31.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],3490.0,3490.0,https://pypi.org/project/sentence-transformers,3050954.0,3052110.0,https://anaconda.org/conda-forge/sentence-transformers,2022-02-20 20:12:27.598,24292.0,,,,,1.0,,2.0,,,,,,,,,,,,,
71,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-06-21 21:29:12.000000,2022-06-13 11:49:57,23311,951.0,979.0,193.0,299.0,390.0,1430.0,6603,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",995.0,36,True,2022-05-19 07:31:43,1.0.6,79.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,2426625.0,2449699.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1060198.0,,,,,2.0,81976.0,,,,,,,,,,,,,,
72,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-06-23 14:16:48.000000,2022-05-13 14:51:13,1501,61.0,1107.0,149.0,165.0,118.0,130.0,5764,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,39.0,36,True,2022-05-13 14:57:40,1.0.1,28.0,pyod,conda-forge/pyod,,,,1373.0,1373.0,https://pypi.org/project/pyod,449122.0,450033.0,https://anaconda.org/conda-forge/pyod,2022-05-13 17:24:32.492,24599.0,,,,,1.0,,,,,,,,,,,,,,,
73,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-06-23 13:37:52.000000,2022-06-23 12:42:20,15267,658.0,1550.0,175.0,2569.0,287.0,1536.0,5198,End-to-End Speech Processing Toolkit.,276.0,36,True,2022-05-28 02:21:05,.202205,44.0,espnet,,,,,54.0,54.0,https://pypi.org/project/espnet,11050.0,11051.0,,,,,,,,1.0,76.0,,,,,,,,,,,,,,
74,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-06-21 23:53:08.000000,2022-06-21 06:00:39,1589,37.0,689.0,105.0,1187.0,344.0,939.0,3196,Python tools for geographic data.,173.0,36,True,2022-06-21 06:10:21,0.11.0,24.0,geopandas,conda-forge/geopandas,,,['pandas'],14290.0,14290.0,https://pypi.org/project/geopandas,2425736.0,2448214.0,https://anaconda.org/conda-forge/geopandas,2022-06-21 16:27:42.411,1684283.0,,,,,1.0,1525.0,,,,,,,,,,,,,,
75,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-06-23 07:21:46.000000,2022-06-22 13:16:02,2849,195.0,345.0,72.0,1303.0,94.0,411.0,3168,Flax is a neural network library for JAX that is designed for flexibility.,154.0,36,True,2022-06-21 23:20:13,0.5.2,17.0,flax,conda-forge/flax,,,['jax'],1083.0,1083.0,https://pypi.org/project/flax,338521.0,338871.0,https://anaconda.org/conda-forge/flax,2022-06-22 03:50:17.324,5241.0,,,,,2.0,42.0,,,,,,,,,,,,,,
76,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-06-18 23:13:50.000000,2022-05-20 16:57:04,1407,4.0,322.0,62.0,604.0,301.0,398.0,2830,Computing with Python functions.,110.0,36,True,,,23.0,joblib,conda-forge/joblib,,,,193315.0,193315.0,https://pypi.org/project/joblib,25614895.0,25748688.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,9499335.0,,,,,2.0,,,,,,,,,,,,,,,
77,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-06-22 23:52:07.000000,2022-06-22 14:38:55,16923,181.0,1021.0,79.0,6695.0,394.0,3697.0,1960,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,291.0,36,True,2022-05-12 13:39:57,1.0.3,42.0,mne,conda-forge/mne,,,,1677.0,1677.0,https://pypi.org/project/mne,42011.0,45218.0,https://anaconda.org/conda-forge/mne,2022-06-19 00:52:47.756,205260.0,,,,,1.0,,,,,,,,,,,,,,,
78,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2022-06-23 01:59:59.000000,2022-06-23 01:59:59,3556,71.0,454.0,152.0,930.0,140.0,1397.0,1739,Rasterio reads and writes geospatial raster datasets.,127.0,36,False,2022-06-22 15:59:20,1.2.10,72.0,rasterio,conda-forge/rasterio,,,,5068.0,5068.0,https://pypi.org/project/rasterio,778932.0,800074.0,https://anaconda.org/conda-forge/rasterio,2022-06-17 21:46:17.583,1585039.0,,,,,1.0,756.0,,,,,,,,,,,,,,
79,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-06-19 23:46:56.000000,2022-06-19 23:46:55,1465,20.0,516.0,55.0,1814.0,194.0,713.0,1523,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,193.0,36,True,2022-06-14 01:12:29,0.17.1,32.0,tensorflow-addons,,,,['tensorflow'],6700.0,6700.0,https://pypi.org/project/tensorflow-addons,1268428.0,1268428.0,,,,,,,,1.0,,,,,,,,,,,,,,,
80,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-06-01 08:28:45.959000,2022-05-30 03:37:28,1381,35.0,210.0,31.0,366.0,56.0,395.0,1065,Python library for reading and writing image data.,90.0,36,True,2022-05-30 03:37:47,2.19.3,32.0,imageio,conda-forge/imageio,,,,63734.0,63734.0,https://pypi.org/project/imageio,13369762.0,13416793.0,https://anaconda.org/conda-forge/imageio,2022-06-01 08:28:45.959,3056640.0,,,,,1.0,291.0,,,,,,,,,,,,,,
