,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
42,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-09-15 14:17:36.000000,2022-09-15 11:36:27,19717.0,155.0,3884.0,451.0,5299.0,668.0,6307.0,16677.0,"Interactive Data Visualization in the browser, from Python.",614.0,38,True,,,45.0,bokeh,conda-forge/bokeh,,,,153.0,153.0,https://pypi.org/project/bokeh,4082206.0,4212237.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8452056.0,,,,,1.0,,,,,,,,,,,,,,,
43,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2022-09-12 23:14:07.000000,2022-09-12 23:14:07,4059.0,21.0,2260.0,486.0,2249.0,71.0,872.0,15963.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",593.0,38,True,2022-08-18 09:37:08,3.1.1,53.0,luigi,luigi,,,,1822.0,1822.0,https://pypi.org/project/luigi,589694.0,589833.0,https://anaconda.org/anaconda/luigi,2022-05-02 20:23:54.609,10998.0,,,,,1.0,,stable/luigi,,,,,,,,,,,,,
44,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2022-09-13 19:19:04.000000,2022-08-11 14:39:59,5599.0,74.0,2154.0,277.0,1397.0,1187.0,1214.0,12106.0,The interactive graphing library for Python (includes Plotly Express).,201.0,38,True,2022-08-11 14:41:24,5.10.0,86.0,plotly,conda-forge/plotly,,,,12.0,12.0,https://pypi.org/project/plotly,8135081.0,8223709.0,https://anaconda.org/conda-forge/plotly,2022-08-14 12:44:46.659,3124113.0,,,,,1.0,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,45832.0,,,,,,,,
45,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2022-09-11 20:42:30.000000,2022-09-11 20:42:26,8122.0,38.0,2671.0,470.0,584.0,30.0,2044.0,11394.0,A toolkit for making real world machine learning and data analysis applications in C++.,178.0,38,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,,,15906.0,15906.0,https://pypi.org/project/dlib,100495.0,107298.0,https://anaconda.org/conda-forge/dlib,2022-05-08 19:10:58.732,469183.0,,,,,2.0,25015.0,,,,,,,,,,,,,,
46,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2022-08-24 22:15:06.000000,2022-08-24 22:14:09,2713.0,22.0,2138.0,280.0,3091.0,84.0,2456.0,11193.0,"An open-source NLP research library, built on PyTorch.",264.0,38,True,2022-07-14 18:35:21,2.10.0,58.0,allennlp,conda-forge/allennlp,,,['pytorch'],2730.0,2730.0,https://pypi.org/project/allennlp,72642.0,74458.0,https://anaconda.org/conda-forge/allennlp,2022-07-15 16:42:26.330,81734.0,,,,,1.0,47.0,,,,,,,,,,,,,,
47,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-09-15 13:55:05.000000,2022-09-09 16:18:19,1066.0,56.0,1341.0,157.0,445.0,116.0,473.0,9490.0,Create HTML profiling reports from pandas DataFrame objects.,95.0,38,True,2022-09-07 14:31:12,3.3.0,33.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",9014.0,9014.0,https://pypi.org/project/pandas-profiling,1166515.0,1170351.0,https://anaconda.org/conda-forge/pandas-profiling,2022-09-13 12:49:40.455,280081.0,,,,,1.0,,,,,,,,,,,,,,,
48,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-09-15 08:49:35.000000,2022-09-15 08:49:34,1159.0,51.0,1644.0,111.0,181.0,773.0,739.0,8430.0,Multilingual Sentence & Image Embeddings with BERT.,100.0,38,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],4126.0,4126.0,https://pypi.org/project/sentence-transformers,1551927.0,1553376.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,34787.0,,,,,1.0,,,4.0,,,,,,,,,,,,
49,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-09-15 13:51:53.000000,2022-09-14 13:46:23,4072.0,255.0,1411.0,118.0,754.0,274.0,1469.0,6244.0,"An open-source, low-code machine learning library in Python.",100.0,38,True,2022-04-10 22:12:29,2.3.10,19.0,pycaret,conda-forge/pycaret,,,,2533.0,2533.0,https://pypi.org/project/pycaret,810044.0,810792.0,https://anaconda.org/conda-forge/pycaret,2022-04-18 22:24:40.244,18142.0,,,,,1.0,609.0,,,,,,,,,,,,,,
50,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2022-09-15 14:36:30.000000,2022-09-14 20:05:22,4816.0,191.0,353.0,35.0,2295.0,504.0,1473.0,4720.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,127.0,38,True,2022-09-08 17:32:40,0.13.3,100.0,wandb,conda-forge/wandb,,,,11653.0,11653.0,https://pypi.org/project/wandb,1638806.0,1642514.0,https://anaconda.org/conda-forge/wandb,2022-08-06 04:22:31.208,96409.0,,,,,1.0,,,3.0,wandb/wandb,,,,,,,,,,,
51,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-09-13 14:16:56.000000,2022-09-12 09:29:11,2067.0,46.0,472.0,87.0,591.0,163.0,757.0,2978.0,Manipulation and analysis of geometric objects.,135.0,38,True,2022-08-17 21:23:55,1.8.4,19.0,shapely,conda-forge/shapely,,,,32989.0,32989.0,https://pypi.org/project/shapely,8567027.0,8620149.0,https://anaconda.org/conda-forge/shapely,2022-08-18 05:54:21.849,4407208.0,,,,,1.0,265.0,,,,,,,,,,,,,,
52,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-09-15 12:56:08.000000,2022-09-15 12:56:08,17125.0,212.0,1055.0,79.0,6913.0,415.0,3818.0,2018.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,312.0,38,True,2022-08-24 15:27:56,1.1.1,44.0,mne,conda-forge/mne,,,,1853.0,1853.0,https://pypi.org/project/mne,58562.0,61994.0,https://anaconda.org/conda-forge/mne,2022-08-24 16:35:15.426,229952.0,,,,,1.0,,,,,,,,,,,,,,,
53,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2022-09-15 13:48:49.000000,2022-09-15 12:51:02,34111.0,720.0,24991.0,2076.0,37875.0,,,33871.0,Apache Spark Python API.,2726.0,37,True,,,27.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,24539798.0,24569640.0,https://anaconda.org/conda-forge/pyspark,2022-07-27 06:26:20.797,1969574.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,
54,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2022-09-15 12:52:54.000000,2022-09-15 06:54:38,5652.0,594.0,4988.0,381.0,2225.0,961.0,4344.0,24781.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",112.0,37,True,2022-08-24 09:04:27,2.6.0,6.0,paddleocr,,,,['paddle'],826.0,826.0,https://pypi.org/project/paddleocr,36579.0,36579.0,,,,,,,,1.0,,,,,,,,,,,,,,,
55,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2022-09-15 14:19:56.000000,2022-09-05 02:47:19,2115.0,18.0,6967.0,360.0,2409.0,582.0,5729.0,21315.0,OpenMMLab Detection Toolbox and Benchmark.,351.0,37,True,2022-07-28 15:43:37,2.25.1,36.0,mmdet,,,,['pytorch'],582.0,582.0,https://pypi.org/project/mmdet,80971.0,80971.0,,,,,,,,1.0,,,,,,,,,,,,,,,
56,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-09-15 09:14:26.000000,2022-09-15 06:54:19,2233.0,39.0,4697.0,348.0,1144.0,671.0,2904.0,19172.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,405.0,37,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],937.0,937.0,https://pypi.org/project/fairseq,45388.0,46107.0,https://anaconda.org/conda-forge/fairseq,2022-07-13 07:08:17.142,18581.0,,,,,1.0,264.0,,,facebookresearch/fairseq,,,,,,,,,,,
57,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2022-09-15 13:34:49.000000,2022-09-15 08:34:44,3166.0,331.0,2826.0,280.0,4262.0,823.0,1648.0,12613.0,Open source platform for the machine learning lifecycle.,486.0,37,True,2022-08-11 10:07:43,1.28.0,56.0,mlflow,conda-forge/mlflow,,,,,,https://pypi.org/project/mlflow,14065567.0,14085533.0,https://anaconda.org/conda-forge/mlflow,2022-08-19 06:19:56.811,818611.0,,,,,1.0,,,,,,,,,,,,,,,
58,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2022-09-12 13:39:54.000000,2022-09-03 21:04:49,4705.0,196.0,1607.0,202.0,976.0,107.0,1854.0,12018.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,233.0,37,False,2022-04-10 20:35:57,0.11,20.0,flair,conda-forge/python-flair,,,['pytorch'],1590.0,1590.0,https://pypi.org/project/flair,147524.0,147976.0,https://anaconda.org/conda-forge/python-flair,2022-05-21 19:10:11.815,11775.0,,,,,1.0,,,,,,,,,,,,,,,
59,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-09-10 09:06:52.000000,2022-06-01 11:58:49,1079.0,,1234.0,247.0,614.0,294.0,903.0,9585.0,Video editing with Python.,149.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,18075.0,18075.0,https://pypi.org/project/moviepy,2946744.0,2948855.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:18.943,130888.0,,,,,1.0,,,,,,,,,,,,,,,
60,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2022-09-15 14:15:41.000000,2022-09-15 10:28:08,8911.0,192.0,1591.0,230.0,3257.0,161.0,2633.0,6985.0,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,412.0,37,False,2022-08-26 06:51:02,4.1.7,45.0,pymc3,conda-forge/pymc3,,,,719.0,719.0,https://pypi.org/project/pymc3,377964.0,384253.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,445115.0,,,,,1.0,1904.0,,,,,,,,,,,,,,
61,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2022-09-15 14:27:03.000000,2022-09-15 14:27:03,37038.0,696.0,3499.0,257.0,18781.0,3918.0,537.0,5852.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1334.0,37,True,2022-08-23 19:07:04,2.41.0,24.0,apache-beam,conda-forge/apache-beam-with-aws,,,,,,https://pypi.org/project/apache-beam,13068098.0,13069807.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-08-24 11:35:38.346,20508.0,,,,,1.0,,,,,,,,,,,,,,,
62,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2022-09-15 14:34:37.000000,2022-09-15 14:30:41,11487.0,702.0,665.0,87.0,4876.0,1053.0,3408.0,5416.0,"An orchestration platform for the development, production, and observation of data assets.",233.0,37,True,2022-09-08 20:54:40,1.0.8,110.0,dagster,conda-forge/dagster,,,,521.0,521.0,https://pypi.org/project/dagster,375667.0,394287.0,https://anaconda.org/conda-forge/dagster,2022-09-09 16:38:58.341,633103.0,,,,,1.0,,,,,,,,,,,,,,,
63,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-09-15 05:18:58.000000,2022-09-09 14:43:00,1613.0,28.0,703.0,106.0,1218.0,361.0,968.0,3320.0,Python tools for geographic data.,176.0,37,True,2022-07-24 11:19:18,0.11.1,25.0,geopandas,conda-forge/geopandas,,,['pandas'],15493.0,15493.0,https://pypi.org/project/geopandas,3566487.0,3591827.0,https://anaconda.org/conda-forge/geopandas,2022-07-24 18:57:53.018,1974887.0,,,,,1.0,1589.0,,,,,,,,,,,,,,
64,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-09-15 07:36:11.000000,2022-09-12 20:42:42,2663.0,122.0,822.0,120.0,2117.0,356.0,728.0,1694.0,A library for training and deploying machine learning models on Amazon SageMaker.,279.0,37,True,2022-09-09 17:58:12,2.109.0,123.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1652.0,1652.0,https://pypi.org/project/sagemaker,7284982.0,7296281.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-09-09 21:43:04.016,384186.0,,,,,1.0,,,,,,,,,,,,,,,
65,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-09-12 09:36:21.938000,2022-09-12 04:30:47,1416.0,35.0,223.0,31.0,398.0,59.0,416.0,1107.0,Python library for reading and writing image data.,92.0,37,True,2022-09-12 04:31:01,2.21.3,38.0,imageio,conda-forge/imageio,,,,68315.0,68315.0,https://pypi.org/project/imageio,12358820.0,12411477.0,https://anaconda.org/conda-forge/imageio,2022-09-12 09:36:21.938,3580154.0,,,,,1.0,373.0,,,,,,,,,,,,,,
66,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6348.0,1291.0,164.0,596.0,212.0,29208.0,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,14505.0,14505.0,https://pypi.org/project/jieba,485734.0,487549.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,118018.0,,,,,1.0,,,,,,,,,,,,,,,
67,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2022-09-15 13:55:16.000000,2022-09-12 19:57:08,30507.0,268.0,3968.0,338.0,4954.0,808.0,5784.0,14825.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",555.0,36,True,2022-09-08 21:25:19,3.2.8,100.0,rasa,,,,['tensorflow'],,,https://pypi.org/project/rasa,184813.0,184813.0,,,,,,,,1.0,,,,,,,,,,,,,,,
68,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2022-09-15 07:20:20.000000,2022-09-14 17:23:10,1239.0,46.0,2051.0,334.0,1458.0,327.0,1743.0,12717.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",157.0,36,False,2022-06-21 09:19:16,0.25.0,19.0,horovod,,,,,660.0,660.0,https://pypi.org/project/horovod,65769.0,65769.0,,,,,,,,1.0,,stable/horovod,,,,,,,,,,,,,
69,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-09-05 10:37:34.000000,2021-06-01 10:43:00,1848.0,,4021.0,555.0,700.0,305.0,1254.0,12518.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,4576.0,4576.0,https://pypi.org/project/chatterbot,80597.0,80597.0,,,,,,,,1.0,,,,,,,,,,,,,,,
70,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2022-09-15 13:31:25.000000,2022-09-15 13:31:25,2988.0,188.0,6059.0,379.0,4069.0,600.0,1911.0,12387.0,"Datasets, Transforms and Models specific to Computer Vision.",498.0,36,True,2022-08-05 20:19:15,0.13.1,30.0,torchvision,conda-forge/torchvision,,,['pytorch'],,,https://pypi.org/project/torchvision,5383881.0,5390329.0,https://anaconda.org/conda-forge/torchvision,2022-07-24 12:57:15.567,357086.0,,,,,2.0,12008.0,,,,,,,,,,,,,,
71,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2022-09-15 14:10:56.000000,2022-09-15 14:06:33,15492.0,519.0,1483.0,218.0,12516.0,298.0,5550.0,12342.0,Vector database for scalable similarity search and AI applications.,222.0,36,True,2022-08-15 01:20:34,2.1.1,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,152781.0,198563.0,,,,https://hub.docker.com/r/milvusdb/milvus,2022-09-15 11:27:52.307764,22.0,1451809.0,1.0,43633.0,,,,,,,,,,,,,,
72,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-09-15 06:58:19.000000,2022-09-09 08:33:57,2803.0,81.0,1648.0,278.0,3237.0,231.0,1483.0,11963.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",183.0,36,True,2022-09-07 14:07:15,2.9,37.0,nni,,,,,270.0,270.0,https://pypi.org/project/nni,24890.0,24890.0,,,,,,,,1.0,,,,,,,,,,,,,,,
73,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2022-09-10 01:05:32.000000,2022-09-10 01:05:27,751.0,33.0,1371.0,126.0,597.0,278.0,387.0,10825.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,113.0,36,True,2022-07-12 13:42:54,1.2.1,16.0,albumentations,conda-forge/albumentations,,,['pytorch'],9290.0,9290.0,https://pypi.org/project/albumentations,551580.0,553052.0,https://anaconda.org/conda-forge/albumentations,2022-07-12 19:10:52.763,57424.0,,,,,2.0,,,3.0,,,,,,,,,,,,
74,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2022-09-14 12:43:18.000000,2022-09-14 12:43:13,4212.0,83.0,1754.0,1737.0,3978.0,145.0,2354.0,10166.0,WebGL2 powered visualization framework.,206.0,36,True,2022-09-08 16:48:21,8.8.10,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],,,https://pypi.org/project/pydeck,890812.0,1229595.0,https://anaconda.org/conda-forge/pydeck,2021-10-26 00:42:05.329,182786.0,,,,,1.0,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,332887.0,,,,,,,,
75,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2022-09-13 01:36:38.000000,2022-09-13 01:36:36,3037.0,78.0,1573.0,246.0,898.0,93.0,2027.0,9795.0,Statistical data visualization in Python.,173.0,36,True,2022-09-06 03:03:00,0.12.0,31.0,seaborn,conda-forge/seaborn,,,,,,https://pypi.org/project/seaborn,8832480.0,8896293.0,https://anaconda.org/conda-forge/seaborn,2022-09-06 19:11:47.177,4658224.0,,,,,2.0,234.0,,-7.0,,,,,,,,,,,,
76,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2022-09-06 14:57:06.000000,2022-08-21 06:50:00,1658.0,17.0,1287.0,213.0,707.0,187.0,791.0,8503.0,Simple job queues for Python.,266.0,36,False,2022-07-31 10:45:17,1.11,20.0,rq,conda-forge/rq,,,,10993.0,10993.0,https://pypi.org/project/rq,729569.0,730610.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,77093.0,,,,,2.0,,,,,,,,,,,,,,,
77,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-09-10 01:42:16.000000,2022-07-11 22:20:47,434.0,11.0,1600.0,202.0,238.0,469.0,352.0,7617.0,Download market data from Yahoo! Finances API.,60.0,36,True,2022-07-11 22:21:12,0.1.74,10.0,yfinance,ranaroussi/yfinance,,,,13697.0,13697.0,https://pypi.org/project/yfinance,623085.0,626897.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,53375.0,,,,,1.0,,,,,,,,,,,,,,,
78,Kedro,kedro-org/kedro,data-pipelines,,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro,Apache-2.0,2019-04-18 10:29:56.000,2022-09-15 09:36:45.000000,2022-09-13 10:02:43,2022.0,82.0,690.0,103.0,800.0,153.0,741.0,7594.0,"A Python framework for creating reproducible, maintainable and modular data science code.",162.0,36,True,2022-07-08 15:55:34,0.18.2,32.0,kedro,,,,,1044.0,1044.0,https://pypi.org/project/kedro,450138.0,450138.0,,,,,,,,2.0,,,,,,,,,,,,,,,
79,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-09-15 12:30:20.000000,2022-09-15 11:27:27,2119.0,75.0,703.0,114.0,1180.0,169.0,446.0,7078.0,Open Source Differentiable Computer Vision Library.,179.0,36,True,2022-08-30 12:52:09,0.6.7,30.0,kornia,conda-forge/kornia,,,['pytorch'],1746.0,1746.0,https://pypi.org/project/kornia,799226.0,800467.0,https://anaconda.org/conda-forge/kornia,2022-08-30 23:48:21.640,34523.0,,,,,2.0,441.0,,,,,,,,,,,,,,
80,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-09-09 02:47:03.000000,2022-09-09 02:47:03,818.0,31.0,809.0,110.0,237.0,14.0,531.0,6159.0,Unsupervised text tokenizer for Neural Network-based text generation.,69.0,36,True,2022-08-06 16:03:48,0.1.97,22.0,sentencepiece,conda-forge/sentencepiece,,,,17783.0,17783.0,https://pypi.org/project/sentencepiece,5676026.0,5685381.0,https://anaconda.org/conda-forge/sentencepiece,2022-04-08 22:58:03.701,231726.0,,,,,1.0,21719.0,,,,,,,,,,,,,,
