,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
42,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-05-07 00:41:27.000000,2023-05-06 13:54:43,1752.0,55.0,782.0,107.0,1375.0,333.0,1111.0,3678.0,Python tools for geographic data.,199.0,40,True,2023-05-06 12:23:05,0.13.0,29.0,geopandas,conda-forge/geopandas,,,['pandas'],21898.0,21898.0,https://pypi.org/project/geopandas,4349298.0,4381837.0,https://anaconda.org/conda-forge/geopandas,2023-05-06 14:44:04.133,2796507.0,,,,,1.0,1819.0,,,,,,,,,,,,,,
43,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-04-02 11:28:15.000000,2023-01-30 18:15:21,1757.0,,7893.0,1032.0,1439.0,52.0,1711.0,31383.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,41385.0,41385.0,https://pypi.org/project/gym,527774.0,533721.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,220072.0,,,,,1.0,,,,,,,,,,,,,,,
44,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-05-11 13:53:50.000000,2023-05-11 13:53:48,8305.0,115.0,2066.0,198.0,3964.0,26.0,1823.0,18324.0,Build multimodal AI services via cloud native technologies.,169.0,39,True,2023-05-05 06:36:38,3.15.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,519.0,519.0,https://pypi.org/project/jina,122114.0,156117.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,44310.0,https://hub.docker.com/r/jinaai/jina,2023-05-11 13:39:59.407368,8.0,1239764.0,2.0,,,,,,,,,,,,,,,
45,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-05-11 04:07:46.000000,2023-05-10 19:30:22,20096.0,151.0,4004.0,448.0,5694.0,686.0,6581.0,17561.0,"Interactive Data Visualization in the browser, from Python.",653.0,39,True,,,50.0,bokeh,conda-forge/bokeh,,,,216.0,216.0,https://pypi.org/project/bokeh,3419000.0,3570900.0,https://anaconda.org/conda-forge/bokeh,2023-05-10 15:00:00.656,11088756.0,,,,,1.0,,,,,,,,,,,,,,,
46,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-05-09 15:01:38.000000,2023-05-09 14:39:05,8191.0,48.0,2751.0,473.0,647.0,35.0,2088.0,11938.0,A toolkit for making real world machine learning and data analysis applications in C++.,186.0,39,False,2022-05-08 14:48:09,19.24,25.0,dlib,conda-forge/dlib,,,,19620.0,19620.0,https://pypi.org/project/dlib,191290.0,198675.0,https://anaconda.org/conda-forge/dlib,2023-03-24 02:36:47.638,569642.0,,,,,2.0,25237.0,,,,,,,,,,,,,,
47,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-05-05 08:03:11.000000,2023-04-09 08:13:02,1663.0,25.0,2155.0,167.0,753.0,50.0,948.0,6225.0,Python Data. Leaflet.js Maps.,150.0,39,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,24685.0,24685.0,https://pypi.org/project/folium,758885.0,781563.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1950348.0,,,,,1.0,,,,,,,,,,,,,,,
48,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-05-11 14:02:39.000000,2023-05-11 03:58:53,5331.0,261.0,462.0,48.0,3062.0,591.0,1879.0,6017.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,147.0,39,True,2023-05-05 21:40:53,0.15.2,100.0,wandb,conda-forge/wandb,,,,22193.0,22193.0,https://pypi.org/project/wandb,2070146.0,2076844.0,https://anaconda.org/conda-forge/wandb,2023-05-06 01:17:38.621,227762.0,,,,,1.0,,,,,,,,,,wandb/wandb,,,,,
49,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-05-11 13:25:48.000000,2023-05-11 13:25:45,36683.0,893.0,25815.0,2046.0,41111.0,,,35704.0,Apache Spark Python API.,2872.0,38,True,,,31.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,24250089.0,24284233.0,https://anaconda.org/conda-forge/pyspark,2023-04-16 06:33:25.403,2526718.0,,,,,2.0,,stable/spark,,,,,,,,,,,,,
50,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-05-11 11:36:52.000000,2023-05-11 02:29:08,1518.0,187.0,2812.0,275.0,1748.0,721.0,877.0,24383.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",192.0,38,True,2023-05-03 17:33:56,0.9.2,48.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],1368.0,1368.0,https://pypi.org/project/deepspeed,330347.0,330755.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16353.0,1.0,,,6.0,,,,,,,,,,,,
51,pytorch-lightning,PyTorchLightning/pytorch-lightning,ml-frameworks,,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-05-11 12:38:08.000000,2023-05-09 19:13:25,9247.0,478.0,2810.0,230.0,8880.0,592.0,5507.0,22972.0,"Deep learning framework to train, deploy, and ship AI products Lightning fast.",871.0,38,True,2023-04-24 13:56:07,2.0.2,100.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],,,https://pypi.org/project/pytorch-lightning,4338966.0,4362054.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-04-24 18:49:45.463,794016.0,,,,,2.0,11671.0,,,,,,,,,Lightning-AI/lightning,,,,,
52,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-05-09 19:23:46.000000,2023-05-09 19:20:54,812.0,74.0,2842.0,448.0,722.0,302.0,1759.0,21559.0,A library for efficient similarity search and clustering of dense vectors.,130.0,38,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,1044.0,1044.0,https://pypi.org/project/pymilvus,519285.0,539659.0,https://anaconda.org/conda-forge/faiss,2023-01-10 05:31:46.982,733468.0,,,,,1.0,,,,,,,,,,,,,,,
53,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-05-11 01:54:33.000000,2023-01-26 21:28:45,11896.0,,6513.0,1083.0,11113.0,1795.0,7761.0,20408.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6353.0,6353.0,https://pypi.org/project/mxnet,391716.0,392169.0,https://anaconda.org/anaconda/mxnet,2022-10-24 17:53:36.312,9449.0,,,,,2.0,25918.0,,,,,,,,,apache/mxnet,,,,,
54,shap,slundberg/shap,interpretability,,https://github.com/slundberg/shap,https://github.com/slundberg/shap,MIT,2016-11-22 19:17:08.000,2023-05-11 07:28:00.000000,2022-06-16 14:46:20,2277.0,,2807.0,262.0,519.0,1565.0,633.0,19180.0,A game theoretic approach to explain the output of any machine learning model.,205.0,38,True,2022-06-16 00:31:04,0.41.0,47.0,shap,conda-forge/shap,,,,11032.0,11032.0,https://pypi.org/project/shap,4540040.0,4573539.0,https://anaconda.org/conda-forge/shap,2022-06-20 09:35:07.854,1909452.0,,,,,1.0,,,,,,,,,,,,,,,
55,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-05-10 10:10:57.000000,2023-04-29 19:08:19,5522.0,449.0,1681.0,199.0,1114.0,58.0,2063.0,12759.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,245.0,38,False,2023-03-30 15:49:56,0.12.2,23.0,flair,conda-forge/python-flair,,,['pytorch'],2441.0,2441.0,https://pypi.org/project/flair,79230.0,79752.0,https://anaconda.org/conda-forge/python-flair,2023-04-13 03:14:21.111,17748.0,,,,,1.0,,,,,,,,,,,,,,,
56,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-05-11 10:07:52.000000,2023-05-11 10:07:52,3024.0,200.0,2729.0,172.0,3475.0,305.0,1894.0,11700.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",259.0,38,True,2023-05-05 08:50:34,1.1.0,31.0,dgl,,,,,88.0,88.0,https://pypi.org/project/dgl,68270.0,68270.0,,,,,,,,1.0,,,,,,,,,,,,,,,
57,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-05-11 13:04:55.000000,2023-04-26 20:29:33,874.0,34.0,1824.0,223.0,404.0,164.0,903.0,9464.0,Download market data from Yahoo! Finances API.,80.0,38,True,2023-04-16 18:04:55,0.2.18,53.0,yfinance,ranaroussi/yfinance,,,,22532.0,22532.0,https://pypi.org/project/yfinance,638266.0,641716.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,75917.0,,,,,1.0,,,,,,,,,,,,,,,
58,rq,rq/rq,data-pipelines,,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48.000,2023-05-10 20:49:01.000000,2023-05-05 14:00:49,1759.0,56.0,1330.0,208.0,813.0,141.0,910.0,8898.0,Simple job queues for Python.,289.0,38,False,2023-05-05 14:05:03,1.14.1,25.0,rq,conda-forge/rq,,,,13468.0,13468.0,https://pypi.org/project/rq,744198.0,745304.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,90706.0,,,,,1.0,,,,,,,,,,,,,,,
59,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-05-11 13:56:44.000000,2023-05-09 20:49:04,2435.0,99.0,817.0,124.0,1506.0,212.0,541.0,8160.0,Differentiable Computer Vision Library.,216.0,38,True,2023-04-20 21:02:06,0.6.12,35.0,kornia,conda-forge/kornia,,,['pytorch'],4182.0,4182.0,https://pypi.org/project/kornia,2645298.0,2647494.0,https://anaconda.org/conda-forge/kornia,2023-04-21 03:46:10.761,78690.0,,,,,1.0,624.0,,,,,,,,,,,,,,
60,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-05-11 14:09:20.000000,2023-05-11 09:15:41,15723.0,632.0,817.0,122.0,3075.0,111.0,1301.0,8071.0,A hyperparameter optimization framework.,228.0,38,False,2023-04-06 07:39:03,3.1.1,58.0,optuna,conda-forge/optuna,,,,7617.0,7617.0,https://pypi.org/project/optuna,1501964.0,1512291.0,https://anaconda.org/conda-forge/optuna,2023-04-10 08:33:36.791,433774.0,,,,,1.0,,,,,,,,,,,,,,,
61,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2023-05-11 14:11:12.000000,2023-05-11 01:24:04,6062.0,181.0,1216.0,136.0,3373.0,389.0,3520.0,6956.0,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,279.0,38,True,2023-04-27 13:29:39,1.5.0,100.0,dbt,conda-forge/dbt,,,,2645.0,2645.0,https://pypi.org/project/dbt,527187.0,530273.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,236368.0,,,,,1.0,1470.0,,,,,,dbt,,,,,,,,
62,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,Apache-2.0,2016-02-02 08:00:06.000,2023-05-11 14:19:41.891000,2023-05-11 13:07:53,39151.0,710.0,3756.0,258.0,21082.0,4066.0,1493.0,6845.0,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1472.0,38,True,2023-05-10 17:58:10,2.47.0,30.0,apache-beam,conda-forge/apache-beam-with-aws,,,,2.0,2.0,https://pypi.org/project/apache-beam,6508588.0,6510671.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2023-05-11 14:19:41.891,41679.0,,,,,1.0,,,,,,,,,,,,,,,
63,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-05-11 12:59:17.000000,2023-05-11 01:13:49,3554.0,200.0,1056.0,106.0,2579.0,577.0,1106.0,6457.0,A unified framework for machine learning with time series.,249.0,38,True,2023-04-28 22:59:02,0.18.0,41.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1188.0,1188.0,https://pypi.org/project/sktime,936740.0,957650.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-04-25 06:22:02.500,460016.0,,,,,1.0,79.0,,,,,,,,,sktime/sktime,,,,,
64,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-05-11 12:58:03.000000,2023-05-10 16:24:54,8693.0,641.0,1430.0,149.0,1820.0,381.0,1188.0,4306.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",216.0,38,True,2022-12-01 13:22:37,2.7.1,18.0,deepchem,conda-forge/deepchem,,,['tensorflow'],193.0,193.0,https://pypi.org/project/deepchem,19530.0,22079.0,https://anaconda.org/conda-forge/deepchem,2022-12-02 15:08:43.839,99433.0,,,,,1.0,,,,,,,,,,,,,,,
65,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-05-10 21:50:03.000000,2023-05-10 21:49:47,17411.0,115.0,1142.0,86.0,7231.0,446.0,3990.0,2231.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,337.0,38,True,2023-05-10 15:02:48,1.4.0,53.0,mne,conda-forge/mne,,,,2635.0,2635.0,https://pypi.org/project/mne,64222.0,68068.0,https://anaconda.org/conda-forge/mne,2023-05-10 16:59:53.636,288487.0,,,,,1.0,,,,,,,,,,,,,,,
66,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-05-11 05:09:50.000000,2023-05-10 15:49:27,3046.0,179.0,943.0,133.0,2460.0,428.0,791.0,1831.0,A library for training and deploying machine learning models on Amazon SageMaker.,358.0,38,True,2023-05-09 17:30:42,2.153.0,123.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",2536.0,2536.0,https://pypi.org/project/sagemaker,26263171.0,26277057.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-11-03 16:48:39.476,583215.0,,,,,2.0,,,,,,,,,,,,,,,
67,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-05-11 12:56:09.000000,2023-05-11 12:56:09,5296.0,147.0,666.0,57.0,4470.0,1115.0,2155.0,1463.0,A distributed task scheduler for Dask.,310.0,38,True,,,166.0,distributed,conda-forge/distributed,,,,28563.0,28563.0,https://pypi.org/project/distributed,4612119.0,4737626.0,https://anaconda.org/conda-forge/distributed,2023-04-28 18:44:40.911,10542596.0,,,,,1.0,,,,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-05-08 09:42:24.000000,2023-05-06 05:02:08,1478.0,28.0,253.0,32.0,448.0,72.0,464.0,1240.0,Python library for reading and writing image data.,101.0,38,True,2023-05-01 07:47:46,2.28.1,52.0,imageio,conda-forge/imageio,,,,88952.0,88952.0,https://pypi.org/project/imageio,17354652.0,17418806.0,https://anaconda.org/conda-forge/imageio,2023-05-02 12:56:29.829,4874879.0,,,,,1.0,609.0,,,,,,,,,,,,,,
69,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-05-09 23:37:58.000000,2023-05-08 21:31:22,2288.0,5.0,5239.0,369.0,1252.0,881.0,2960.0,21983.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,414.0,37,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],1436.0,1436.0,https://pypi.org/project/fairseq,450356.0,451252.0,https://anaconda.org/conda-forge/fairseq,2023-03-28 02:53:47.526,30306.0,,,,,1.0,307.0,,,,,,,,,facebookresearch/fairseq,,,,,
70,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-05-11 13:08:00.000000,2023-05-11 12:00:51,17045.0,542.0,1919.0,316.0,15189.0,476.0,7222.0,18402.0,"A cloud-native vector database, storage for next generation AI applications.",240.0,37,True,2023-05-02 12:50:11,2.2.8,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,519285.0,600476.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-05-11 12:09:42.506615,28.0,3423948.0,1.0,33743.0,,,,,,,,,,,,,,
71,luigi,spotify/luigi,data-pipelines,,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38.000,2023-05-09 08:37:29.000000,2023-05-04 09:47:52,4078.0,8.0,2278.0,484.0,2270.0,87.0,876.0,16530.0,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",600.0,37,True,2023-05-04 09:55:49,3.3.0,56.0,luigi,luigi,,,,2113.0,2113.0,https://pypi.org/project/luigi,628828.0,628975.0,https://anaconda.org/anaconda/luigi,2023-03-17 13:09:51.279,12821.0,,,,,2.0,,stable/luigi,,,,,,,,,,,,,
72,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-04-10 01:17:15.000000,2023-04-10 01:12:31,1618.0,35.0,2744.0,381.0,452.0,3.0,1715.0,13515.0,Python Echarts Plotting Library.,39.0,37,True,2023-04-10 01:18:59,2.0.3,2.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3069.0,3069.0,https://pypi.org/project/pyecharts,102275.0,102275.0,,,,,,,,1.0,,,,,,,,,,,,,,,
73,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-05-09 01:10:09.000000,2023-04-22 12:27:35,1090.0,3.0,1326.0,248.0,640.0,302.0,994.0,10436.0,Video editing with Python.,156.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,24404.0,24404.0,https://pypi.org/project/moviepy,2708809.0,2711321.0,https://anaconda.org/conda-forge/moviepy,2022-10-07 16:36:43.237,175875.0,,,,,1.0,,,,,,,,,,,,,,,
74,Kedro,kedro-org/kedro,data-pipelines,,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro,Apache-2.0,2019-04-18 10:29:56.000,2023-05-11 13:25:22.000000,2023-05-11 11:27:43,2242.0,82.0,772.0,105.0,1099.0,268.0,981.0,8353.0,"A Python framework for creating reproducible, maintainable and modular data science code.",187.0,37,True,2023-05-02 12:16:44,0.18.8,38.0,kedro,,,,,1579.0,1579.0,https://pypi.org/project/kedro,487279.0,487279.0,,,,,,,,2.0,,,,,,,,,,,,,,,
75,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2023-05-11 14:11:43.000000,2023-05-11 13:40:20,10886.0,568.0,1295.0,73.0,6119.0,114.0,1491.0,8309.0,Always know what to expect from your data.,383.0,37,True,2023-04-28 22:22:10,0.16.10,169.0,great_expectations,conda-forge/great-expectations,,,,,,https://pypi.org/project/great_expectations,10149845.0,10160171.0,https://anaconda.org/conda-forge/great-expectations,2023-05-05 00:44:46.708,640254.0,,,,,2.0,,,,,,,,,,,,,,,
76,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-05-11 08:45:02.000000,2023-05-11 08:45:02,9507.0,131.0,1709.0,227.0,3586.0,160.0,2857.0,7541.0,Bayesian Modeling in Python.,454.0,37,False,2023-04-26 17:34:17,5.3.1,59.0,pymc3,conda-forge/pymc3,,,,1485.0,1485.0,https://pypi.org/project/pymc3,320211.0,326689.0,https://anaconda.org/conda-forge/pymc3,2022-05-20 12:40:09.903,510406.0,,,,,1.0,1910.0,,,,,,,,,,,,,,
77,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-05-11 09:20:22.000000,2023-05-11 09:20:20,4814.0,256.0,1587.0,128.0,894.0,270.0,1778.0,7287.0,"An open-source, low-code machine learning library in Python.",120.0,37,True,2023-03-18 22:43:03,3.0.0,20.0,pycaret,conda-forge/pycaret,,,,3604.0,3604.0,https://pypi.org/project/pycaret,220519.0,221507.0,https://anaconda.org/conda-forge/pycaret,2023-03-16 01:07:14.896,32022.0,,,,,2.0,638.0,,,,,,,,,,,,,,
78,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-05-10 11:43:44.000000,2023-05-01 12:53:18,2189.0,14.0,518.0,87.0,717.0,191.0,856.0,3285.0,Manipulation and analysis of geometric objects.,144.0,37,True,2023-01-30 08:56:47,2.0.1,26.0,shapely,conda-forge/shapely,,,,44985.0,44985.0,https://pypi.org/project/shapely,11624522.0,11698331.0,https://anaconda.org/conda-forge/shapely,2023-03-17 20:19:14.578,6710384.0,,,,,2.0,1315.0,,,,,,,,,,,,,,
79,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2023-05-05 17:34:54.000000,2023-04-30 23:13:29,1461.0,29.0,360.0,62.0,672.0,328.0,442.0,3245.0,Computing with Python functions.,120.0,37,True,,,25.0,joblib,conda-forge/joblib,,,,282686.0,282686.0,https://pypi.org/project/joblib,26706482.0,26925125.0,https://anaconda.org/conda-forge/joblib,2022-10-10 13:51:08.859,17928741.0,,,,,2.0,,,,,,,,,,,,,,,
80,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6416.0,1291.0,164.0,606.0,215.0,30541.0,Chinese Words Segementation Utilities.,48.0,36,False,2020-01-20 14:23:50,0.42.1,9.0,jieba,conda-forge/jieba,,,,22121.0,22121.0,https://pypi.org/project/jieba,538798.0,540695.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,138529.0,,,,,1.0,,,,,,,,,,,,,,,
